"id","chrono","period"
"M0022","LgK","p4.8"
"M0022","LgK","p4.6"
"M0022","LgK","p4.4"
"M0023","LgK","p4.8"
"M0023","LgK","p4.6"
"M0023","LgK","p4.4"
"M0024","LgK","p4.8"
"M0024","LgK","p4.6"
"M0024","LgK","p4.4"
"M0025","LgK","p4.8"
"M0025","LgK","p4.6"
"M0025","LgK","p4.4"
"M0026","LgK","p4.8"
"M0026","LgK","p4.6"
"M0026","LgK","p4.4"
"M0027","LgK","p4.8"
"M0027","LgK","p4.6"
"M0027","LgK","p4.4"
"M0027","ENE","p4.4"
"M0027","ENE","p4.2"
"M0027","ENE","p4.0"
"M0028","LgK","p4.8"
"M0028","LgK","p4.6"
"M0028","LgK","p4.4"
"M0029","LgK","p4.8"
"M0029","LgK","p4.6"
"M0029","LgK","p4.4"
"M0031","LgK","p4.8"
"M0031","LgK","p4.6"
"M0031","LgK","p4.4"
"M0031","TRB","p3.8"
"M0031","TRB","p3.6"
"M0031","TRB","p3.4"
"M0032","LgK","p4.8"
"M0032","LgK","p4.6"
"M0032","LgK","p4.4"
"M0033","LgK","p4.8"
"M0033","LgK","p4.6"
"M0033","LgK","p4.4"
"M0034","LgK","p4.8"
"M0034","LgK","p4.6"
"M0034","LgK","p4.4"
"M0035","LgK","p4.8"
"M0035","LgK","p4.6"
"M0035","LgK","p4.4"
"M0036","LgK","p4.8"
"M0036","LgK","p4.6"
"M0036","LgK","p4.4"
"M0037","LgK","p4.8"
"M0037","LgK","p4.6"
"M0037","LgK","p4.4"
"M0038","LgK","p4.8"
"M0038","LgK","p4.6"
"M0038","LgK","p4.4"
"M0039","LgK","p4.8"
"M0039","LgK","p4.6"
"M0039","LgK","p4.4"
"M0039","TRB","p3.8"
"M0039","TRB","p3.6"
"M0039","TRB","p3.4"
"M0040","LgK","p4.8"
"M0040","LgK","p4.6"
"M0040","LgK","p4.4"
"M0041","LgK","p4.8"
"M0041","LgK","p4.6"
"M0041","LgK","p4.4"
"M0042","LgK","p4.8"
"M0042","LgK","p4.6"
"M0042","LgK","p4.4"
"M0043","LgK","p4.8"
"M0043","LgK","p4.6"
"M0043","LgK","p4.4"
"M0044","LgK","p4.8"
"M0044","LgK","p4.6"
"M0044","LgK","p4.4"
"M0045","LgK","p4.8"
"M0045","LgK","p4.6"
"M0045","LgK","p4.4"
"M0046","TRB","p3.8"
"M0046","TRB","p3.6"
"M0046","TRB","p3.4"
"M0047","LgK","p4.8"
"M0047","LgK","p4.6"
"M0047","LgK","p4.4"
"M0048","LgK","p4.8"
"M0048","LgK","p4.6"
"M0048","LgK","p4.4"
"M0049","LgK","p4.8"
"M0049","LgK","p4.6"
"M0049","LgK","p4.4"
"M0050","SBK","p5.0"
"M0050","SBK","p4.8"
"M0051","LgK","p4.8"
"M0051","LgK","p4.6"
"M0051","LgK","p4.4"
"M0052","LgK","p4.8"
"M0052","LgK","p4.6"
"M0052","LgK","p4.4"
"M0053","LgK","p4.8"
"M0053","LgK","p4.6"
"M0053","LgK","p4.4"
"M0054","LgK","p4.8"
"M0054","LgK","p4.6"
"M0054","LgK","p4.4"
"M0055","SBK","p5.0"
"M0055","SBK","p4.8"
"M0056","LgK","p4.8"
"M0056","LgK","p4.6"
"M0056","LgK","p4.4"
"M0057","LgK","p4.8"
"M0057","LgK","p4.6"
"M0057","LgK","p4.4"
"M0058","LgK","p4.8"
"M0058","LgK","p4.6"
"M0058","LgK","p4.4"
"M0059","LgK","p4.8"
"M0059","LgK","p4.6"
"M0059","LgK","p4.4"
"M0060","LgK","p4.8"
"M0060","LgK","p4.6"
"M0060","LgK","p4.4"
"M0061","LgK","p4.8"
"M0061","LgK","p4.6"
"M0061","LgK","p4.4"
"M0062","LgK","p4.8"
"M0062","LgK","p4.6"
"M0062","LgK","p4.4"
"M0063","LgK","p4.8"
"M0063","LgK","p4.6"
"M0063","LgK","p4.4"
"M0064","LgK","p4.8"
"M0064","LgK","p4.6"
"M0064","LgK","p4.4"
"M0065","LgK","p4.8"
"M0065","LgK","p4.6"
"M0065","LgK","p4.4"
"M0066","LgK","p4.8"
"M0066","LgK","p4.6"
"M0066","LgK","p4.4"
"M0067","LgK","p4.8"
"M0067","LgK","p4.6"
"M0067","LgK","p4.4"
"M0068","SBK","p5.0"
"M0068","SBK","p4.8"
"M0068","LgK","p4.8"
"M0068","LgK","p4.6"
"M0068","LgK","p4.4"
"M0069","LgK","p4.8"
"M0069","LgK","p4.6"
"M0069","LgK","p4.4"
"M0070","LgK","p4.8"
"M0070","LgK","p4.6"
"M0070","LgK","p4.4"
"M0071","LgK","p4.8"
"M0071","LgK","p4.6"
"M0071","LgK","p4.4"
"M0072","LgK","p4.8"
"M0072","LgK","p4.6"
"M0072","LgK","p4.4"
"M0073","LgK","p4.8"
"M0073","LgK","p4.6"
"M0073","LgK","p4.4"
"M0074","LgK","p4.8"
"M0074","LgK","p4.6"
"M0074","LgK","p4.4"
"M0075","LgK","p4.8"
"M0075","LgK","p4.6"
"M0075","LgK","p4.4"
"M0076","LgK","p4.8"
"M0076","LgK","p4.6"
"M0076","LgK","p4.4"
"M0077","SBK","p5.0"
"M0077","SBK","p4.8"
"M0077","LgK","p4.8"
"M0077","LgK","p4.6"
"M0077","LgK","p4.4"
"M0078","LgK","p4.8"
"M0078","LgK","p4.6"
"M0078","LgK","p4.4"
"M0079","LgK","p4.8"
"M0079","LgK","p4.6"
"M0079","LgK","p4.4"
"M0080","LgK","p4.8"
"M0080","LgK","p4.6"
"M0080","LgK","p4.4"
"M0081","LgK","p4.8"
"M0081","LgK","p4.6"
"M0081","LgK","p4.4"
"M0082","LgK","p4.8"
"M0082","LgK","p4.6"
"M0082","LgK","p4.4"
"M0082","ENE","p4.4"
"M0082","ENE","p4.2"
"M0082","ENE","p4.0"
"M0083","LgK","p4.8"
"M0083","LgK","p4.6"
"M0083","LgK","p4.4"
"M0083","ENE","p4.4"
"M0083","ENE","p4.2"
"M0083","ENE","p4.0"
"M0084","LgK","p4.8"
"M0084","LgK","p4.6"
"M0084","LgK","p4.4"
"M0085","LgK","p4.8"
"M0085","LgK","p4.6"
"M0085","LgK","p4.4"
"M0086","LgK","p4.8"
"M0086","LgK","p4.6"
"M0086","LgK","p4.4"
"M0087","LgK","p4.8"
"M0087","LgK","p4.6"
"M0087","LgK","p4.4"
"M0088","LgK","p4.8"
"M0088","LgK","p4.6"
"M0088","LgK","p4.4"
"M0089","LgK","p4.8"
"M0089","LgK","p4.6"
"M0089","LgK","p4.4"
"M0090","LgK","p4.8"
"M0090","LgK","p4.6"
"M0090","LgK","p4.4"
"M0091","TRB","p3.8"
"M0091","TRB","p3.6"
"M0091","TRB","p3.4"
"M0092","LgK","p4.8"
"M0092","LgK","p4.6"
"M0092","LgK","p4.4"
"M0092","ENE","p4.4"
"M0092","ENE","p4.2"
"M0092","ENE","p4.0"
"M0093","LgK","p4.8"
"M0093","LgK","p4.6"
"M0093","LgK","p4.4"
"M0094","TRB","p3.8"
"M0094","TRB","p3.6"
"M0094","TRB","p3.4"
"M0095","LgK","p4.8"
"M0095","LgK","p4.6"
"M0095","LgK","p4.4"
"M0096","LgK","p4.8"
"M0096","LgK","p4.6"
"M0096","LgK","p4.4"
"M0097","LgK","p4.8"
"M0097","LgK","p4.6"
"M0097","LgK","p4.4"
"M0100","LgK","p4.8"
"M0100","LgK","p4.6"
"M0100","LgK","p4.4"
"M0101","LgK","p4.8"
"M0101","LgK","p4.6"
"M0101","LgK","p4.4"
"M0102","TRB","p3.8"
"M0102","TRB","p3.6"
"M0102","TRB","p3.4"
"M0103","TRB","p3.8"
"M0103","TRB","p3.6"
"M0103","TRB","p3.4"
"M0104","LgK","p4.8"
"M0104","LgK","p4.6"
"M0104","LgK","p4.4"
"M0104","ENE","p4.4"
"M0104","ENE","p4.2"
"M0104","ENE","p4.0"
"M0105","SBK","p5.0"
"M0105","SBK","p4.8"
"M0106","LgK","p4.8"
"M0106","LgK","p4.6"
"M0106","LgK","p4.4"
"M0107","LgK","p4.8"
"M0107","LgK","p4.6"
"M0107","LgK","p4.4"
"M0108","LgK","p4.8"
"M0108","LgK","p4.6"
"M0108","LgK","p4.4"
"M0109","SBK","p5.0"
"M0109","SBK","p4.8"
"M0109","LgK","p4.8"
"M0109","LgK","p4.6"
"M0109","LgK","p4.4"
"M0110","LgK","p4.8"
"M0110","LgK","p4.6"
"M0110","LgK","p4.4"
"M0110","TRB","p3.8"
"M0110","TRB","p3.6"
"M0110","TRB","p3.4"
"M0111","SBK","p5.0"
"M0111","SBK","p4.8"
"M0112","LgK","p4.8"
"M0112","LgK","p4.6"
"M0112","LgK","p4.4"
"M0113","LgK","p4.8"
"M0113","LgK","p4.6"
"M0113","LgK","p4.4"
"M0114","LgK","p4.8"
"M0114","LgK","p4.6"
"M0114","LgK","p4.4"
"M0116","LgK","p4.8"
"M0116","LgK","p4.6"
"M0116","LgK","p4.4"
"M0117","LgK","p4.8"
"M0117","LgK","p4.6"
"M0117","LgK","p4.4"
"M0118","LgK","p4.8"
"M0118","LgK","p4.6"
"M0118","LgK","p4.4"
"M0119","LgK","p4.8"
"M0119","LgK","p4.6"
"M0119","LgK","p4.4"
"M0120","LgK","p4.8"
"M0120","LgK","p4.6"
"M0120","LgK","p4.4"
"M0121","LgK","p4.8"
"M0121","LgK","p4.6"
"M0121","LgK","p4.4"
"M0122","LgK","p4.8"
"M0122","LgK","p4.6"
"M0122","LgK","p4.4"
"M0123","LgK","p4.8"
"M0123","LgK","p4.6"
"M0123","LgK","p4.4"
"M0124","LgK","p4.8"
"M0124","LgK","p4.6"
"M0124","LgK","p4.4"
"M0125","LgK","p4.8"
"M0125","LgK","p4.6"
"M0125","LgK","p4.4"
"M0126","LgK","p4.8"
"M0126","LgK","p4.6"
"M0126","LgK","p4.4"
"M0127","TRB","p3.8"
"M0127","TRB","p3.6"
"M0127","TRB","p3.4"
"M0128","SBK","p5.0"
"M0128","SBK","p4.8"
"M0129","LgK","p4.8"
"M0129","LgK","p4.6"
"M0129","LgK","p4.4"
"M0130","LgK","p4.8"
"M0130","LgK","p4.6"
"M0130","LgK","p4.4"
"M0131","LgK","p4.8"
"M0131","LgK","p4.6"
"M0131","LgK","p4.4"
"M0131","TRB","p3.8"
"M0131","TRB","p3.6"
"M0131","TRB","p3.4"
"M0132","SBK","p5.0"
"M0132","SBK","p4.8"
"M0132","LgK","p4.8"
"M0132","LgK","p4.6"
"M0132","LgK","p4.4"
"M0133","LgK","p4.8"
"M0133","LgK","p4.6"
"M0133","LgK","p4.4"
"M0134","LgK","p4.8"
"M0134","LgK","p4.6"
"M0134","LgK","p4.4"
"M0135","SBK","p5.0"
"M0135","SBK","p4.8"
"M0136","LgK","p4.8"
"M0136","LgK","p4.6"
"M0136","LgK","p4.4"
"M0137","LgK","p4.8"
"M0137","LgK","p4.6"
"M0137","LgK","p4.4"
"M0138","LgK","p4.8"
"M0138","LgK","p4.6"
"M0138","LgK","p4.4"
"M0139","LgK","p4.8"
"M0139","LgK","p4.6"
"M0139","LgK","p4.4"
"M0140","LgK","p4.8"
"M0140","LgK","p4.6"
"M0140","LgK","p4.4"
"M0141","LgK","p4.8"
"M0141","LgK","p4.6"
"M0141","LgK","p4.4"
"M0142","LgK","p4.8"
"M0142","LgK","p4.6"
"M0142","LgK","p4.4"
"M0143","LgK","p4.8"
"M0143","LgK","p4.6"
"M0143","LgK","p4.4"
"M0144","LgK","p4.8"
"M0144","LgK","p4.6"
"M0144","LgK","p4.4"
"M0145","LgK","p4.8"
"M0145","LgK","p4.6"
"M0145","LgK","p4.4"
"M0146","LgK","p4.8"
"M0146","LgK","p4.6"
"M0146","LgK","p4.4"
"M0146","ENE","p4.4"
"M0146","ENE","p4.2"
"M0146","ENE","p4.0"
"M0147","LgK","p4.8"
"M0147","LgK","p4.6"
"M0147","LgK","p4.4"
"M0147","TRB","p3.8"
"M0147","TRB","p3.6"
"M0147","TRB","p3.4"
"M0148","LgK","p4.8"
"M0148","LgK","p4.6"
"M0148","LgK","p4.4"
"M0148","ENE","p4.4"
"M0148","ENE","p4.2"
"M0148","ENE","p4.0"
"M0148","TRB","p3.8"
"M0148","TRB","p3.6"
"M0148","TRB","p3.4"
"M0149","LgK","p4.8"
"M0149","LgK","p4.6"
"M0149","LgK","p4.4"
"M0149","ENE","p4.4"
"M0149","ENE","p4.2"
"M0149","ENE","p4.0"
"M0150","LgK","p4.8"
"M0150","LgK","p4.6"
"M0150","LgK","p4.4"
"M0151","TRB","p3.8"
"M0151","TRB","p3.6"
"M0151","TRB","p3.4"
"M0152","TRB","p3.8"
"M0152","TRB","p3.6"
"M0152","TRB","p3.4"
"M0153","LgK","p4.8"
"M0153","LgK","p4.6"
"M0153","LgK","p4.4"
"M0155","LgK","p4.8"
"M0155","LgK","p4.6"
"M0155","LgK","p4.4"
"M0156","LgK","p4.8"
"M0156","LgK","p4.6"
"M0156","LgK","p4.4"
"M0157","LgK","p4.8"
"M0157","LgK","p4.6"
"M0157","LgK","p4.4"
"M0157","ENE","p4.4"
"M0157","ENE","p4.2"
"M0157","ENE","p4.0"
"M0158","LgK","p4.8"
"M0158","LgK","p4.6"
"M0158","LgK","p4.4"
"M0159","LgK","p4.8"
"M0159","LgK","p4.6"
"M0159","LgK","p4.4"
"M0160","LgK","p4.8"
"M0160","LgK","p4.6"
"M0160","LgK","p4.4"
"M0160","ENE","p4.4"
"M0160","ENE","p4.2"
"M0160","ENE","p4.0"
"M0161","LgK","p4.8"
"M0161","LgK","p4.6"
"M0161","LgK","p4.4"
"M0162","LgK","p4.8"
"M0162","LgK","p4.6"
"M0162","LgK","p4.4"
"M0163","LgK","p4.8"
"M0163","LgK","p4.6"
"M0163","LgK","p4.4"
"M0164","LgK","p4.8"
"M0164","LgK","p4.6"
"M0164","LgK","p4.4"
"M0164","TRB","p3.8"
"M0164","TRB","p3.6"
"M0164","TRB","p3.4"
"M0165","LgK","p4.8"
"M0165","LgK","p4.6"
"M0165","LgK","p4.4"
"M0166","LgK","p4.8"
"M0166","LgK","p4.6"
"M0166","LgK","p4.4"
"M0167","LgK","p4.8"
"M0167","LgK","p4.6"
"M0167","LgK","p4.4"
"M0167","TRB","p3.8"
"M0167","TRB","p3.6"
"M0167","TRB","p3.4"
"M0168","LgK","p4.8"
"M0168","LgK","p4.6"
"M0168","LgK","p4.4"
"M0168","TRB","p3.8"
"M0168","TRB","p3.6"
"M0168","TRB","p3.4"
"M0169","LgK","p4.8"
"M0169","LgK","p4.6"
"M0169","LgK","p4.4"
"M0169","TRB","p3.8"
"M0169","TRB","p3.6"
"M0169","TRB","p3.4"
"M0170","LgK","p4.8"
"M0170","LgK","p4.6"
"M0170","LgK","p4.4"
"M0171","LgK","p4.8"
"M0171","LgK","p4.6"
"M0171","LgK","p4.4"
"M0172","TRB","p3.8"
"M0172","TRB","p3.6"
"M0172","TRB","p3.4"
"M0173","LgK","p4.8"
"M0173","LgK","p4.6"
"M0173","LgK","p4.4"
"M0173","ENE","p4.4"
"M0173","ENE","p4.2"
"M0173","ENE","p4.0"
"M0174","LgK","p4.8"
"M0174","LgK","p4.6"
"M0174","LgK","p4.4"
"M0175","LgK","p4.8"
"M0175","LgK","p4.6"
"M0175","LgK","p4.4"
"M0176","LgK","p4.8"
"M0176","LgK","p4.6"
"M0176","LgK","p4.4"
"M0177","SBK","p5.0"
"M0177","SBK","p4.8"
"M0177","LgK","p4.8"
"M0177","LgK","p4.6"
"M0177","LgK","p4.4"
"M0178","LgK","p4.8"
"M0178","LgK","p4.6"
"M0178","LgK","p4.4"
"M0179","SBK","p5.0"
"M0179","SBK","p4.8"
"M0180","LgK","p4.8"
"M0180","LgK","p4.6"
"M0180","LgK","p4.4"
"M0181","LgK","p4.8"
"M0181","LgK","p4.6"
"M0181","LgK","p4.4"
"M0182","LgK","p4.8"
"M0182","LgK","p4.6"
"M0182","LgK","p4.4"
"M0183","LgK","p4.8"
"M0183","LgK","p4.6"
"M0183","LgK","p4.4"
"M0184","LgK","p4.8"
"M0184","LgK","p4.6"
"M0184","LgK","p4.4"
"M0185","LgK","p4.8"
"M0185","LgK","p4.6"
"M0185","LgK","p4.4"
"M0186","LgK","p4.8"
"M0186","LgK","p4.6"
"M0186","LgK","p4.4"
"M0187","LgK","p4.8"
"M0187","LgK","p4.6"
"M0187","LgK","p4.4"
"M0188","LgK","p4.8"
"M0188","LgK","p4.6"
"M0188","LgK","p4.4"
"M0189","LgK","p4.8"
"M0189","LgK","p4.6"
"M0189","LgK","p4.4"
"M0190","LgK","p4.8"
"M0190","LgK","p4.6"
"M0190","LgK","p4.4"
"M0191","LgK","p4.8"
"M0191","LgK","p4.6"
"M0191","LgK","p4.4"
"M0191","TRB","p3.8"
"M0191","TRB","p3.6"
"M0191","TRB","p3.4"
"M0192","LgK","p4.8"
"M0192","LgK","p4.6"
"M0192","LgK","p4.4"
"M0193","LgK","p4.8"
"M0193","LgK","p4.6"
"M0193","LgK","p4.4"
"M0194","TRB","p3.8"
"M0194","TRB","p3.6"
"M0194","TRB","p3.4"
"M0195","SBK","p5.0"
"M0195","SBK","p4.8"
"M0195","LgK","p4.8"
"M0195","LgK","p4.6"
"M0195","LgK","p4.4"
"M0195","ENE","p4.4"
"M0195","ENE","p4.2"
"M0195","ENE","p4.0"
"M0196","TRB","p3.8"
"M0196","TRB","p3.6"
"M0196","TRB","p3.4"
"M0197","LgK","p4.8"
"M0197","LgK","p4.6"
"M0197","LgK","p4.4"
"M0198","TRB","p3.8"
"M0198","TRB","p3.6"
"M0198","TRB","p3.4"
"M0199","LgK","p4.8"
"M0199","LgK","p4.6"
"M0199","LgK","p4.4"
"M0199","ENE","p4.4"
"M0199","ENE","p4.2"
"M0199","ENE","p4.0"
"M0200","LgK","p4.8"
"M0200","LgK","p4.6"
"M0200","LgK","p4.4"
"M0201","LgK","p4.8"
"M0201","LgK","p4.6"
"M0201","LgK","p4.4"
"M0202","LgK","p4.8"
"M0202","LgK","p4.6"
"M0202","LgK","p4.4"
"M0203","LgK","p4.8"
"M0203","LgK","p4.6"
"M0203","LgK","p4.4"
"M0204","LgK","p4.8"
"M0204","LgK","p4.6"
"M0204","LgK","p4.4"
"M0204","TRB","p3.8"
"M0204","TRB","p3.6"
"M0204","TRB","p3.4"
"M0205","LgK","p4.8"
"M0205","LgK","p4.6"
"M0205","LgK","p4.4"
"M0205","ENE","p4.4"
"M0205","ENE","p4.2"
"M0205","ENE","p4.0"
"M0205","TRB","p3.8"
"M0205","TRB","p3.6"
"M0205","TRB","p3.4"
"M0206","LgK","p4.8"
"M0206","LgK","p4.6"
"M0206","LgK","p4.4"
"M0206","TRB","p3.8"
"M0206","TRB","p3.6"
"M0206","TRB","p3.4"
"M0207","LgK","p4.8"
"M0207","LgK","p4.6"
"M0207","LgK","p4.4"
"M0208","LgK","p4.8"
"M0208","LgK","p4.6"
"M0208","LgK","p4.4"
"M0209","LgK","p4.8"
"M0209","LgK","p4.6"
"M0209","LgK","p4.4"
"M0210","LgK","p4.8"
"M0210","LgK","p4.6"
"M0210","LgK","p4.4"
"M0211","LgK","p4.8"
"M0211","LgK","p4.6"
"M0211","LgK","p4.4"
"M0211","ENE","p4.4"
"M0211","ENE","p4.2"
"M0211","ENE","p4.0"
"M0212","LgK","p4.8"
"M0212","LgK","p4.6"
"M0212","LgK","p4.4"
"M0212","ENE","p4.4"
"M0212","ENE","p4.2"
"M0212","ENE","p4.0"
"M0213","LgK","p4.8"
"M0213","LgK","p4.6"
"M0213","LgK","p4.4"
"M0214","LgK","p4.8"
"M0214","LgK","p4.6"
"M0214","LgK","p4.4"
"M0215","LgK","p4.8"
"M0215","LgK","p4.6"
"M0215","LgK","p4.4"
"M0215","TRB","p3.8"
"M0215","TRB","p3.6"
"M0215","TRB","p3.4"
"M0216","LgK","p4.8"
"M0216","LgK","p4.6"
"M0216","LgK","p4.4"
"M0216","TRB","p3.8"
"M0216","TRB","p3.6"
"M0216","TRB","p3.4"
"M0217","LgK","p4.8"
"M0217","LgK","p4.6"
"M0217","LgK","p4.4"
"M0218","TRB","p3.8"
"M0218","TRB","p3.6"
"M0218","TRB","p3.4"
"M0219","LgK","p4.8"
"M0219","LgK","p4.6"
"M0219","LgK","p4.4"
"M0220","LgK","p4.8"
"M0220","LgK","p4.6"
"M0220","LgK","p4.4"
"M0221","LgK","p4.8"
"M0221","LgK","p4.6"
"M0221","LgK","p4.4"
"M0221","TRB","p3.8"
"M0221","TRB","p3.6"
"M0221","TRB","p3.4"
"M0222","LgK","p4.8"
"M0222","LgK","p4.6"
"M0222","LgK","p4.4"
"M0222","ENE","p4.4"
"M0222","ENE","p4.2"
"M0222","ENE","p4.0"
"M0223","LgK","p4.8"
"M0223","LgK","p4.6"
"M0223","LgK","p4.4"
"M0224","LgK","p4.8"
"M0224","LgK","p4.6"
"M0224","LgK","p4.4"
"M0225","LgK","p4.8"
"M0225","LgK","p4.6"
"M0225","LgK","p4.4"
"M0226","LgK","p4.8"
"M0226","LgK","p4.6"
"M0226","LgK","p4.4"
"M0227","LgK","p4.8"
"M0227","LgK","p4.6"
"M0227","LgK","p4.4"
"M0228","LgK","p4.8"
"M0228","LgK","p4.6"
"M0228","LgK","p4.4"
"M0228","ENE","p4.4"
"M0228","ENE","p4.2"
"M0228","ENE","p4.0"
"M0229","LgK","p4.8"
"M0229","LgK","p4.6"
"M0229","LgK","p4.4"
"M0230","LgK","p4.8"
"M0230","LgK","p4.6"
"M0230","LgK","p4.4"
"M0230","ENE","p4.4"
"M0230","ENE","p4.2"
"M0230","ENE","p4.0"
"M0231","TRB","p3.8"
"M0231","TRB","p3.6"
"M0231","TRB","p3.4"
"M0232","LgK","p4.8"
"M0232","LgK","p4.6"
"M0232","LgK","p4.4"
"M0233","LgK","p4.8"
"M0233","LgK","p4.6"
"M0233","LgK","p4.4"
"M0234","SBK","p5.0"
"M0234","SBK","p4.8"
"M0235","LgK","p4.8"
"M0235","LgK","p4.6"
"M0235","LgK","p4.4"
"M0236","LgK","p4.8"
"M0236","LgK","p4.6"
"M0236","LgK","p4.4"
"M0236","TRB","p3.8"
"M0236","TRB","p3.6"
"M0236","TRB","p3.4"
"M0237","LgK","p4.8"
"M0237","LgK","p4.6"
"M0237","LgK","p4.4"
"M0237","TRB","p3.8"
"M0237","TRB","p3.6"
"M0237","TRB","p3.4"
"M0238","LgK","p4.8"
"M0238","LgK","p4.6"
"M0238","LgK","p4.4"
"M0239","LgK","p4.8"
"M0239","LgK","p4.6"
"M0239","LgK","p4.4"
"M0240","LgK","p4.8"
"M0240","LgK","p4.6"
"M0240","LgK","p4.4"
"M0241","LgK","p4.8"
"M0241","LgK","p4.6"
"M0241","LgK","p4.4"
"M0241","ENE","p4.4"
"M0241","ENE","p4.2"
"M0241","ENE","p4.0"
"M0242","LgK","p4.8"
"M0242","LgK","p4.6"
"M0242","LgK","p4.4"
"M0243","LgK","p4.8"
"M0243","LgK","p4.6"
"M0243","LgK","p4.4"
"M0244","LgK","p4.8"
"M0244","LgK","p4.6"
"M0244","LgK","p4.4"
"M0245","LgK","p4.8"
"M0245","LgK","p4.6"
"M0245","LgK","p4.4"
"M0245","ENE","p4.4"
"M0245","ENE","p4.2"
"M0245","ENE","p4.0"
"M0245","TRB","p3.8"
"M0245","TRB","p3.6"
"M0245","TRB","p3.4"
"M0246","LgK","p4.8"
"M0246","LgK","p4.6"
"M0246","LgK","p4.4"
"M0247","LgK","p4.8"
"M0247","LgK","p4.6"
"M0247","LgK","p4.4"
"M0248","LgK","p4.8"
"M0248","LgK","p4.6"
"M0248","LgK","p4.4"
"M0249","LgK","p4.8"
"M0249","LgK","p4.6"
"M0249","LgK","p4.4"
"M0250","TRB","p3.8"
"M0250","TRB","p3.6"
"M0250","TRB","p3.4"
"M0251","TRB","p3.8"
"M0251","TRB","p3.6"
"M0251","TRB","p3.4"
"M0252","LgK","p4.8"
"M0252","LgK","p4.6"
"M0252","LgK","p4.4"
"M0253","LgK","p4.8"
"M0253","LgK","p4.6"
"M0253","LgK","p4.4"
"M0254","LgK","p4.8"
"M0254","LgK","p4.6"
"M0254","LgK","p4.4"
"M0255","LgK","p4.8"
"M0255","LgK","p4.6"
"M0255","LgK","p4.4"
"M0255","ENE","p4.4"
"M0255","ENE","p4.2"
"M0255","ENE","p4.0"
"M0256","TRB","p3.8"
"M0256","TRB","p3.6"
"M0256","TRB","p3.4"
"M0257","LgK","p4.8"
"M0257","LgK","p4.6"
"M0257","LgK","p4.4"
"M0258","LgK","p4.8"
"M0258","LgK","p4.6"
"M0258","LgK","p4.4"
"M0259","LgK","p4.8"
"M0259","LgK","p4.6"
"M0259","LgK","p4.4"
"M0260","LgK","p4.8"
"M0260","LgK","p4.6"
"M0260","LgK","p4.4"
"M0261","LgK","p4.8"
"M0261","LgK","p4.6"
"M0261","LgK","p4.4"
"M0262","LgK","p4.8"
"M0262","LgK","p4.6"
"M0262","LgK","p4.4"
"M0263","LgK","p4.8"
"M0263","LgK","p4.6"
"M0263","LgK","p4.4"
"M0264","LgK","p4.8"
"M0264","LgK","p4.6"
"M0264","LgK","p4.4"
"M0264","ENE","p4.4"
"M0264","ENE","p4.2"
"M0264","ENE","p4.0"
"M0265","LgK","p4.8"
"M0265","LgK","p4.6"
"M0265","LgK","p4.4"
"M0266","LgK","p4.8"
"M0266","LgK","p4.6"
"M0266","LgK","p4.4"
"M0267","LgK","p4.8"
"M0267","LgK","p4.6"
"M0267","LgK","p4.4"
"M0267","ENE","p4.4"
"M0267","ENE","p4.2"
"M0267","ENE","p4.0"
"M0269","TRB","p3.8"
"M0269","TRB","p3.6"
"M0269","TRB","p3.4"
"M0270","LgK","p4.8"
"M0270","LgK","p4.6"
"M0270","LgK","p4.4"
"M0271","LgK","p4.8"
"M0271","LgK","p4.6"
"M0271","LgK","p4.4"
"M0272","LgK","p4.8"
"M0272","LgK","p4.6"
"M0272","LgK","p4.4"
"M0273","LgK","p4.8"
"M0273","LgK","p4.6"
"M0273","LgK","p4.4"
"M0274","LgK","p4.8"
"M0274","LgK","p4.6"
"M0274","LgK","p4.4"
"M0275","LgK","p4.8"
"M0275","LgK","p4.6"
"M0275","LgK","p4.4"
"M0276","LgK","p4.8"
"M0276","LgK","p4.6"
"M0276","LgK","p4.4"
"M0277","LgK","p4.8"
"M0277","LgK","p4.6"
"M0277","LgK","p4.4"
"M0278","LgK","p4.8"
"M0278","LgK","p4.6"
"M0278","LgK","p4.4"
"M0279","LgK","p4.8"
"M0279","LgK","p4.6"
"M0279","LgK","p4.4"
"M0279","ENE","p4.4"
"M0279","ENE","p4.2"
"M0279","ENE","p4.0"
"M0280","SBK","p5.0"
"M0280","SBK","p4.8"
"M0280","LgK","p4.8"
"M0280","LgK","p4.6"
"M0280","LgK","p4.4"
"M0281","LgK","p4.8"
"M0281","LgK","p4.6"
"M0281","LgK","p4.4"
"M0282","LgK","p4.8"
"M0282","LgK","p4.6"
"M0282","LgK","p4.4"
"M0283","LgK","p4.8"
"M0283","LgK","p4.6"
"M0283","LgK","p4.4"
"M0284","LgK","p4.8"
"M0284","LgK","p4.6"
"M0284","LgK","p4.4"
"M0285","LgK","p4.8"
"M0285","LgK","p4.6"
"M0285","LgK","p4.4"
"M0285","ENE","p4.4"
"M0285","ENE","p4.2"
"M0285","ENE","p4.0"
"M0286","LgK","p4.8"
"M0286","LgK","p4.6"
"M0286","LgK","p4.4"
"M0287","LgK","p4.8"
"M0287","LgK","p4.6"
"M0287","LgK","p4.4"
"M0288","LgK","p4.8"
"M0288","LgK","p4.6"
"M0288","LgK","p4.4"
"M0289","LgK","p4.8"
"M0289","LgK","p4.6"
"M0289","LgK","p4.4"
"M0290","LgK","p4.8"
"M0290","LgK","p4.6"
