"id","chrono","period"
"B0309","SBK","p5.0"
"B0309","SBK","p4.8"
"B0310","TRB","p3.8"
"B0310","TRB","p3.6"
"B0310","TRB","p3.4"
"B0311","SBK","p5.0"
"B0311","SBK","p4.8"
"B0311","LgK","p4.6"
"B0311","LgK","p4.4"
"B0311","TRB","p3.8"
"B0311","TRB","p3.6"
"B0311","TRB","p3.4"
"B0312","LgK","p4.6"
"B0312","LgK","p4.4"
"B0313","SBK","p5.0"
"B0313","SBK","p4.8"
"B0314","TRB","p3.8"
"B0314","TRB","p3.6"
"B0314","TRB","p3.4"
"B0316","TRB","p3.8"
"B0316","TRB","p3.6"
"B0316","TRB","p3.4"
"B0317","TRB","p3.8"
"B0317","TRB","p3.6"
"B0317","TRB","p3.4"
"B0318","ENE","p4.4"
"B0318","ENE","p4.2"
"B0318","ENE","p4.0"
"B0319","TRB","p3.8"
"B0319","TRB","p3.6"
"B0319","TRB","p3.4"
"B0320","TRB","p3.8"
"B0320","TRB","p3.6"
"B0320","TRB","p3.4"
"B0321","SBK","p5.0"
"B0321","SBK","p4.8"
"B0322","SBK","p5.0"
"B0322","SBK","p4.8"
"B0323","SBK","p5.0"
"B0323","SBK","p4.8"
"B0324","SBK","p5.0"
"B0324","SBK","p4.8"
"B0325","TRB","p3.8"
"B0325","TRB","p3.6"
"B0325","TRB","p3.4"
"B0326","ENE","p4.4"
"B0326","ENE","p4.2"
"B0326","ENE","p4.0"
"B0327","SBK","p5.0"
"B0327","SBK","p4.8"
"B0328","SBK","p5.0"
"B0328","SBK","p4.8"
"B0328","LgK","p4.6"
"B0328","LgK","p4.4"
"B0328","TRB","p3.8"
"B0328","TRB","p3.6"
"B0328","TRB","p3.4"
"B0329","ENE","p4.4"
"B0329","ENE","p4.2"
"B0329","ENE","p4.0"
"B0330","TRB","p3.8"
"B0330","TRB","p3.6"
"B0330","TRB","p3.4"
"B0331","SBK","p5.0"
"B0331","SBK","p4.8"
"B0332","SBK","p5.0"
"B0332","SBK","p4.8"
"B0332","ENE","p4.4"
"B0332","ENE","p4.2"
"B0332","ENE","p4.0"
"B0333","SBK","p5.0"
"B0333","SBK","p4.8"
"B0334","SBK","p5.0"
"B0334","SBK","p4.8"
"B0335","TRB","p3.8"
"B0335","TRB","p3.6"
"B0335","TRB","p3.4"
"B0336","ENE","p4.4"
"B0336","ENE","p4.2"
"B0336","ENE","p4.0"
"B0337","TRB","p3.8"
"B0337","TRB","p3.6"
"B0337","TRB","p3.4"
"B0338","SBK","p5.0"
"B0338","SBK","p4.8"
"B0338","LgK","p4.6"
"B0338","LgK","p4.4"
"B0338","TRB","p3.8"
"B0338","TRB","p3.6"
"B0338","TRB","p3.4"
"B0339","SBK","p5.0"
"B0339","SBK","p4.8"
"B0339","ENE","p4.4"
"B0339","ENE","p4.2"
"B0339","ENE","p4.0"
"B0339","TRB","p3.8"
"B0339","TRB","p3.6"
"B0339","TRB","p3.4"
"B0340","ENE","p4.4"
"B0340","ENE","p4.2"
"B0340","ENE","p4.0"
"B0340","TRB","p3.8"
"B0340","TRB","p3.6"
"B0340","TRB","p3.4"
"B0341","SBK","p5.0"
"B0341","SBK","p4.8"
"B0341","TRB","p3.8"
"B0341","TRB","p3.6"
"B0341","TRB","p3.4"
"B0342","ENE","p4.4"
"B0342","ENE","p4.2"
"B0342","ENE","p4.0"
"B0343","SBK","p5.0"
"B0343","SBK","p4.8"
"B0344","TRB","p3.8"
"B0344","TRB","p3.6"
"B0344","TRB","p3.4"
"B0345","SBK","p5.0"
"B0345","SBK","p4.8"
"B0345","TRB","p3.8"
"B0345","TRB","p3.6"
"B0345","TRB","p3.4"
"B0346","TRB","p3.8"
"B0346","TRB","p3.6"
"B0346","TRB","p3.4"
"B0347","TRB","p3.8"
"B0347","TRB","p3.6"
"B0347","TRB","p3.4"
"B0348","SBK","p5.0"
"B0348","SBK","p4.8"
"B0349","SBK","p5.0"
"B0349","SBK","p4.8"
"B0349","LgK","p4.6"
"B0349","LgK","p4.4"
"B0351","SBK","p5.0"
"B0351","SBK","p4.8"
"B0352","SBK","p5.0"
"B0352","SBK","p4.8"
"B0353","SBK","p5.0"
"B0353","SBK","p4.8"
"B0353","LgK","p4.6"
"B0353","LgK","p4.4"
"B0354","TRB","p3.8"
"B0354","TRB","p3.6"
"B0354","TRB","p3.4"
"B0355","ENE","p4.4"
"B0355","ENE","p4.2"
"B0355","ENE","p4.0"
"B0356","SBK","p5.0"
"B0356","SBK","p4.8"
"B0357","TRB","p3.8"
"B0357","TRB","p3.6"
"B0357","TRB","p3.4"
"B0358","LgK","p4.6"
"B0358","LgK","p4.4"
"B0359","LgK","p4.6"
"B0359","LgK","p4.4"
"B0359","ENE","p4.4"
"B0359","ENE","p4.2"
"B0359","ENE","p4.0"
"B0359","TRB","p3.8"
"B0359","TRB","p3.6"
"B0359","TRB","p3.4"
"B0360","SBK","p5.0"
"B0360","SBK","p4.8"
"B0361","SBK","p5.0"
"B0361","SBK","p4.8"
"B0362","ENE","p4.4"
"B0362","ENE","p4.2"
"B0362","ENE","p4.0"
"B0363","SBK","p5.0"
"B0363","SBK","p4.8"
"B0364","SBK","p5.0"
"B0364","SBK","p4.8"
"B0365","LgK","p4.6"
"B0365","LgK","p4.4"
"B0366","SBK","p5.0"
"B0366","SBK","p4.8"
"B0367","SBK","p5.0"
"B0367","SBK","p4.8"
"B0368","SBK","p5.0"
"B0368","SBK","p4.8"
"B0369","TRB","p3.8"
"B0369","TRB","p3.6"
"B0369","TRB","p3.4"
"B0370","SBK","p5.0"
"B0370","SBK","p4.8"
"B0371","SBK","p5.0"
"B0371","SBK","p4.8"
"B0371","ENE","p4.4"
"B0371","ENE","p4.2"
"B0371","ENE","p4.0"
"B0371","TRB","p3.8"
"B0371","TRB","p3.6"
"B0371","TRB","p3.4"
"B0372","SBK","p5.0"
"B0372","SBK","p4.8"
"B0373","SBK","p5.0"
"B0373","SBK","p4.8"
"B0374","SBK","p5.0"
"B0374","SBK","p4.8"
"B0375","SBK","p5.0"
"B0375","SBK","p4.8"
"B0376","TRB","p3.8"
"B0376","TRB","p3.6"
"B0376","TRB","p3.4"
"B0377","SBK","p5.0"
"B0377","SBK","p4.8"
"B0378","ENE","p4.4"
"B0378","ENE","p4.2"
"B0378","ENE","p4.0"
"B0379","SBK","p5.0"
"B0379","SBK","p4.8"
"B0381","TRB","p3.8"
"B0381","TRB","p3.6"
"B0381","TRB","p3.4"
"B0382","SBK","p5.0"
"B0382","SBK","p4.8"
"B0382","ENE","p4.4"
"B0382","ENE","p4.2"
"B0382","ENE","p4.0"
"B0383","SBK","p5.0"
"B0383","SBK","p4.8"
"B0384","SBK","p5.0"
"B0384","SBK","p4.8"
"B0385","SBK","p5.0"
"B0385","SBK","p4.8"
"B0386","SBK","p5.0"
"B0386","SBK","p4.8"
"B0387","SBK","p5.0"
"B0387","SBK","p4.8"
"B0388","SBK","p5.0"
"B0388","SBK","p4.8"
"B0389","SBK","p5.0"
"B0389","SBK","p4.8"
"B0390","LgK","p4.6"
"B0390","LgK","p4.4"
"B0391","TRB","p3.8"
"B0391","TRB","p3.6"
"B0391","TRB","p3.4"
"B0392","SBK","p5.0"
"B0392","SBK","p4.8"
"B0393","TRB","p3.8"
"B0393","TRB","p3.6"
"B0393","TRB","p3.4"
"B0394","ENE","p4.4"
"B0394","ENE","p4.2"
"B0394","ENE","p4.0"
"B0395","TRB","p3.8"
"B0395","TRB","p3.6"
"B0395","TRB","p3.4"
"B0396","TRB","p3.8"
"B0396","TRB","p3.6"
"B0396","TRB","p3.4"
"B0397","SBK","p5.0"
"B0397","SBK","p4.8"
"B0398","SBK","p5.0"
"B0398","SBK","p4.8"
"B0399","SBK","p5.0"
"B0399","SBK","p4.8"
"B0400","SBK","p5.0"
"B0400","SBK","p4.8"
"B0401","SBK","p5.0"
"B0401","SBK","p4.8"
"B0402","SBK","p5.0"
"B0402","SBK","p4.8"
"B0403","SBK","p5.0"
"B0403","SBK","p4.8"
"B0404","SBK","p5.0"
"B0404","SBK","p4.8"
"B0405","SBK","p5.0"
"B0405","SBK","p4.8"
"B0405","TRB","p3.8"
"B0405","TRB","p3.6"
"B0405","TRB","p3.4"
"B0406","SBK","p5.0"
"B0406","SBK","p4.8"
"B0407","SBK","p5.0"
"B0407","SBK","p4.8"
"B0407","LgK","p4.6"
"B0407","LgK","p4.4"
"B0407","TRB","p3.8"
"B0407","TRB","p3.6"
"B0407","TRB","p3.4"
"B0408","SBK","p5.0"
"B0408","SBK","p4.8"
"B0409","TRB","p3.8"
"B0409","TRB","p3.6"
"B0409","TRB","p3.4"
"B0410","ENE","p4.4"
"B0410","ENE","p4.2"
"B0410","ENE","p4.0"
"B0411","TRB","p3.8"
"B0411","TRB","p3.6"
"B0411","TRB","p3.4"
"B0412","TRB","p3.8"
"B0412","TRB","p3.6"
"B0412","TRB","p3.4"
"B0413","SBK","p5.0"
"B0413","SBK","p4.8"
"B0414","LgK","p4.6"
"B0414","LgK","p4.4"
"B0415","LgK","p4.6"
"B0415","LgK","p4.4"
"B0416","SBK","p5.0"
"B0416","SBK","p4.8"
"B0417","SBK","p5.0"
"B0417","SBK","p4.8"
"B0417","ENE","p4.4"
"B0417","ENE","p4.2"
"B0417","ENE","p4.0"
"B0418","SBK","p5.0"
"B0418","SBK","p4.8"
"B0419","SBK","p5.0"
"B0419","SBK","p4.8"
"B0419","TRB","p3.8"
"B0419","TRB","p3.6"
"B0419","TRB","p3.4"
"B0420","TRB","p3.8"
"B0420","TRB","p3.6"
"B0420","TRB","p3.4"
"B0421","SBK","p5.0"
"B0421","SBK","p4.8"
"B0421","LgK","p4.6"
"B0421","LgK","p4.4"
"B0422","SBK","p5.0"
"B0422","SBK","p4.8"
"B0422","TRB","p3.8"
"B0422","TRB","p3.6"
"B0422","TRB","p3.4"
"B0423","TRB","p3.8"
"B0423","TRB","p3.6"
"B0423","TRB","p3.4"
"B0424","TRB","p3.8"
"B0424","TRB","p3.6"
"B0424","TRB","p3.4"
"B0425","LgK","p4.6"
"B0425","LgK","p4.4"
"B0426","SBK","p5.0"
"B0426","SBK","p4.8"
"B0426","LgK","p4.6"
"B0426","LgK","p4.4"
"B0427","SBK","p5.0"
"B0427","SBK","p4.8"
"B0428","SBK","p5.0"
"B0428","SBK","p4.8"
"B0429","SBK","p5.0"
"B0429","SBK","p4.8"
"B0429","LgK","p4.6"
"B0429","LgK","p4.4"
"B0429","TRB","p3.8"
"B0429","TRB","p3.6"
"B0429","TRB","p3.4"
"B0430","SBK","p5.0"
"B0430","SBK","p4.8"
"B0431","SBK","p5.0"
"B0431","SBK","p4.8"
"B0432","SBK","p5.0"
"B0432","SBK","p4.8"
"B0433","SBK","p5.0"
"B0433","SBK","p4.8"
"B0433","ENE","p4.4"
"B0433","ENE","p4.2"
"B0433","ENE","p4.0"
"B0434","ENE","p4.4"
"B0434","ENE","p4.2"
"B0434","ENE","p4.0"
"B0435","TRB","p3.8"
"B0435","TRB","p3.6"
"B0435","TRB","p3.4"
"B0436","TRB","p3.8"
"B0436","TRB","p3.6"
"B0436","TRB","p3.4"
"B0437","SBK","p5.0"
"B0437","SBK","p4.8"
"B0438","SBK","p5.0"
"B0438","SBK","p4.8"
"B0439","SBK","p5.0"
"B0439","SBK","p4.8"
"B0440","SBK","p5.0"
"B0440","SBK","p4.8"
"B0441","SBK","p5.0"
"B0441","SBK","p4.8"
"B0442","SBK","p5.0"
"B0442","SBK","p4.8"
"B0443","SBK","p5.0"
"B0443","SBK","p4.8"
"B0444","SBK","p5.0"
"B0444","SBK","p4.8"
"B0444","ENE","p4.4"
"B0444","ENE","p4.2"
"B0444","ENE","p4.0"
"B0444","TRB","p3.8"
"B0444","TRB","p3.6"
"B0444","TRB","p3.4"
"B0445","SBK","p5.0"
"B0445","SBK","p4.8"
"B0446","LgK","p4.6"
"B0446","LgK","p4.4"
"B0447","SBK","p5.0"
"B0447","SBK","p4.8"
"B0447","LgK","p4.6"
"B0447","LgK","p4.4"
"B0448","SBK","p5.0"
"B0448","SBK","p4.8"
"B0448","TRB","p3.8"
"B0448","TRB","p3.6"
"B0448","TRB","p3.4"
"B0449","SBK","p5.0"
"B0449","SBK","p4.8"
"B0450","SBK","p5.0"
"B0450","SBK","p4.8"
"B0451","SBK","p5.0"
"B0451","SBK","p4.8"
"B0451","LgK","p4.6"
"B0451","LgK","p4.4"
"B0452","SBK","p5.0"
"B0452","SBK","p4.8"
"B0453","LgK","p4.6"
"B0453","LgK","p4.4"
"B0454","SBK","p5.0"
"B0454","SBK","p4.8"
"B0455","SBK","p5.0"
"B0455","SBK","p4.8"
"B0456","SBK","p5.0"
"B0456","SBK","p4.8"
"B0456","LgK","p4.6"
"B0456","LgK","p4.4"
"B0458","SBK","p5.0"
"B0458","SBK","p4.8"
"B0459","SBK","p5.0"
"B0459","SBK","p4.8"
"B0461","SBK","p5.0"
"B0461","SBK","p4.8"
"B0462","TRB","p3.8"
"B0462","TRB","p3.6"
"B0462","TRB","p3.4"
"B0463","SBK","p5.0"
"B0463","SBK","p4.8"
"B0464","ENE","p4.4"
"B0464","ENE","p4.2"
"B0464","ENE","p4.0"
"B0465","SBK","p5.0"
"B0465","SBK","p4.8"
"B0466","SBK","p5.0"
"B0466","SBK","p4.8"
"B0467","TRB","p3.8"
"B0467","TRB","p3.6"
"B0467","TRB","p3.4"
"B0468","SBK","p5.0"
"B0468","SBK","p4.8"
"B0468","LgK","p4.6"
"B0468","LgK","p4.4"
"B0469","SBK","p5.0"
"B0469","SBK","p4.8"
"B0469","LgK","p4.6"
"B0469","LgK","p4.4"
"B0469","TRB","p3.8"
"B0469","TRB","p3.6"
"B0469","TRB","p3.4"
"B0470","SBK","p5.0"
"B0470","SBK","p4.8"
"B0471","TRB","p3.8"
"B0471","TRB","p3.6"
"B0471","TRB","p3.4"
"B0472","SBK","p5.0"
"B0472","SBK","p4.8"
"B0472","ENE","p4.4"
"B0472","ENE","p4.2"
"B0472","ENE","p4.0"
"B0473","SBK","p5.0"
"B0473","SBK","p4.8"
"B0474","SBK","p5.0"
"B0474","SBK","p4.8"
"B0475","SBK","p5.0"
"B0475","SBK","p4.8"
"B0476","SBK","p5.0"
"B0476","SBK","p4.8"
"B0477","LgK","p4.6"
"B0477","LgK","p4.4"
"B0478","SBK","p5.0"
"B0478","SBK","p4.8"
"B0479","SBK","p5.0"
"B0479","SBK","p4.8"
"B0480","SBK","p5.0"
"B0480","SBK","p4.8"
"B0481","SBK","p5.0"
"B0481","SBK","p4.8"
"B0482","SBK","p5.0"
"B0482","SBK","p4.8"
"B0483","SBK","p5.0"
"B0483","SBK","p4.8"
"B0484","SBK","p5.0"
"B0484","SBK","p4.8"
"B0485","SBK","p5.0"
"B0485","SBK","p4.8"
"B0486","SBK","p5.0"
"B0486","SBK","p4.8"
"B0487","SBK","p5.0"
"B0487","SBK","p4.8"
"B0488","SBK","p5.0"
"B0488","SBK","p4.8"
"B0488","LgK","p4.6"
"B0488","LgK","p4.4"
"B0489","SBK","p5.0"
"B0489","SBK","p4.8"
"B0490","ENE","p4.4"
"B0490","ENE","p4.2"
"B0490","ENE","p4.0"
"B0491","SBK","p5.0"
"B0491","SBK","p4.8"
"B0492","TRB","p3.8"
"B0492","TRB","p3.6"
"B0492","TRB","p3.4"
"B0493","SBK","p5.0"
"B0493","SBK","p4.8"
"B0494","SBK","p5.0"
"B0494","SBK","p4.8"
"B0495","TRB","p3.8"
"B0495","TRB","p3.6"
"B0495","TRB","p3.4"
"B0496","SBK","p5.0"
"B0496","SBK","p4.8"
"B0497","TRB","p3.8"
"B0497","TRB","p3.6"
"B0497","TRB","p3.4"
"B0498","TRB","p3.8"
"B0498","TRB","p3.6"
"B0498","TRB","p3.4"
"B0499","SBK","p5.0"
"B0499","SBK","p4.8"
"B0501","SBK","p5.0"
"B0501","SBK","p4.8"
"B0502","SBK","p5.0"
"B0502","SBK","p4.8"
"B0503","SBK","p5.0"
"B0503","SBK","p4.8"
"B0504","TRB","p3.8"
"B0504","TRB","p3.6"
"B0504","TRB","p3.4"
"B0506","SBK","p5.0"
"B0506","SBK","p4.8"
"B0506","LgK","p4.6"
"B0506","LgK","p4.4"
"B0507","SBK","p5.0"
"B0507","SBK","p4.8"
"B0508","SBK","p5.0"
"B0508","SBK","p4.8"
"B0509","SBK","p5.0"
"B0509","SBK","p4.8"
"B0509","TRB","p3.8"
"B0509","TRB","p3.6"
"B0509","TRB","p3.4"
"B0510","SBK","p5.0"
"B0510","SBK","p4.8"
"B0511","LgK","p4.6"
"B0511","LgK","p4.4"
"B0512","ENE","p4.4"
"B0512","ENE","p4.2"
"B0512","ENE","p4.0"
"B0513","TRB","p3.8"
"B0513","TRB","p3.6"
"B0513","TRB","p3.4"
"B0514","TRB","p3.8"
"B0514","TRB","p3.6"
"B0514","TRB","p3.4"
"B0515","ENE","p4.4"
"B0515","ENE","p4.2"
"B0515","ENE","p4.0"
"B0516","SBK","p5.0"
"B0516","SBK","p4.8"
"B0518","LgK","p4.6"
"B0518","LgK","p4.4"
"B0519","LgK","p4.6"
"B0519","LgK","p4.4"
"B0520","SBK","p5.0"
"B0520","SBK","p4.8"
"B0521","SBK","p5.0"
"B0521","SBK","p4.8"
"B0521","LgK","p4.6"
"B0521","LgK","p4.4"
"B0521","ENE","p4.4"
"B0521","ENE","p4.2"
"B0521","ENE","p4.0"
"B0522","TRB","p3.8"
"B0522","TRB","p3.6"
"B0522","TRB","p3.4"
"B0523","SBK","p5.0"
"B0523","SBK","p4.8"
"B0523","LgK","p4.6"
"B0523","LgK","p4.4"
"B0524","SBK","p5.0"
"B0524","SBK","p4.8"
"B0525","LgK","p4.6"
"B0525","LgK","p4.4"
"B0526","SBK","p5.0"
"B0526","SBK","p4.8"
"B0527","SBK","p5.0"
"B0527","SBK","p4.8"
"B0528","SBK","p5.0"
"B0528","SBK","p4.8"
"B0529","SBK","p5.0"
"B0529","SBK","p4.8"
"B0530","SBK","p5.0"
"B0530","SBK","p4.8"
"B0531","ENE","p4.4"
"B0531","ENE","p4.2"
"B0531","ENE","p4.0"
"B0532","SBK","p5.0"
"B0532","SBK","p4.8"
"B0533","SBK","p5.0"
"B0533","SBK","p4.8"
"B0534","SBK","p5.0"
"B0534","SBK","p4.8"
"B0534","LgK","p4.6"
"B0534","LgK","p4.4"
"B0534","TRB","p3.8"
"B0534","TRB","p3.6"
"B0534","TRB","p3.4"
"B0535","SBK","p5.0"
"B0535","SBK","p4.8"
"B0536","SBK","p5.0"
"B0536","SBK","p4.8"
"B0536","LgK","p4.6"
"B0536","LgK","p4.4"
"B0536","ENE","p4.4"
"B0536","ENE","p4.2"
"B0536","ENE","p4.0"
"B0536","TRB","p3.8"
"B0536","TRB","p3.6"
"B0536","TRB","p3.4"
"B0537","SBK","p5.0"
"B0537","SBK","p4.8"
"B0538","TRB","p3.8"
"B0538","TRB","p3.6"
"B0538","TRB","p3.4"
"B0539","SBK","p5.0"
"B0539","SBK","p4.8"
"B0540","SBK","p5.0"
"B0540","SBK","p4.8"
"B0542","SBK","p5.0"
"B0542","SBK","p4.8"
"B0542","LgK","p4.6"
"B0542","LgK","p4.4"
"B0542","ENE","p4.4"
"B0542","ENE","p4.2"
"B0542","ENE","p4.0"
"B0542","TRB","p3.8"
"B0542","TRB","p3.6"
"B0542","TRB","p3.4"
"B0543","LgK","p4.6"
"B0543","LgK","p4.4"
"B0544","ENE","p4.4"
"B0544","ENE","p4.2"
"B0544","ENE","p4.0"
"B0545","SBK","p5.0"
"B0545","SBK","p4.8"
"B0546","SBK","p5.0"
"B0546","SBK","p4.8"
"B0547","SBK","p5.0"
"B0547","SBK","p4.8"
"B0548","LgK","p4.6"
"B0548","LgK","p4.4"
"B0548","TRB","p3.8"
"B0548","TRB","p3.6"
"B0548","TRB","p3.4"
"B0549","SBK","p5.0"
"B0549","SBK","p4.8"
"B0550","SBK","p5.0"
"B0550","SBK","p4.8"
"B0550","TRB","p3.8"
"B0550","TRB","p3.6"
"B0550","TRB","p3.4"
"B0551","SBK","p5.0"
"B0551","SBK","p4.8"
"B0552","ENE","p4.4"
"B0552","ENE","p4.2"
"B0552","ENE","p4.0"
"B0554","SBK","p5.0"
"B0554","SBK","p4.8"
"B0555","SBK","p5.0"
"B0555","SBK","p4.8"
"B0556","TRB","p3.8"
"B0556","TRB","p3.6"
"B0556","TRB","p3.4"
"B0557","SBK","p5.0"
"B0557","SBK","p4.8"
"B0557","TRB","p3.8"
"B0557","TRB","p3.6"
"B0557","TRB","p3.4"
"B0558","SBK","p5.0"
"B0558","SBK","p4.8"
"B0559","SBK","p5.0"
"B0559","SBK","p4.8"
"B0560","LgK","p4.6"
"B0560","LgK","p4.4"
"B0561","SBK","p5.0"
"B0561","SBK","p4.8"
"B0561","LgK","p4.6"
"B0561","LgK","p4.4"
"B0562","TRB","p3.8"
"B0562","TRB","p3.6"
"B0562","TRB","p3.4"
"B0563","SBK","p5.0"
"B0563","SBK","p4.8"
"B0563","ENE","p4.4"
"B0563","ENE","p4.2"
"B0563","ENE","p4.0"
"B0564","LgK","p4.6"
"B0564","LgK","p4.4"
"B0564","ENE","p4.4"
"B0564","ENE","p4.2"
"B0564","ENE","p4.0"
"B0564","TRB","p3.8"
"B0564","TRB","p3.6"
"B0564","TRB","p3.4"
"B0565","SBK","p5.0"
"B0565","SBK","p4.8"
"B0566","SBK","p5.0"
"B0566","SBK","p4.8"
"B0567","SBK","p5.0"
"B0567","SBK","p4.8"
"B0567","ENE","p4.4"
"B0567","ENE","p4.2"
"B0567","ENE","p4.0"
"B0567","TRB","p3.8"
"B0567","TRB","p3.6"
"B0567","TRB","p3.4"
"B0568","SBK","p5.0"
"B0568","SBK","p4.8"
"B0569","TRB","p3.8"
"B0569","TRB","p3.6"
"B0569","TRB","p3.4"
"B0570","TRB","p3.8"
"B0570","TRB","p3.6"
"B0570","TRB","p3.4"
"B0571","ENE","p4.4"
"B0571","ENE","p4.2"
"B0571","ENE","p4.0"
"B0572","SBK","p5.0"
"B0572","SBK","p4.8"
"B0573","SBK","p5.0"
"B0573","SBK","p4.8"
"B0574","SBK","p5.0"
"B0574","SBK","p4.8"
"B0575","SBK","p5.0"
"B0575","SBK","p4.8"
"B0576","SBK","p5.0"
"B0576","SBK","p4.8"
"B0578","SBK","p5.0"
"B0578","SBK","p4.8"
"B0578","ENE","p4.4"
"B0578","ENE","p4.2"
"B0578","ENE","p4.0"
"B0579","SBK","p5.0"
"B0579","SBK","p4.8"
"B0580","SBK","p5.0"
"B0580","SBK","p4.8"
"B0581","TRB","p3.8"
"B0581","TRB","p3.6"
"B0581","TRB","p3.4"
"B0582","SBK","p5.0"
"B0582","SBK","p4.8"
"B0583","SBK","p5.0"
"B0583","SBK","p4.8"
"B0583","ENE","p4.4"
"B0583","ENE","p4.2"
"B0583","ENE","p4.0"
"B0583","TRB","p3.8"
"B0583","TRB","p3.6"
"B0583","TRB","p3.4"
"B0584","TRB","p3.8"
"B0584","TRB","p3.6"
"B0584","TRB","p3.4"
"B0585","ENE","p4.4"
"B0585","ENE","p4.2"
"B0585","ENE","p4.0"
"B0585","TRB","p3.8"
"B0585","TRB","p3.6"
"B0585","TRB","p3.4"
"B0586","ENE","p4.4"
"B0586","ENE","p4.2"
"B0586","ENE","p4.0"
"B0587","LgK","p4.6"
"B0587","LgK","p4.4"
"B0587","ENE","p4.4"
"B0587","ENE","p4.2"
"B0587","ENE","p4.0"
"B0588","ENE","p4.4"
"B0588","ENE","p4.2"
"B0588","ENE","p4.0"
"B0589","SBK","p5.0"
"B0589","SBK","p4.8"
"B0590","SBK","p5.0"
"B0590","SBK","p4.8"
"B0590","ENE","p4.4"
"B0590","ENE","p4.2"
"B0590","ENE","p4.0"
"B0590","TRB","p3.8"
"B0590","TRB","p3.6"
"B0590","TRB","p3.4"
"B0591","SBK","p5.0"
"B0591","SBK","p4.8"
"B0592","TRB","p3.8"
"B0592","TRB","p3.6"
"B0592","TRB","p3.4"
"B0593","SBK","p5.0"
"B0593","SBK","p4.8"
"B0593","ENE","p4.4"
"B0593","ENE","p4.2"
"B0593","ENE","p4.0"
"B0594","TRB","p3.8"
"B0594","TRB","p3.6"
"B0594","TRB","p3.4"
"B0595","ENE","p4.4"
"B0595","ENE","p4.2"
"B0595","ENE","p4.0"
"B0596","SBK","p5.0"
"B0596","SBK","p4.8"
"B0596","TRB","p3.8"
"B0596","TRB","p3.6"
"B0596","TRB","p3.4"
"B0597","SBK","p5.0"
"B0597","SBK","p4.8"
"B0598","SBK","p5.0"
"B0598","SBK","p4.8"
"B0599","ENE","p4.4"
"B0599","ENE","p4.2"
"B0599","ENE","p4.0"
"B0600","SBK","p5.0"
"B0600","SBK","p4.8"
"B0600","ENE","p4.4"
"B0600","ENE","p4.2"
"B0600","ENE","p4.0"
"B0601","TRB","p3.8"
"B0601","TRB","p3.6"
"B0601","TRB","p3.4"
"B0602","SBK","p5.0"
"B0602","SBK","p4.8"
"B0602","TRB","p3.8"
"B0602","TRB","p3.6"
"B0602","TRB","p3.4"
"B0603","SBK","p5.0"
"B0603","SBK","p4.8"
"B0604","SBK","p5.0"
"B0604","SBK","p4.8"
"B0605","SBK","p5.0"
"B0605","SBK","p4.8"
"B0606","SBK","p5.0"
"B0606","SBK","p4.8"
"B0607","SBK","p5.0"
"B0607","SBK","p4.8"
"B0607","ENE","p4.4"
"B0607","ENE","p4.2"
"B0607","ENE","p4.0"
"B0608","SBK","p5.0"
"B0608","SBK","p4.8"
"B0609","SBK","p5.0"
"B0609","SBK","p4.8"
"B0610","SBK","p5.0"
"B0610","SBK","p4.8"
"B0611","TRB","p3.8"
"B0611","TRB","p3.6"
"B0611","TRB","p3.4"
"B0612","ENE","p4.4"
"B0612","ENE","p4.2"
"B0612","ENE","p4.0"
"B0613","TRB","p3.8"
"B0613","TRB","p3.6"
"B0613","TRB","p3.4"
"B0614","ENE","p4.4"
"B0614","ENE","p4.2"
"B0614","ENE","p4.0"
"M0001","LgK","p4.8"
"M0001","LgK","p4.6"
"M0001","LgK","p4.4"
"M0002","TRB","p3.8"
"M0002","TRB","p3.6"
"M0002","TRB","p3.4"
"M0003","LgK","p4.8"
"M0003","LgK","p4.6"
"M0003","LgK","p4.4"
"M0005","LgK","p4.8"
"M0005","LgK","p4.6"
"M0005","LgK","p4.4"
"M0006","LgK","p4.8"
"M0006","LgK","p4.6"
"M0006","LgK","p4.4"
"M0007","LgK","p4.8"
"M0007","LgK","p4.6"
"M0007","LgK","p4.4"
"M0007","ENE","p4.4"
"M0007","ENE","p4.2"
"M0007","ENE","p4.0"
"M0008","LgK","p4.8"
"M0008","LgK","p4.6"
"M0008","LgK","p4.4"
"M0009","LgK","p4.8"
"M0009","LgK","p4.6"
"M0009","LgK","p4.4"
"M0010","LgK","p4.8"
"M0010","LgK","p4.6"
"M0010","LgK","p4.4"
"M0013","LgK","p4.8"
"M0013","LgK","p4.6"
"M0013","LgK","p4.4"
"M0014","LgK","p4.8"
"M0014","LgK","p4.6"
"M0014","LgK","p4.4"
"M0015","LgK","p4.8"
"M0015","LgK","p4.6"
"M0015","LgK","p4.4"
"M0016","LgK","p4.8"
"M0016","LgK","p4.6"
"M0016","LgK","p4.4"
"M0017","LgK","p4.8"
"M0017","LgK","p4.6"
"M0017","LgK","p4.4"
"M0018","LgK","p4.8"
"M0018","LgK","p4.6"
"M0018","LgK","p4.4"
"M0019","LgK","p4.8"
"M0019","LgK","p4.6"
"M0019","LgK","p4.4"
"M0020","LgK","p4.8"
"M0020","LgK","p4.6"
"M0020","LgK","p4.4"
"M0021","LgK","p4.8"
"M0021","LgK","p4.6"
"M0021","LgK","p4.4"
"M0022","SBK","p5.0"
"M0022","SBK","p4.8"
