id,orig_id,region,site,site_note,note,in_analysis
M0679,24-41-21/8,BM,Líšeň-Křížová zmola,"ul. Popelákova, Za Klášterem",MM Brno,TRUE
M0680,24-41-21/11,BM,Líšeň-Zadní kostelíček,Na kostelíčku,NA,TRUE
M0681,24-24-20/3,PR,Lobodice-Niva u Cvrčova,NA,NA,TRUE
M0682,NA,SU,Loštice-Náměstí Míru,Hradská ul.,NA,TRUE
M0683,24-43-18/4,VY,Lovčičky-Cihelna,NA,NA,TRUE
M0684,24-43-18/10,VY,Lovčičky-Dlouhé,Dlouhý,NA,TRUE
M0685,FT361,VY,Lovčičky-Nádlese,Široký nad lesy,NA,TRUE
M0686,FT236,VY,Lovčičky-Široké,Široký nad lesy,NA,TRUE
M0687,24-43-18/5,BO,Lovčičky-Žleby,NA,NA,TRUE
M0688,FT408,TR,Lovčovice-Na kopci,Vokáč: Menhartice-Nad areálem ZD,NA,TRUE
M0689,NA,ZN,Lubnice-Černá pole,NA,NA,TRUE
M0690,NA,ZN,Lubnice-Dvorské Díly,NA,NA,TRUE
M0691,NA,ZN,Lubnice-Na kopci,NA,NA,TRUE
M0692,NA,ZN,Lubnice-Uherčická pole,i k.ú.Korolupy,NA,TRUE
M0693,NA,OC,Ludéřov-U smrku,NA,NA,TRUE
M0694,24-22-16/18,OC,Ludéřov-U Zlaté stružky,Kniníčky (nemají k.ú.),NA,TRUE
M0695,NA,OC,Ludéřov-západně od Švédských šancí,NA,NA,TRUE
M0696,33-24-04/2,ZN,Lukov nad Dyjí-Ostroh,Lukov I,NA,TRUE
M0697,23-44-18/14,TR,Lukov u Moravských Budějovic-Týnské,NA,povrchový sběr L.Prokeš,TRUE
M0698,23-44-18/6,TR,Lukov u Moravských Budějovic-Za bažantnicí,NA,NA,TRUE
M0699,FT271,BO,Lukovany-Za pazourkovým,NA,NA,TRUE
M0700,24-41-19/8,VY,Luleč u Vyškova-sv. Martin,NA,NA,TRUE
M0701,"24-41-19/4,5",VY,Luleč-intravilán,NA,NA,TRUE
M0702,24-22-23/2,OC,Lutín-Nový trávník,i k.ú. Hněvotín,NA,TRUE
M0703,24-24-01/13,OC,Lutotín-intravilán,parcela č. 104 a 105,"Šmíd zmiňuje žárové hrob, sídliště nejisté",TRUE
M0704,"24-24-01/5, 24-24-01/6",PV,Lutotín-Jestřábí rokle,Zlámamé,NA,TRUE
M0705,24-24-01/13,PV,Lutotín-obec,pozemek M.Holáska,NA,TRUE
M0706,34-24-02/1,HO,Lužice u Hodonína-Kratiny,NA,NA,TRUE
M0707,34-24-01/10,HO,Lužice u Hodonína-U starého,NA,NA,TRUE
M0708,25-13-07/8,PR,Lýsky-intravilán,čistička,NA,TRUE
M0709,NA,PR,Lýsky-Nad struhou,NA,NA,TRUE
M0710,NA,PR,Lýsky-Padělky u Lýsek,NA,NA,TRUE
M0711,25-31-24/2,ZL,Malenovice u Zlína-Jarolímkovo nám.,fara,NA,TRUE
M0712,25-31-24/1,ZL,Malenovice u Zlína-Mezicestí,NA,NA,TRUE
M0713,NA,ZL,Malenovice u Zlína-Švermova,NA,NA,TRUE
M0714,24-32-08/7,BO,Malhostovice-Jezera,NA,NA,TRUE
M0715,24-32-09/1,BO,Malhostovice-Na jezerách nad Koudelkami,NA,NA,TRUE
M0716,24-32-03/21,BO,Malhostovice-Paní hora,Paní hora Malhostovská,NA,FALSE
M0717,24-32-03/16,BO,Malhostovice-Pod Brabinkou,U Brabinky,NA,TRUE
M0718,24-32-09/4,BO,Malhostovice-Polovy žleby,NA,NA,TRUE
M0719,24-32-08/6,BO,Malhostovice-U bílého kamene,"Husté březí, V kolébkách, Březka, Žalvíř, Pod Hustou březou, Malhostovice IV",NA,TRUE
M0720,24-32-03/25,BO,Malhostovice-U Nuzířova,NA,NA,TRUE
M0721,24-32-03/18,BO,Malhostovice-U Pluštaru,Na Podsedkách,NA,TRUE
M0722,24-32-08/8,BO,Malhostovice-Zlámaniny,"Padělky pod kříbem, Malhostovice VII",NA,TRUE
M0723,24-32-03/14,BO,Malhostovice-Žalvíř,NA,NA,TRUE
M0724,520,HL,Mallersbach-Schindberg,Kote 448,NA,TRUE
M0725,FT114,BM,Maloměřice-Holý kopec,NA,"viděl v MZM, Pa 15187-189/42",TRUE
M0726,NA,BM,Maloměřice-U stavu,"Obřanská ul., nákladní nádraží",NA,TRUE
M0727,231,GF,Mannersdorf-Auhagen,"Auchaggen, Rochusberg, Kellerberg, Wutzelburg",NA,TRUE
M0728,17,GF,Mannersdorf-Dammäcker,Marchfeld,NA,TRUE
M0729,FT365,VY,Marefy-Čtvrtě od Letonic,Čtrvrti od Letonic,NA,TRUE
M0730,FT367,VY,Marefy-intravilán,NA,"MZM, viděl, i.č. 627-646",TRUE
M0731,FT366,VY,Marefy-Průtnice,Průtně,NA,TRUE
M0732,654,GF,Marchegg-Lange Lüsse,NA,NA,TRUE
M0733,653,GF,Marchegg-Ochsenweide,NA,NA,TRUE
M0734,24-34-22/13,ZN,Maršovice-Na kocourkách,NA,NA,TRUE
M0735,NA,UH,Mařatice-Štanclova cihelna,Kellerberg/Wutzelburg,NA,TRUE
M0736,FT56,ZN,Mašovice u Znojma-Malé poloúdělí,"Malé poloúdělí, rovněž na katastru Bezkov",NA,TRUE
M0737,FT57,ZN,Mašovice u Znojma-Mezicestí,NA,NA,TRUE
M0738,33-22-25/7,ZN,Mašovice u Znojma-Pšeničné,NA,NA,TRUE
M0739,FT298,BM,Medlánky-Za Bomberkem,ul. Hujíčkova,MZM,TRUE
M0740,14-44-11/19,OC,Medlov u Uničova-cihelna,NA,NA,TRUE
M0741,14-44-11/9,OC,Medlov u Uničova-důl Barbora,NA,NA,TRUE
M0742,14-44-11/10,OC,Medlov u Uničova-parcela 411,NA,NA,TRUE
M0743,NA,OC,Medlov u Uničova-U Pískoviště,NA,NA,TRUE
M0744,24-42-12/14,VY,Medlovice-Za Hanou,NA,NA,TRUE
M0745,NA,TR,Menhartice-Na pastvišťatech,NA,NA,FALSE
M0746,NA,KM,Měrovice nad Hanou-Přední díly,NA,NA,TRUE
M0747,33-22-03/2,ZN,Městys Blížkovice-u Mácova rybníka,NA,"JMZ, ověřit lokalizaci, v NZ nic",TRUE
M0748,FT409,ZN,Mešovice-Pod dančovickou silnicí,"u lesa Borovina, Mešovice I",+Bartík 2015 DP,TRUE
M0749,NA,OC,Mezice-Za kovárnou,NA,NA,TRUE
M0750,24-22-07/4,OC,Mezice-Za kovárnou,NA,NA,TRUE
M0751,NA,MI,Michelstetten-,Gst. n.  2336,NA,TRUE
M0752,201,MI,Michelstetten-,NA,NA,TRUE
M0753,202,MI,Michelstetten-,NA,NA,TRUE
M0754,203,MI,Michelstetten-,NA,NA,TRUE
M0755,205,MI,Michelstetten-,NA,NA,TRUE
M0756,206,MI,Michelstetten-,NA,NA,TRUE
M0757,480,MI,Michelstetten-Am Sand,Sand,KGA,TRUE
M0758,NA,MI,Michelstetten-Bei der Feldmühle,Gst. n. 2614-2616,NA,TRUE
M0759,"204, 205",MI,Michelstetten-Zeiselberg,NA,NA,TRUE
M0760,NA,UH,Míkovice nad Olšavou-Na Drahách,Záhumenice,NA,TRUE
M0761,34-24-06/14,HO,Mikulčice-Podbřežníky,NA,NA,TRUE
M0762,34-14-05/1,BV,Mikulov na Moravě-Jelení louka,NA,NA,TRUE
M0763,34-14-10/7,BV,Mikulov na Moravě-Kamenné,NA,NA,TRUE
M0764,34-14-10/6,BV,Mikulov na Moravě-Turold,NA,NA,TRUE
M0765,FT359,ZN,Mikulovice u Znojma-cihelna,NA,"MZM, JMZ",TRUE
M0766,FT71,TR,Mikulovice-Rohlík,NA,NA,TRUE
M0767,23-44-13/3,TR,Milatice-Hekrle,NA,NA,TRUE
M0768,FT35,BV,Milovice u Mikulova-intravilán,č.p. 62,NA,TRUE
M0769,34-21-21/9,BV,Milovice u Mikulova-Klíny,areál JZD,NA,TRUE
M0770,FT473,BV,Milovice u Mikulova-Mikulovské terasy,Ober Eichberge,MZM,TRUE
M0771,34-21-21/7,BV,Milovice u Mikulova-Na pískách,Na hroudě,NA,TRUE
M0772,34-21-21/8,BV,Milovice u Mikulova-Prostřední pole,"Hausäcker, Das Mitterfeld, Kurzäcker",AÚ,TRUE
M0773,34-23-01/5,BV,Milovice u Mikulova-Spitzhübel,"Auf dem Spitzhübel, Špičák",NA,TRUE
M0774,FT472,BV,Milovice u Mikulova-Velké díly,Oberfeld,NA,TRUE
M0775,25-31-06/14,KM,Miňůvky-Křivky,NA,NA,TRUE
M0776,34-11-15/6,ZN,Miroslav-nám. Svobody,Husova ul.,Moravský Krumlov,TRUE
M0777,FT356,ZN,Miroslav-Přední farské,NA,NA,TRUE
M0778,34-11-10/2,ZN,Miroslavské Knínice-U cihelny,NA,"Viděl v MZM, nálezy bez i.č., Moravský Krumlov",TRUE
M0779,FT110,HO,Mistřín-Vadasova pískovna,NA,"lokalizace podle sdělení J. Šmerdy, E. Kazdová zmiňuje 1 střep, M. Zápotocká alespoň 3",TRUE
M0780,521,HL,Mitterretzbach-Hofäcker,NA,vydáno v St. Pölten,TRUE
M0781,24-14-10/20,BK,Mladkov u Boskovic-Mezicestí,NA,NA,TRUE
M0782,NA,TR,Mladoňovice na Moravě-Kozlovce,Velké Kozlovce,NA,TRUE
M0783,33-21-05/7,TR,Mladoňovice na Moravě-Sedliska,Sedliště,+ Bartík 2015,TRUE
M0784,33-21-05/6,TR,Mladoňovice na Moravě-U Gottharda,NA,+ Bartík 2015,TRUE
M0785,FT364,TR,Mladoňovice na Moravě-Záhumenice ke Slavíkovicím,NA,+ Bartík 2015,TRUE
M0786,NA,UH,Modrá u Velehradu-Orlová,i k.ú. Velehrad,NA,TRUE
M0787,24-34-10/1,BO,Modřice-Lány,"Fruta, býv. Cukrovar","Přichystal 2017, zmínka o LgK",TRUE
M0788,NA,BO,Modřice-Primál,NA,NA,TRUE
M0789,24-34-15/28; 24-34-15/6,BO,Modřice-Sádky,NA,"smazána trať Rybníky, integrováno do této",TRUE
M0790,NA,BO,Modřice-U humusárny,Rybníky,NA,TRUE
M0791,24-34-15/5,BO,Modřice-Za humny,"Prusinovského ul., Rybníky",NA,TRUE
M0792,14-43-20/10,SU,Mohelnice-Bartošovo pole,NA,NA,TRUE
M0793,14-43-15/11,SU,Mohelnice-Kernerovo pole,NA,P.K. uvádí chybné číslo v SASu,TRUE
M0794,14-43-15/2,SU,Mohelnice-Nadjezd,NA,NA,TRUE
M0795,14-43-19/2,SU,Mohelnice-Náměstí Svobody,"S.K. Neumanna, Třebovská, Třída Rudé armády (=Olomoucká)",NA,TRUE
M0796,14-43-14/7,SU,Mohelnice-park,Za parkem,P.K. uvádí chybné číslo v SASu,TRUE
M0797,14-43-19/17,SU,Mohelnice-škrobárna,"za SZTŠ, garáže ČSAD",NA,TRUE
M0798,14-43-20/11,SU,"Mohelnice-štěrkovna, u bývalého cukrovaru",NA,Výzkum R. Tichého,TRUE
M0799,14-43-14/3,SU,Mohelnice-U Křemačovského rybníka,U splavu,PV1972,TRUE
M0800,14-43-15/3,SU,Mohelnice-U splavu,NA,NA,TRUE
M0801,NA,SU,Mohelnice-Ul. 1. máje,OD Tesco,NA,TRUE
M0802,14-43-14/2,SU,Mohelnice-Za parkem,Kukuk,NA,TRUE
M0803,14-43-15/9,SU,Mohelnice-Za sídlištěm,NA,NA,TRUE
M0804,NA,SU,Mohelnice-Zückova cihlena,NA,lokalizace podle informací z googlu,TRUE
M0805,24-33-13/4,TR,Mohelno-Dlouhý,NA,NA,TRUE
M0806,24-33-14/1,TR,Mohelno-Na boleniskách,i k.ú Senorady,NA,TRUE
M0807,FT276,TR,Mohelno-Na šibenici,"Na žlíbcích, Nad panským žlíbkem, Tály ke Kladerubům, Pod šibenicí",+ Knotková 2011,TRUE
M0808,FT275,TR,Mohelno-Nad tlustým,NA,NA,TRUE
M0809,NA,TR,Mohelno-Padělky,Padělek,NA,TRUE
M0810,NA,TR,Mohelno-Plevovce,NA,NA,TRUE
M0811,24-33-09/4,TR,Mohelno-Skřipina,Na hradiskách,NA,FALSE
M0812,24-33-09/4,TR,Mohelno-Skřipina,Na hradiskách,NA,TRUE
M0813,FT152,TR,Mohelno-Staré Hory,NA,NA,TRUE
M0814,NA,TR,Mohelno-Suchánek,NA,NA,TRUE
M0815,FT423,TR,Mohelno-Šibenice,NA,NA,TRUE
M0816,FT250,TR,Mohelno-Za netřeskem,NA,NA,TRUE
M0817,FT424,TR,Mohelno-Žebrák,Žebráky,NA,TRUE
M0818,FT36,TR,Mohleno-Za chobotem,"Za velkými, U remízku",NA,TRUE
M0820,24-41-22/2,BO,Mokrá u Brna-Hrnčířské pole,NA,lengyel obecně,TRUE
M0824,24-41-17/33,BO,Mokrá u Brna-Spalená seč,Mokra-lom VII,NA,TRUE
M0825,FT253,BO,Mokrá u Brna-Široké,V koutech,NA,TRUE
M0826,NA,BO,Mokrá u Brna-U obrázku,Mokerský les,NA,TRUE
M0827,NA,BO,Mokrá u Brna-Úzké,NA,NA,TRUE
M0828,FT252,BO,Mokrá u Brna-Vlašňovské údolí,Vlašňovy,"hodně ŠI, obsidián, radiolarit, málo keramiky",TRUE
M0829,NA,BO,Moravany u Brna-Horka,NA,NA,TRUE
M0830,14-43-20/3,SU,Moravičany-Dílečky,"Na dílečcích, Kravín, sušička",NA,TRUE
M0831,14-43-20/2,SU,Moravičany-Dlouhý Díleček,Dlouhé díly,NA,TRUE
M0832,NA,SU,Moravičany-dům č. 206,NA,NA,TRUE
M0833,14-43-20/4,SU,Moravičany-hřbitov,Soutok,NA,TRUE
M0834,14-43-20/8,SU,Moravičany-kaple sv. Rocha,NA,Vlastivěda Šumperského okresu,TRUE
M0835,NA,SU,Moravičany-Široké Díly,NA,NA,TRUE
M0836,14-43-20/7,SU,Moravičany-U vody,Příčky k Lošticím,NA,TRUE
M0837,34-24-06/26,BV,Moravská Nová Ves-intravilán,NA,NA,TRUE
M0838,34-24-06/4,BV,Moravská Nová Ves-Padělky od vody,NA,NA,TRUE
M0839,34-24-06/8,BV,Moravská Nová Ves-štěrkovna,NA,ARUB,FALSE
M0840,FT211,BO,Moravské Bránice-Ve starých,NA,NA,TRUE
M0841,NA,TR,Moravské Budějovice-Náměstí Míru,NA,NA,TRUE
M0842,23-44-23/6,TR,Moravské Budějovice-Pod heřmanským kopcem,Moravské Budějovice I,NA,TRUE
M0843,23-44-23/4,TR,Moravské Budějovice-u lesa Ochoz,"blizko lesa Ochoz, Moravské Budějovice III",NA,TRUE
M0844,FT129,BO,Moravské Knínice-Čihadla,"Poloúdělí, Ocasov, U kaple","podle MPVN i LNK, Pa 137/35 MZM",TRUE
M0845,FT130,BO,Moravské Knínice-U kaple,NA,NA,TRUE
M0846,FT371,BO,Moravské Knínice-U panských luk,Dálnice,"datace Kazdová, habilitace, MZM",TRUE
M0847,24-32-13/2,BO,Moravské Knínice-V újezdech,"Újezdy, Ocasov","Viděl LnK v MZM, Pa 137/35",TRUE
M0848,FT467,ZN,Moravský Krumlov-Dlouhá louka,Rakšice-Dlouhá louka,NA,TRUE
M0849,24-33-25/4,ZN,Moravský Krumlov-Horní Novosady,Vrabčí hájek,NA,TRUE
M0850,FT286,ZN,Moravský Krumlov-Na slatinách,Pastvisko na slatinách,JMZ,TRUE
M0851,FT164,ZN,Moravský Krumlov-Nad Haltýřem,Hříbek,NA,TRUE
M0852,FT468,ZN,Moravský Krumlov-Obory,NA,NA,TRUE
M0853,FT470,ZN,Moravský Krumlov-okolí těžebního revíru I,NA,NA,TRUE
M0854,FT469,ZN,Moravský Krumlov-okolí těžebního revíru VI,NA,NA,TRUE
M0855,FT335,ZN,Moravský Krumlov-U boudy,NA,NA,TRUE
M0856,FT242,ZN,Moravský Krumlov-u žst. Rakšice,NA,NA,TRUE
M0857,24-34-21/4,ZN,Moravský Krumlov-Vysoká hora,"Kóta 341, Moravský Krumlov II",NA,TRUE
M0858,35-11-01/2,HO,Moravský Písek-pískovna,Stará pískovna,NA,TRUE
M0859,NA,UH,Moravský Písek-Pod Kladichovem,Podluží,NA,TRUE
M0860,NA,SI,Moravský Svätý Ján-Dlhé lúky,NA,NA,TRUE
M0861,NA,SI,Moravský Svätý Ján-Na hrudoch,Hrúdy,"sbírka Š. Janšáka; uváděna lokalizace Mor.Sv. Ján, spíše se jedná o k.ú. Sekule",TRUE
M0862,24-42-08/13,PV,Mořice-Pololány u můstku,NA,NA,TRUE
M0863,24-42-09/2,PV,Mořice-Pololány u Studánky,zemědělské družstvo,NA,TRUE
M0864,24-42-09/4,PV,Mořice-U obrázku,NA,NA,TRUE
M0865,24-24-06/24,PV,Mostkovice-mezi Hloučelou a silnicí do Smržic,NA,NA,TRUE
M0866,24-24-11/36,PV,Mostkovice-Pod vinohrady,Pod vinohrádky,NA,TRUE
M0867,NA,PV,Mostkovice-silnice u hřbitova,NA,NA,TRUE
M0868,NA,PV,Mostkovice-U vrbiček,NA,NA,TRUE
M0869,24-24-11/8,PV,Mostkovice-Vysoudilka,cihelna,NA,TRUE
M0870,NA,ZN,Mramotice-Kasárna,NA,NA,TRUE
M0871,34-12-19/16,BO,Mušov-Mühläcker,U dunajovických luk,NA,TRUE
M0872,34-12-19/19,BO,Mušov-Neurissen I,"Neurissaeckern, U Betléma, Ivaňsko, Kohlstdatt",Lokalita označená i jako k.ú. Ivaň v NZ,TRUE
M0873,34-12-19/23,BO,Mušov-Neurissen II,"Obenausaecken, Areál snů",NA,TRUE
M0874,34-12-24/6,BO,Mušov-Sandäcker,štěrkovna st. Statku,AÚ?,TRUE
M0875,34-12-19/14,BO,Mušov-Tuchna,"Obenausaecker, Obenaus, Za tuchnou",NA,TRUE
M0876,34-12-24/7,BO,Mušov-U sv. Jana,"Brunlaecker, Bruckaecker","tenkostěnná nádobka s červenou malbou, může být i starší LgK",TRUE
M0877,34-12-19/3,BO,Mušov-U vodárny,NA,NA,TRUE
M0878,34-22-16/26,HO,Mutěnice-Hraničky,Nivky na hraničkách,NA,TRUE
M0879,34-22-21/13,HO,Mutěnice-Zbrod,NA,NA,TRUE
M0880,24-24-16/8,PV,Myslejovice-Díly,NA,NA,TRUE
M0881,24-24-16/16,PV,Myslejovice-Kluče od Kozylky,NA,NA,TRUE
M0882,???,PV,Myslejovice-Kopaniny,"Nebesa, Nebesová",prostorová identifikace P.K. neodpovídá ID v SASu,TRUE
M0883,24-24-16/24,PV,Myslejovice-Křéba,NA,"Šmíd 1993,  PV1991",TRUE
M0884,24-24-16/27,PV,Myslejovice-Mitrovy,NA,P.K. uvádí na katastru Určic,TRUE
M0885,24-24-16/14,PV,Myslejovice-Úzké,NA,NA,TRUE
M0886,NA,TR,Myslibořice-Hrušovec,NA,NA,TRUE
M0887,24-22-16/4,OC,Náměšť na Hané-Dlouhá niva,NA,V hrobu KNP nalezeny lengyelské výčnělky interpretované jako milodary,TRUE
M0888,24-22-16/22,OC,Náměšť na Hané-Džbán,NA,NA,TRUE
M0889,24-22-16/2,OC,Náměšť na Hané-Křemela I,NA,NA,TRUE
M0890,24-22-16/1,PV,Náměšť na Hané-Rmíz u Laškova,"Rmíz u Laškova, Remíz, Valy",NA,TRUE
M0891,24-22-17/2,OC,Náměšť na Hané-Válník,"ul. Lomená, ul. Jiráskova",NA,TRUE
M0892,24-22-16/20,OC,Náměšť na Hané-Za hřbitovem,NA,NA,TRUE
M0893,NA,OC,Nasobůrky-Cholinka,NA,NA,TRUE
M0894,NA,UH,Nedakonice-Padělky,"nádraží, Sádky",NA,TRUE
M0895,24-44-22/15,HO,Nechvalín-Měřiny,Bukovany,NA,TRUE
M0896,24-44-22/1,HO,Nechvalín-Nivky,Homole,materiál prohlédnut,TRUE
M0897,34-23-07/10,BV,Nejdek u Lednice-Czuczkova cihlena,"Step, Závlaha, Lamplova cihlena",NA,TRUE
M0898,34-23-07/9,BV,Nejdek u Lednice-Nejdecké roviny,"Hoselochy, Zelinářský hon",A/M 190,TRUE
M0900,"24-42-04/4, 24-42-04/6",PV,"Němčice nad Hanou-cukrovar, nádraží",NA,NA,TRUE
M0901,24-42-03/17,PV,Němčice nad Hanou-Daňka,i k.ú. Víceměřice,NA,TRUE
M0902,24-42-04/3,PV,Němčice nad Hanou-městečko,NA,NA,TRUE
M0903,24-42-04/11,PV,Němčice nad Hanou-Nadloučí,i k.ú. Hruška,NA,TRUE
M0904,24-42-04/5; 24-42-04/6,PV,Němčice nad Hanou-Svorka,NA,NA,TRUE
M0905,FT102,BO,Němčice u Ivančic-Široké u Komana,"Záhumenice, Koman",Ivančice,TRUE
M0906,34-11-12/7,ZN,Němčičky nad Jevišovkou-Horní kusy,NA,NA,TRUE
M0907,24-34-23/9,BO,Němčičky-Nad drůbežárnou,IIIa,NA,TRUE
M0908,NA,OC,Nemilany-intravilán,"Kožušanská, Rudolfa Chorého",NA,TRUE
M0909,24-22-24/6,OC,Nemilany-Kapitulní,"Na zákopě, Na kopci",NA,TRUE
M0910,24-41-19/1,VY,Nemojany-Horka,SV od vrchu Horka a údolí,NA,TRUE
M0911,24-41-19/1,VY,Nemojany-Na hřeblech,SV od vrchu Horka,NA,TRUE
M0912,24-41-19/7,VY,Nemojany-Podhoří,NA,NA,TRUE
M0913,24-41-19/18,VY,Nemojany-Račková,údolí mezi Horkou a hájovnou Blatice,NA,TRUE
M0914,24-41-19/20; 24-41-19/10,VY,Nemojany-Zahrady,"Důlky, Fortna, Důlky nad cestou a Přední padělky",NA,TRUE
M0915,24-44-07/15,VY,Nemotice-Díly u dvora,za st. Statkem,NA,TRUE
M0916,NA,OC,Neředín-letiště,NA,NA,TRUE
M0917,24-22-19/1,OC,Neředín-Mýlina,"Dlouhé díly, hřbitov, Lomená ulice, Krematorium",NA,TRUE
M0918,NA,BO,Neslovice-Domky,Škrábky,NA,TRUE
M0919,NA,BO,Neslovice-Hlavní ul.,NA,NA,TRUE
M0920,FT214,BO,Neslovice-Kaliště,NA,Ivančice,TRUE
M0921,24-34-06/9,BO,Neslovice-Nivky,NA,NA,TRUE
M0922,226,MI,Neudorf-Schmalzberg,NA,NA,TRUE
M0923,24-42-08/18,PV,Nezamyslice nad Hanou-Čtvrtě od Mořic,NA,NA,TRUE
M0924,24-42-08/17,PV,Nezamyslice nad Hanou-Čtvrtě od Tištína,NA,NA,TRUE
M0925,24-42-08/6,PV,Nezamyslice nad Hanou-Končiny,NA,NA,TRUE
M0926,NA,MI,Niederleis-Altstadt,NA,NA,TRUE
M0927,NA,MI,Niederleis-Leiser Berge,NA,NA,TRUE
M0928,339,MI,Niederleis-Rotengern,NA,NA,TRUE
M0929,1018,GF,Niedersulz-Fünfvierteläcker,NA,NA,TRUE
M0930,35-11-15/7,UH,Nivnice-Nivnické čtvrtky,NA," Archeologické nálezy a výzkumy za rok 1967 muzea J.A. Komenského v Uh. Brodě, PV 1967",TRUE
M0931,35-11-10/3,UH,Nivnice-severně kóty 278,NA,NA,TRUE
M0932,14-44-12/11,OC,Nová Dědina-Valcha,NA,NA,TRUE
M0933,14-44-07/6,OC,Nová Hradečná-Hradisko,NA,NA,TRUE
M0934,24-33-15/4,BO,Nová Ves u Oslavan-Kopaniny,Karáskovo pole,materiál i v NM,TRUE
M0935,FT154,BO,Nová Ves u Oslavan-Roveň,Rovná,NA,TRUE
M0936,24-34-17/24,BO,Nové Bránice-Chajda,"U Chajdy, Nádavky",NA,TRUE
M0937,24-34-17/26,BO,Nové Bránice-u lesa,NA,NA,TRUE
M0938,FT54,BV,Novosedly na Moravě-Louky,NA,NA,TRUE
M0939,24-34-04/24,BM,Nový Lískovec-Klíny,"Dolní Rybníčky, Pod Kamenným vrchem, Nebosady; i k. ú. Starý Lískovec a Bohunice",NA,TRUE
M0940,24-34-04/7,BM,Nový Lískovec-Plachty,"ul. Plachty, Nový Lískovec II, Petra Křivky",NA,TRUE
M0941,NA,ZN,Nový Šaldorf-U Atlanty,NA,NA,TRUE
M0942,24-32-03/33,BO,Nuzířov-Rybníčky,NA,NA,TRUE
M0943,891,HL,Obermarkersdorf-Sandgrube Diem,NA,NA,TRUE
M0944,305,HORN,Obermixnitz-Hermannsdorf,NA,NA,TRUE
M0945,699,HL,Obernalb-Parz. N. 1330/1,NA,NA,TRUE
M0946,619,HL,Obernalb-Urteln,"Örteln, Gollitsch",NA,TRUE
M0947,523,HL,Oberretzbach-Ried Eben,NA,NA,TRUE
M0948,868,GF,Obersulz-Leimgrube,Parz. 2502,NA,TRUE
M0949,767,HORN,Oberthürnau-Daßing,"Daßing II, Dasing, Brunnleithen",NA,TRUE
M0950,856,HORN,Oberthürnau-Obenaus,Frattingerfeld,NA,TRUE
M0951,A22,HORN,Oberthürnau-Ostteil des Ortes,NA,NA,TRUE
M0952,"647, 648",GF,Oberweiden-,NA,NA,TRUE
M0953,34-13-02/21,ZN,Oblekovice-Na Palici,Znojmo - Nesachleby II.,NA,TRUE
M0954,34-13-02/1,ZN,Oblekovice-Závlaha,"U výzkumky, Areál bývalé STS,Vídeňská ul., K Závlaze",NA,TRUE
M0955,24-14-15/10,BK,Obora u Boskovic-Sedliska,NA,NA,TRUE
M0956,FT435,BM,Obřany-Líchy,"Draslavá, Pastýřský, Kopaniny",NA,TRUE
M0957,24-32-20/6,BM,Obřany-Soběšské,"Soběšská, Výpustky",NA,TRUE
M0958,FT117,BM,Obřany-Újezdy,Novosady,"viděl v MZM, i.č. 154685-692",TRUE
M0959,NA,OC,Odrlice - Na dílech,NA,NA,TRUE
M0960,FT173,TR,Ohrazenice na Moravě-Chobot,IX.,NA,TRUE
M0961,23-44-24/26,TR,Ohrazenice na Moravě-Šebestka,XII.,NA,TRUE
M0962,23-44-24/12,TR,Ohrazenice na Moravě-U doubí,II.,NA,TRUE
M0963,23-44-24/13,TR,Ohrazenice na Moravě-U lesa Chvojníka,"I., U Šebestiána",NA,TRUE
M0964,NA,TR,Ohrazenice-U Doubí,NA,NA,FALSE
M0965,24-24-06/6,PV,Ohrozim-Čubernice,Kobylí hlava,NA,TRUE
M0966,NA,PV,Ohrozim-obec,NA,NA,TRUE
M0969,FT425,TR,Okarec-bezejmenná trať,NA,NA,TRUE
M0970,24-22-11/2,OC,Olbramice u Vilémova-silnice,NA,NA,TRUE
M0971,34-12-01/11,ZN,Olbramovice u Moravského Krumlova-Leskoun,NA,NA,TRUE
M0972,FT416,ZN,Oleksovice-bezejmenná poloha,Oleksovice I,NA,TRUE
M0973,NA,MI,Olgersdorf-Am Wald,Schoppenberg,NA,TRUE
M0974,24-22-19/14,OC,Olomouc-město-Náměstí Republiky,Dómské návrší; Křížkovského,NA,TRUE
M0975,24-22-19/14,OC,Olomouc-město-Olomoucký kopec,Václavské nám.,NA,TRUE
M0976,NA,OC,Olomouc-město-ulice 8. května,NA,NA,TRUE
M0977,24-24-03/1,PV,Olšany u Prostějova-Lánský kříž,NA,NA,TRUE
M0978,24-22-23/7,PV,Olšany u Prostějova-Zlatniska,NA,NA,TRUE
M0979,24-42-02/13,PV,Ondratice-Díly,NA,NA,TRUE
M0980,24-42-02/18,PV,Ondratice-Podsedky,NA,NA,TRUE
M0981,"24-41-15/9, 35",VY,Opatovice u Vyškova-Podsedky,areál zemědělského družstva,NA,TRUE
M0982,NA,PR,"Oplocany - hliník, Svárov",NA,NA,TRUE
M0983,FT442,TR,Oponešice-Ve Chmelníku,Malé Frejmarky,NA,TRUE
M0984,NA,VY,Orlovice-Lysá hora,NA,NA,TRUE
M0985,FT132,BO,Ořechov-Kabáty,Zahrádky,"MZM, Olomouc, Drmola-Klíma, Wien",TRUE
M0986,FT350,BO,Ořechov-U spáleného-Hradisko,"U spáleného, Líchy",Materiál v NM,TRUE
M0987,NA,PR,Osek nad Bečvou - levý břeh Bečvy,Za vodou,NA,TRUE
