id,site,accuracy,surface,altitude,X,Y
B0053,Cerhenice-Za dráhou,2,FALSE,202,-696288,-1050146
B0054,Cernenice-Za oborou,2,FALSE,200,-696680,-1051557
B0055,Cerhenice-U cukrovaru,2,FALSE,198,-696091,-1050435
B0056,Církvice u Kutné Hory-Nad vsí,3,FALSE,215,-680740,-1066351
B0057,Církvice u Kutné Hory-Cihelna,2,NA,212,-680779,-1065771
B0058,Černá za Bory-Žižín,2,TRUE,230,-642527,-1063504
B0059,Čakovice-Kostelecká ul.,2,FALSE,250,-735693,-1036783
B0060,Čakovice-,2,NA,252,-734599,-1037603
B0061,Čáslav-Nový Čeplov,1,FALSE,266,-676764,-1072624
B0062,Čáslav-U hřbitova,2,FALSE,240,-676360,-1069883
B0063,Čáslav-Na skále,1,FALSE,262,-675794,-1072718
B0064,Čáslav-Kalabousek,1,FALSE,230,-677779,-1069552
B0065,Čáslav-Staré město,1,FALSE,258,-676368,-1071478
B0066,Čáslav-Ke Koudelovu,2,FALSE,236,-674238,-1071348
B0067,Čáslav-Svornost,2,FALSE,260,-676151,-1073223
B0068,Čáslav-Hrádek,1,FALSE,260,-676931,-1071485
B0069,Čáslavky-,2,TRUE,270,-630576,-1025080
B0070,Čáslavky-cihelna,2,NA,274,-630989,-1025126
B0071,Čelákovice-J.A. Komenského,2,NA,184,-718524,-1037919
B0072,Čelákovice-V Rybníčkách,2,FALSE,190,-719041,-1038599
B0073,Čelákovice-býv. Švejdova cihelna,3,FALSE,198,-718758,-1039327
B0074,Čelákovice-S.K. Neumanna,3,NA,184,-718648,-1038601
B0075,Čenkov-kamenolom,2,TRUE,282,-740005,-1027168
B0076,Černožice nad Labem-konzervárna,2,FALSE,248,-636976,-1031076
B0077,Černožice nad Labem-Gen. Svobody,2,FALSE,255,-636746,-1030642
B0078,Černožice nad Labem-Čáslavky,2,FALSE,254,-636518,-1030192
B0079,Černožice nad Labem-železnice,2,FALSE,255,-636837,-1030174
B0080,Černý Most-jižně od Chlumecké ul.,2,FALSE,256,-731932,-1042535
B0081,Červené Pečky-Parkán,2,NA,280,-688688,-1062341
B0082,Červené Pečky-U nádraží,3,NA,270,-688593,-1061343
B0083,Červené Pečky-U panského ovčína,3,NA,290,-689651,-1061742
B0084,Český Brod-K Dolankám,2,FALSE,226,-712487,-1049214
B0085,Český Brod-Klímova cihelna,2,FALSE,240,-713219,-1050230
B0086,Češov-Češovské valy,2,TRUE,320,-673758,-1024860
B0087,Číbuz-,2,TRUE,240,-637102,-1033621
B0088,Čilec-Pískovna J. Kozla,2,FALSE,196,-700923,-1034092
B0089,Čimice-Žalovská ul.,2,FALSE,300,-741377,-1037062
B0090,Čistěves-,1,TRUE,270,-647625,-1032465
B0091,Čistěves-U německého rybníka,2,TRUE,266,-647889,-1031588
B0092,Dětenice-bioplynová stanice,1,FALSE,230,-685321,-1019048
B0093,Dneboh-Hrada,1,FALSE,406,-692919,-999875
B0094,Dobrovice-Losky,2,NA,232,-700542,-1017696
B0095,Dobřenice-,1,FALSE,272,-655346,-1047711
B0096,Dobřenice-intravilán,1,TRUE,284,-655439,-1047646
B0097,Dobřichov-Pod Třebickou,3,TRUE,200,-698753,-1050804
B0098,Dohalice-Dohaličky,2,FALSE,268,-650098,-1033363
B0099,Dolany u Červených Peček-závlaha,3,FALSE,262,-686938,-1062766
B0100,Dolany u Červených Peček-,2,FALSE,254,-687305,-1062268
B0101,Dolany u Červených Peček-,2,FALSE,260,-687398,-1062610
B0102,Dolany u Červených Peček-Malá Vysoká,2,TRUE,304,-687472,-1063032
B0103,Dolany u Jaroměře-intravilán,2,NA,282,-629865.48,-1024438.45
B0104,Dolany u Jaroměře-u osady Sebuč,2,TRUE,296,-628510,-1022362
B0105,Dolany u Jaroměře-Nad silnicí,2,TRUE,284,-629005,-1023863
B0106,Dolany u Pardubic-Břeština,2,TRUE,222,-652670,-1051781
B0107,Dolní Břežany-K Hradišťátku,NA,FALSE,356,-742858,-1057451
B0108,Dolní Břežany-Kamínek,2,FALSE,346,-741282,-1057079
B0109,Dolní Břežany-K Hodkovicům,2,FALSE,346,-741706,-1056958
B0110,Dolní Břežany-U struh,3,NA,350,-741207,-1057411
B0111,Dolní Jirčany-Nad školkou,2,FALSE,336,-738135,-1059696
B0112,Dolní Počernice-Na vinici,2,FALSE,260,-730542,-1044835
B0113,Dolní Chabry-Do rybníčků,1,FALSE,270,-740284,-1036175
B0114,Dolní Chabry-Cihelna pana Malinskeho,3,NA,258,-740583,-1035950
B0115,Doubrava-Svatogothardská Lhota,2,FALSE,298,-651119,-1024390
B0116,Drobovice-křižovníci,2,NA,269,-675133,-1073609
B0117,Dřenice-Bažantnice,2,NA,244,-650444,-1066101
B0118,Dřevčice u Brandýsa nad Labem-,2,TRUE,220,-726970,-1035372
B0119,Dřevčice u Brandýsa nad Labem-Na čtrnácti,1,FALSE,234,-727527,-1036569
B0120,Dřevčice u Brandýsa nad Labem-Na paterých,2,TRUE,220,-725803,-1035532
B0121,Dřevčice u Brandýsa nad Labem-Za zvonicí,2,TRUE,226,-726646,-1036036
B0122,Dřínov-Na provázku,2,TRUE,206,-741753,-1021858
B0123,Dušníky nad Vltavou-Na špalkách,2,TRUE,168,-745026,-1018753
B0124,Dvory u Nymburka-u potoka Liduška,2,FALSE,200,-698985,-1034717
B0125,Ďáblice-Řepná ul.,1,FALSE,250,-736649,-1036626
B0126,Ďáblice-K Letňanům,2,FALSE,276,-737404,-1037478
B0127,Ďáblice-Legionářů,1,FALSE,270,-737248,-1037208
B0128,Ďáblice-Nové Ďáblice,2,FALSE,284,-737544,-1037674
B0129,Ďáblice-křižovatka Cínovecká-Kostelecká,2,NA,258,-736772,-1036975
B0130,Habřina-Prašivka,3,NA,301,-638672,-1029566
B0131,Hlaváčova Lhota-u dvora Broučkov,3,TRUE,286,-706107,-1056080
B0132,Hlízov-Močidla,3,FALSE,202,-681637,-1062616
B0133,Hlízov-,2,TRUE,204,-681400,-1062925
B0134,Hloubětín-Nepelova,2,FALSE,200,-735295,-1041906
B0135,Hloubětín-,2,NA,258,-732999,-1041895
B0136,Hlušičky-U Bydžovského,2,TRUE,248,-670923,-1033257
B0137,Hnanice pod Troskami-Těhníkova skála,1,FALSE,288,-678581,-1001448
B0138,Hněvčeves-Pod kostelem,2,TRUE,274,-647740,-1029902
B0139,Hněčeves-nádraží,2,FALSE,262,-647549,-1030045
B0140,Hněvčeves-U březiny,3,TRUE,260,-647557,-1030596
B0141,Hněčeves-,2,FALSE,260,-647880,-1030725
B0142,Holín-Jandice,2,TRUE,294,-674366,-1011519
B0143,Holohlavy,2,NA,261,-637735.51,-1031354.15
B0144,Holohlavy-severně od obce,1,NA,254,-637477,-1031414
B0145,Holohlavy_Na rozcestí,1,NA,258,-637809.59,-1031712.28
B0146,Holohlavy_teplárna,1,FALSE,245,-637062.15,-1031405.81
B0147,Horní Bousov-U výkrmny kachen,2,TRUE,246,-687911,-1009186
B0148,Horní Dolce-U kapličky,2,TRUE,284,-634461,-1025734
B0149,Horní Dolce-,2,TRUE,296,-634896,-1025478
B0150,Horní Lochov-,2,FALSE,306,-675418,-1010875
B0151,Horní Lochov-,3,NA,334,-674749,-1010548
B0153,Horní Měcholupy-Na Vartě,2,FALSE,288,-734305,-1049527
B0154,Horní Počernice-Na chvalce,2,FALSE,268,-729788,-1042683
B0155,Horní Počernice-Na tarase,2,FALSE,260,-730584,-1042204
B0156,Horní Sloupnice,2,TRUE,385,-610674,-1078986
B0157,Horní Stakory-U bažantnice,2,TRUE,222,-699750,-1009401
B0158,Horušice-Duna,2,TRUE,210,-674387,-1063398
B0159,Hořany u Kutné Hory-,2,FALSE,282,-686999,-1063061
B0160,Hořany u Poříčan-,2,FALSE,246,-705617,-1045661
B0161,Hořenice,2,TRUE,270,-633609,-1025557
B0162,Hořenice-U pískoviště,2,TRUE,314,-634314,-1025284
B0163,Hoštice u Vodochod-Březí,2,FALSE,278,-742185,-1029704
B0164,Hoštice u Vodochod-Na rovišťatech,1,FALSE,284,-741521,-1029942
B0165,Hoštice u Vodochod-Na rovišťatech,2,NA,283,-741309,-1029974
B0166,Hostivař-K jezeru,1,FALSE,256,-736080,-1048493
B0167,Hostivař-stará Hostivař,2,FALSE,362,-735810,-1048383
B0168,Hostivař-býv. pískovna,3,NA,228,-736356,-1047931
B0169,Hradec Králové-centrum,2,FALSE,246,-640998,-1042376
B0170,Hrubá Skála-Hlavatá skála,1,FALSE,312,-679663,-1002212
B0171,Husinec u Řeže-,2,NA,190,-744754,-1033038
B0172,Hustířany-Velká Hradečnice,2,TRUE,272,-640334,-1027854
B0173,Hustířany-Na Merklovém,2,TRUE,280,-639808,-1026563
B0174,Hustířany-Na provázcích,1,FALSE,280,-639995,-1027213
B0175,Hvězda-,2,TRUE,302,-639586,-1024233
B0176,Chleby-U Havranska,2,FALSE,193,-691492,-1035494
B0177,Chloumek-Na hrádku,3,TRUE,340,-702746,-1015651
B0178,Chloumek-Švédské šance,1,FALSE,360,-702567,-1014492
B0179,Chlumín-Na dymáku,2,TRUE,166,-737406,-1020844
B0180,Chlum u Hradce Králové-Na vrších,2,TRUE,330,-645857,-1034568
B0181,Chotouchov-zahrada p. Horáka,3,NA,334,-694332,-1063444
B0182,Chotýš,1,FALSE,304,-709799,-1054985
