id,site,accuracy,surface,altitude,X,Y
B0523,Třebešice-,2,NA,222,-679490,-1069199
B0524,Třebnouševes-Na střebovským,2,TRUE,278,-651711,-1026929
B0525,Třebosice-Kamenec,2,FALSE,237,-650592,-1065239
B0526,Třebosice-Hlinecké,2,FALSE,240,-650731,-1065664
B0527,Třebovětice-V Blatečkách,2,TRUE,300,-648037,-1026131
B0528,Třebovětice-Na průhonku,2,TRUE,276,-648629,-1027138
B0529,Třebovětice-Za rašovkami,2,TRUE,284,-648453,-1026233
B0530,Třebovle-U Sázavského dvora,2,FALSE,264,-705585,-1054290
B0531,Třibřichy-býv. Cihelna,2,FALSE,260,-650775,-1068723
B0532,Tuchoraz-Na Pařezu,1,FALSE,272,-712501,-1051405
B0533,Tuchoraz-Na Vápeníkovým,2,FALSE,300,-712453,-1052550
B0534,Tuchoraz-JZD,2,FALSE,282,-712889,-1051762
B0535,Tuněchody-u žst.,2,FALSE,240,-642884,-1068495
B0536,Tuněchody-cihelna,2,FALSE,234,-642677,-1068010
B0537,Tuněchody-Ruzkovské pole,2,NA,238,-643377,-1066078
B0538,Tupadly u Čáslavi-,2,TRUE,270,-675625,-1074714
B0539,Turnov-Maškovy zahrady,1,FALSE,250,-684112,-995292
B0540,Úhřetice-,2,TRUE,240,-642085,-1067448
B0541,Úhřetice-,2,NA,248,-641407.17,-1068579.07
B0542,Úhřetice-Kopistova a Slavíkova cihelna,2,FALSE,246,-641805.46,-1067983.28
B0543,Úhřetická Lhota-,2,TRUE,230,-641594,-1066655
B0544,Újezd nad Lesy-Blatov,2,FALSE,248,-727301,-1045470
B0545,Vejvanovice-Na červené hůrce,2,TRUE,250,-640702,-1069313
B0546,Velešice-,2,TRUE,260,-667739,-1026700
B0547,Velichovky-Pod kopcem,3,NA,278,-639288,-1026323
B0548,Velim-K sídlišti,2,FALSE,200,-693649,-1052286
B0549,Velim-Dolní Nouzov,2,FALSE,196,-692780,-1051543
B0550,Velim-cukrovar,1,FALSE,196,-693247,-1051865
B0551,Veliš u Jičína-,2,TRUE,318,-675145,-1015910
B0552,Velké Zboží-pískovna,2,NA,186,-694573,-1039633
B0554,Vesec u Sobotky-U křížku,2,TRUE,290,-685794,-1006654
B0555,Vesec u Sobotky-Poráň,2,TRUE,308,-686890,-1006341
B0556,Vestec nad Mrlinou-Hliňák,2,NA,190,-689915,-1033964
B0557,Vestec u Chrudimi-,2,TRUE,246,-645235,-1068131
B0558,Vestec u Jaroměře-,2,TRUE,284,-636183,-1025067
B0559,Vestec u Jaroměře-Amerika,2,TRUE,320,-636463,-1024014
B0560,Větrušice u Klecan-Mezi cestami,3,FALSE,280,-743968,-1031074
B0561,Vinaře-Před Drbohlavem,2,TRUE,228,-669266,-1071943
B0562,Vinařice u Dobrovice-Na kroužku,2,TRUE,355,-701759,-1015034
B0563,Vinoř-Bohdanečská ul.,1,FALSE,250,-730967,-1038244
B0564,Vinoř-Kamenný stůl,2,TRUE,254,-730350,-1038912
B0565,Vinoř-V Obůrkách,2,FALSE,238,-730308,-1038211
B0566,Vinoř-hřbitov,1,FALSE,246,-730714,-1038182
B0567,Vinoř-Mladoboleskavská,2,FALSE,258,-731239,-1038810
B0568,Vinoř-U cukrovaru,2,FALSE,238,-730029,-1037420
B0569,Vinoř-Lohenická,2,FALSE,232,-730173,-1037830
B0570,Vinoř-Štěpánovská,2,FALSE,226,-729835,-1037720
B0571,Vitice-K Močedníku,3,FALSE,306,-708698,-1054860
B0572,Vitice-K Synči,2,TRUE,302,-709367,-1054153
B0573,Vitiněves-,2,TRUE,270,-670461,-1018364
B0574,Vitiněves-,2,TRUE,258,-670797,-1017794
B0575,Vlčnov u Chrudimi-U Presů,3,FALSE,274,-645309,-1073199
B0576,Vlhošť-,2,FALSE,250,-668526,-1023405
B0578,Vodochody u Prahy-,3,NA,246,-742703,-1029924
B0579,Votuz-Třešňovka,2,TRUE,316,-648337,-1025652
B0580,Vrbčany-Cihelna na Kubšovce,2,NA,252,-704635,-1052521
B0581,Vrbčany-Na křemencích,3,FALSE,242,-702834,-1051827
B0582,Vršce-,2,TRUE,264,-675612,-1025942
B0583,Vršovice-bývalá Rennerova pískovna,2,NA,206,-740700,-1045959
B0584,Vysočany-býv. pískovna,3,NA,206,-736822,-1041151
B0585,Vysoké Mýto-Na Krétě,1,FALSE,282,-619589,-1073945
B0586,Vysoké Mýto-Průhony,1,FALSE,284,-620259,-1073802
B0587,Vyšehořovice-,1,FALSE,244,-717329,-1042673
B0588,Vyšehořovice-lupkové doly,2,FALSE,240,-718667,-1043813
B0589,Záběhlice-Práčská ul.,2,FALSE,230,-736817,-1047698
B0590,Záluží u Čelákovic-Límanova cihelna,2,NA,208,-718639,-1039324
B0591,Zámostí u Rožďalovic,1,FALSE,202,-687072,-1026397
B0592,Zápy-,2,FALSE,216,-723440,-1037279
B0593,Zápy-Průmyslová ul.,1,FALSE,216,-723789,-1035644
B0594,Zápy-,2,FALSE,216,-723856,-1037098
B0595,Zápy-Velká strana,1,FALSE,218,-724248,-1035890
B0596,Zápy-intravilán,1,FALSE,212,-723364,-1036891
B0597,Zápy-Na příčce,2,TRUE,220,-722595,-1036201
B0598,Zápy-,2,TRUE,224,-722949,-1036265
B0599,Zásmuky-Za pivovarem,2,NA,240,-701779,-1063504
B0600,Zdiby-Na Brnky,1,FALSE,186,-741214,-1034260
B0601,Zeleneč-K potoku,2,NA,254,-725033,-1039805
B0602,Zlatníky u Prahy-Za zahradami,2,TRUE,356,-740922,-1057652
B0603,Zliv u Libáně-,2,TRUE,224,-681440,-1020329
B0604,Zlončice-Nad hájem,2,TRUE,240,-745288,-1027226
B0605,Zlončice-Mezi dubci,2,TRUE,250,-744781,-1027651
B0606,Zlončice-,2,TRUE,240,-744609,-1027071
B0607,Žabonosy-Za dvorem,2,NA,248,-700150,-1054441
B0608,Ždánice u Kouřimi-U dvora Běšínova,2,NA,292,-704159,-1060241
B0609,Žehušice-Hlavní ul.,2,FALSE,220,-674536,-1065537
B0610,Židněves-,1,FALSE,220,-696969,-1012423
B0611,Žleby-kamenolom,2,FALSE,278,-671797,-1074236
B0612,Týnec u Dobrovice-U Ctiměřic,1,FALSE,322,-698813,-1016478
B0613,Jaroměř-Přední Dolce,1,FALSE,286,-635514,-1027270
B0614,Vysoké Mýto-Za pivovarem,1,FALSE,296,-621986,-1073542
M0001,Alojzov u Prostějova-Frolinková,2,NA,425,-564603,-1138473
M0002,Alojzov u Prostějova-Horní Golštýn,2,NA,400,-563759,-1138411
M0003,Alojzov u Prostějova-Malý Mitrov,3,NA,375,-563853,-1139743
M0004,Alojzov u Prostějova-mezi intravilánem a lesem,2,TRUE,410,-564364,-1138617
M0005,Altmanns-Untern Stein,3,TRUE,268,-616413,-1224750
M0006,Altruppersdorf-,1,TRUE,307,-608307,-1215562
M0007,Angern an der March-Felbergau,2,TRUE,147,-591250,-1253344
M0008,Angern an der March-Marchfeld,2,TRUE,147,-591291,-1253962
M0009,Archlebov-Maliny,2,TRUE,313,-572905.403,-1177946.936
M0010,Asparn an der Zaya-Schwaze Lacke,3,NA,278,-613470,-1223283
M0013,Babice u Šternberka-Dlouhé,2,NA,242,-545196,-1105597
M0014,Bačice-Padělky,3,TRUE,415,-640946,-1168135
M0015,Bačice-Pode vsí,2,TRUE,426,-641374.9315,-1168256.891
M0016,Bačkovice-Za mlýnem,2,TRUE,429,-675346,-1177723
M0017,Bánov-U Zbela,1,NA,278,-520819,-1190841
M0018,Bantice-Am Berg,3,TRUE,232,-632947,-1191201
M0019,Baumgarten an der March-Bienenstand,2,TRUE,142,-589845,-1260582
M0020,Baumgarten an der March-Kirchenfeld,2,FALSE,143,-588969,-1259995
M0021,Bedihošť-cukrovar,NA,NA,210,-554675,-1137350
M0022,Bedihošť-Dolní padělky,2,NA,210,-555601,-1135483
M0023,Bedihošť-Václavovice,NA,NA,207,-555501,-1137778
M0024,Bedřichovice-Malé pole,2,FALSE,240,-590088,-1162884
M0025,Bedřichovice-Zlámaniny,3,FALSE,280,-590906,-1163960
M0026,Běhařovice-Za kostelem,1,FALSE,354,-638179,-1177936
M0027,Běhařovice-Za kostelem II,3,FALSE,376,-638648,-1177688
M0028,Bělov-Horní pole,2,TRUE,235,-534445,-1164560
M0029,Beňov-Dolní újezd,NA,TRUE,228,-530997,-1142059
M0030,Bernahardsthal- Aulüssen,2,NA,154,-582410,-1219872
M0031,Bernhardsthal-Aulüssen,2,FALSE,155,-582353,-1220178
M0032,Bernhardsthal-Sandgrube,1,FALSE,164,-584785,-1217885
M0033,Bernhardsthal-Werlehen,2,TRUE,160,-583681,-1219020
M0034,Bezměrov-hliník,2,NA,215,-544173,-1152038
M0035,Bezměrov-Hrubé teruty,1,NA,193,-544207,-1150887
M0036,Bílavsko-Chlum,2,NA,418,-520465,-1147846
M0037,Bílavsko-Nový trávník,2,TRUE,290,-521102,-1147257
M0038,Bílovice nad Svitavou-Hradisko,2,FALSE,255,-592642,-1155476
M0039,Bílovice u Prostějova-Hrad u Bílovic,2,NA,338,-566736,-1126949
M0040,Bílovice u Prostějova-Meziluží,2,NA,250,-563360,-1128591
M0041,Bílovice u Prostějova-Padělek,1,NA,290,-564036,-1128807
M0042,Bílovice u Uherského Hradiště-Padělky u boru,2,NA,316,-530629,-1180066
M0043,Biskupice u Jevíčka-U zastávky,3,NA,355,-582709,-1111603
M0044,Bítov-Pískoviště u borovic,3,TRUE,430,-667034,-1181713.2
M0045,Blanné I,3,FALSE,377,-652805,-1177712
M0046,Blatec-cihelna U Kocandy,2,NA,220,-547769,-1128627
M0047,Blatnice IV,3,TRUE,433,-654280,-1170578
M0048,Blatnice pod Svatým Antonínkem-Sv. Antoníček,3,NA,350,-537854,-1193300
M0049,Blatnice-Padělky,3,TRUE,438,-653989,-1169998
M0050,Blatnice-U lesa Ochoz,3,TRUE,426,-654323,-1170975
M0051,Blatnice-U spálených padělků,2,TRUE,415,-653534.4171,-1171290.102
M0052,Blišice-Přídanky,1,TRUE,342,-557853,-1171599
M0053,Blučina-Cezavy,2,FALSE,247,-598330,-1176911
M0054,Blučina-Dlouhé,2,TRUE,183,-595813.3277,-1175610.79
M0055,Blučina-Spodní Kolberky,NA,FALSE,186,-595160,-1175505
M0056,Blučina-Štumberky,2,TRUE,226,-595743,-1177105
M0057,Bohunice-Kamenice,1,FALSE,278,-600992,-1162326
M0058,Bohuslavice u Kyjova-Na skalách,2,TRUE,301,-562063.8926,-1180061.326
M0059,Bohuslavice u Kyjova-Šotnery,2,TRUE,253,-563424,-1179712
M0060,Bohuslavice u Kyjova-U tvrze,1,FALSE,207,-562442,-1181470
M0061,Bohušice-Bohušický rybník,2,FALSE,433,-654872,-1167090
M0062,Bohušice-návrší nad Rokytkou,2,TRUE,446,-655303,-1167226
M0063,Bohušice-U Blatnické křižovatky,3,TRUE,433,-653314.7341,-1167444.164
M0064,Bohušice-U lomu,2,TRUE,436,-653625.6042,-1166905.667
M0065,Bohušice-U Ouvaru,3,TRUE,453,-655089,-1166351
M0066,Bohutice-za zámkem,2,TRUE,265,-618790,-1181230
M0067,Bojanovice u Znojma-Kněžské,3,TRUE,347,-645416,-1180504
M0068,Bojanovice u Znojma-Vesky,2,FALSE,336,-646406.9365,-1182540.489
M0069,Boleradice-Kopanina,2,FALSE,208,-586438,-1187286
M0070,Boleradice-U chaty,2,TRUE,296,-587145,-1186223
M0071,Borkovany-Veselá hora,2,TRUE,317,-585019.1363,-1180140.335
M0072,Borotice nad Jevišovkou-Nad dvorem,2,FALSE,226,-628794,-1195474
M0073,Boršice u Buchlovic-Močidla,3,TRUE,230,-545761,-1179654
M0074,Bořitov-Na křibě,2,TRUE,351,-596271,-1134505
M0075,Bořitov-Perná,2,TRUE,336,-597459.4825,-1132932.459
M0076,"Bořitov-Perná, sad",2,TRUE,346,-597479.8359,-1132538.286
M0077,Bořitov-Písky,2,FALSE,338,-596931,-1133953
M0078,Bořitov-U dálnice,2,FALSE,354,-598177,-1135209
M0079,Bořitov-U hliníku,2,FALSE,315,-597489.1932,-1135461.289
M0080,Boskovice-Mánesova,1,FALSE,348,-591917,-1128815
M0081,Boskovice-Masarykovo nám.,2,FALSE,378,-590947,-1128823
M0082,Boskovice-Na dlouhých,2,TRUE,346,-592469.1458,-1129534.75
M0083,Boskovice-Pod lipníky,2,FALSE,366,-589690,-1126428
M0084,Boskovštejn-K nové louce,3,TRUE,373,-649036,-1178796
M0085,Boskovštejn-Písařovicovo pole nad rybníkem,3,FALSE,396,-651108,-1178838
M0086,Boskovštejn-Pod zahradama,2,FALSE,350,-650040,-1178334
M0087,Boskovštejn-Smoha,2,FALSE,383,-649109,-1178572
M0088,Boskovštejn-Výhon,2,FALSE,392,-651163.5078,-1178139.73
M0089,Bosonohy-Cihelna,2,FALSE,300,-604168,-1161728
M0090,Bosonohy-Dlouhý padělky,2,FALSE,298,-605503.8183,-1161080.181
M0091,Bosonohy-Hradisko,1,FALSE,333,-605368,-1160795
M0092,Bošovice-Galaše,3,TRUE,305,-584286.0787,-1178835.908
M0093,Bošovice-Příděl u háječka,2,TRUE,322,-582557,-1178841
M0094,Božice u Znojma- Kolonie u dvora,2,NA,195,-623921,-1197576
M0095,Božice-Na ostrůvku,2,TRUE,185,-625148,-1197249
M0096,Brankovice-Kyniska,1,FALSE,250,-561311.2551,-1169669.343
M0097,Brankovice-u železniční stanice,2,TRUE,282,-560572,-1169687
M0098,Bratčice-Půllány k Mělčanům,2,TRUE,208,-606086,-1175197
M0099,Bratčice-Půllány k Mělčanům (KNP),2,FALSE,228,-606461,-1174052
M0100,Brněnské Ivanovice-Panský lán,2,FALSE,218,-595580,-1166234
M0101,Brněnské Ivanovice-U lišek,2,TRUE,213,-595252,-1166217
M0102,Brníčko u Zábřeha-Gartenanger,2,NA,238,-553235,-1101236
M0103,Brníčko-intravilán,2,NA,240,-552948,-1101115
M0104,Brníčko-obec,2,NA,238,-553235,-1101236
M0105,Brno-Město-Bašty,1,FALSE,211,-598018,-1161204
M0106,Brno-Město-Dvořákova,1,FALSE,209,-597831,-1160669
M0107,Brod nad Dyjí-Krátké loučky,2,FALSE,171,-607892.2211,-1195313.896
M0108,Brod nad Dyjí-Pod silnicí,2,TRUE,179,-608876,-1196763
M0109,Brodek u Prostějova-Hájek,2,NA,255,-562373,-1145415
M0110,Brodek u Prostějova-Hůrka,2,FALSE,274,-560233,-1145846
M0111,Brodek u Prostějova-Lískovec,2,FALSE,236,-561415,-1144755
M0112,Brodek u Prostějova-Za zámkem,2,NA,268,-562910,-1144690
M0113,Brumovice-Brumovické úlehle,2,FALSE,224,-579834,-1187263
M0114,Břeclav-Přední čtvrtky,2,FALSE,158,-581910,-1209059
M0116,Březník-Klínky,2,TRUE,389,-628966,-1159763
M0117,Březník-Kosův brodek,3,TRUE,362,-627945,-1160734
M0118,Březník-Nad Výhonem,3,TRUE,415,-627947,-1159254
M0119,Březník-Střední hon,2,TRUE,391,-627681,-1159801
M0120,Březník-Zadní hon,2,FALSE,391,-627207,-1159573
M0121,Březolupy-Čertoryje,2,NA,286,-527173,-1175910
M0122,Březolupy-Pastvisko,3,NA,312,-528632,-1174117
M0123,Břežany u Znojma-Sporná pole,3,TRUE,229,-622560,-1194321
M0124,Budkovice-Myslivárna,2,FALSE,284,-618722,-1172351
M0125,Budkovice-Na zadních,2,TRUE,256,-617654,-1172276
M0126,Budkovice-Pod Holým kopcem,2,TRUE,219,-618471,-1172580
M0127,Bukovany u Olomouce-Ohrady,2,NA,275,-540057,-1120535
M0128,Bulhary-Au Äcker,2,FALSE,173,-592040,-1202527
M0129,Bulhary-Gajdošova cihelna,2,FALSE,168,-591321.2061,-1203800.011
M0130,Bulhary-Nad sklepy,2,TRUE,206,-593005,-1202102
M0131,Bullendorf-Wiesental,2,TRUE,200,-600919,-1226952
M0132,Býkovice-Příčníky,2,FALSE,332,-598925,-1134085
M0133,Býkovice-U obrázku,2,FALSE,369,-599832,-1134005
M0134,Bystrc-Na pile,2,FALSE,244,-607631,-1152458
M0135,Bystrc-Rakovec,1,TRUE,210,-604577,-1156231
M0136,Bystrc-U buku,2,TRUE,310,-608715,-1153704
M0137,Bystrc-Zadní dlouhé,1,FALSE,268,-604185,-1157236
M0138,Bystročice-nový kravín,2,NA,210,-551775,-1127761
M0139,Bystročice-U Topolánků,2,NA,221,-551985,-1127063
M0140,Cetechovice-okraj obce,2,TRUE,330,-550692,-1168017
M0141,Ctidružice-Stejskalovo pole,3,FALSE,387,-654072,-1177761
M0142,Ctidružice-U kříže k Pavlicím,3,TRUE,389,-654399,-1178455
M0143,Častohostice-Nivky,2,TRUE,423,-658516,-1173599
M0144,Častohostice-Stráž,2,TRUE,440,-658179.5295,-1174282.817
M0145,Čechovice-Díly u Hloučely,2,NA,235,-560247,-1132562
M0146,Čechovice-Pololání,2,NA,238,-560930,-1133574
M0147,Čechovice-Záhoří-Čechovsko,3,FALSE,350,-563077,-1135562
M0148,Čechůvky-Kopaniny,2,FALSE,216,-554449,-1134291
M0149,Čechy pod Kosířem-Pod Brusem,2,NA,305,-565468,-1125407
M0150,Čechy pod Kosířem-U Hluchova,3,NA,320,-565799,-1124588
M0151,Čechy pod Kosířem-U vazu,3,NA,340,-565838,-1124237
M0152,Čechy pod Kosířem-Za dvorem,1,NA,310,-564562,-1124550
M0153,Čekyně-Žalkov,2,TRUE,282,-536198,-1133765
M0154,Čelčice-Louky,NA,TRUE,204,-553038,-1139908
M0155,Černá Hora-intravilán,2,FALSE,321,-597658.0458,-1136303.3
M0156,Černá Hora-Porčův mlýn,2,FALSE,333,-595781,-1136841.25
M0157,Černá Hora-Selkov,1,FALSE,332,-598651,-1136057
M0158,Černá Hora-Zaryplovy,2,FALSE,318,-596973.6941,-1136100.736
M0159,Černín-Nad silnicí,2,FALSE,292,-643061,-1179696
M0160,Česká-Vrbky,2,FALSE,282,-599797.9232,-1151491.47
M0161,Čučice-Milošov,3,TRUE,415,-621393,-1163170
M0162,Dalešice-U dominka,2,TRUE,414,-636401,-1163264
M0163,Dambořice-Kluče,2,FALSE,235,-577356,-1179000
M0164,Dambořice-Spálený,1,FALSE,238,-577245,-1179815
M0165,Dambořice-Vysoká,1,FALSE,243,-577373.9881,-1178505.356
M0166,Dambořice-Za dvorem,1,FALSE,233,-577582,-1179131
M0167,Dědice u Vyškova-cihelna,2,FALSE,280,-570788,-1151946
M0168,Dědice u Vyškova-Kozí horka,3,NA,290,-570103,-1151785
M0169,Dědice u Vyškova-Legerní pole,2,NA,274,-569136,-1153399
M0170,Dědice u Vyškova-Letní pole,3,NA,264,-569894,-1153891
M0171,Dědice u Vyškova-Za parkem,3,NA,262,-569173,-1153309
M0172,Dědice u Vyškova-Za zbrojovkou,1,NA,272,-567851,-1152164
M0173,Dědinka-U lípy,2,NA,290,-558887,-1096290
M0174,Dešov-Příčný,2,FALSE,488,-665794,-1176049
M0175,Dešov-Řepták,2,TRUE,455,-666441,-1177019
M0176,Dešov-U Vlčáku,2,TRUE,470,-665943,-1176882
M0177,Dětkovice u Prostějova-Skaličníky,NA,NA,270,-561832,-1139457
M0178,Dětkovice u Prostějova-Široké šiborovice,3,NA,260,-562034,-1140760
M0179,Dětkovice u Prostějova-Za zahradami,2,NA,250,-561091,-1139699
M0180,Devínska Nová Ves-Kaštieľ,2,NA,150,-582938,-1272037
M0181,Devínska Nová Ves-Útočnica,3,NA,150,-581500,-1272515
M0182,Diváky-Burberk,2,FALSE,310,-588709,-1186188
M0183,Diváky-Díly v zelách,2,FALSE,241,-586665,-1185195
M0184,Diváky-Nedánov,2,FALSE,228,-585868,-1184942
M0185,Diváky-Nivy pod Svárovem,3,TRUE,303,-588590,-1184046
M0186,Diváky-Polejtně,2,FALSE,355,-589143,-1184564
M0187,Diváky-Porgartně,2,FALSE,275,-587757,-1185302
M0188,Diváky-Stará hora,3,TRUE,341,-588584,-1184738
M0189,Diváky-U kravína,2,FALSE,247,-587926,-1185083
M0190,Divoky-Žernová,2,NA,295,-546664,-1165238
M0191,Dluhonice-Dolní újezd,3,FALSE,218,-536320,-1137639
M0192,Dobrochov-Pod širokou,NA,NA,235,-560356,-1142859
M0193,Dobrotice-Příčky od souhrad,3,TRUE,262,-523935,-1151781
M0194,Dobšice u Znojma-Léry,2,NA,206,-640050,-1195183
M0195,Dobšice u Znojma-Mezi potoky,2,FALSE,235,-640380,-1194351
M0196,Dobšice u Znojma-V od obce,3,FALSE,244,-639539,-1194606
M0197,Dojč-Jasenové,2,TRUE,190,-554083,-1222926
M0198,Dolany u Olomouce-kostel sv. Matouše,2,NA,259,-541324,-1115999
M0199,Dolany u Olomouce-Za Benešovo,2,NA,250,-541829,-1115980
M0200,Dolní Dubňany-Na čtvrtích,3,FALSE,316,-626490,-1173709
M0201,Dolní Němčí-Kráčinky,2,NA,260,-531002,-1193021
M0202,Dolní Němčí-Záhumní,3,NA,260,-529102,-1193596
M0203,Dolní Sukolom-cihelna,2,NA,240,-553005,-1099823
M0204,Dolní Sukolom-obec,2,NA,240,-553352,-1098947
M0205,Dolní Sukolom-Pirnikberg,2,NA,240,-553001,-1099849
M0206,Dolní Sukolom-V lukách,2,NA,242,-553091,-1098173
M0207,Dolní Ves-Za Suhým,1,NA,264,-521529,-1158888
M0208,Dolní Věstonice-JZD,2,FALSE,183,-599631,-1195506
M0209,Dolní Věstonice-Na pískách,2,FALSE,173,-599698.3889,-1194513.219
M0210,Dolní Věstonice-Nad silnicí,1,FALSE,202,-597161.9543,-1196251.314
M0211,Dolní Věstonice-štěrkovna,1,FALSE,171,-600074.0037,-1195187.083
M0212,Dolní Věstonice-Věstonická brána,1,FALSE,186,-597214.5851,-1195992.725
M0213,Domanín-Domanínský kopec,2,TRUE,312,-550169,-1186409
M0214,Domčice-intravilán,3,FALSE,237,-633221,-1184718
M0215,Doubrava u Březiny-Valy,1,TRUE,410,-572870,-1147247
M0216,Doubravice nad Moravou-Kouřilka,2,NA,257,-565366,-1103460
M0217,Doubravice nad Svitavou-intravilán,2,FALSE,296,-594030.8333,-1132808.917
M0218,Drahanovice-U Lusthózu,2,NA,308,-559517,-1122913
M0219,Drásov-Díly pod Horkami II,3,TRUE,290,-605096.318,-1142824.154
M0220,Drásov-Keblány,3,TRUE,313,-604963.4789,-1142354.41
M0221,Drnholec-Holenická pole,2,FALSE,171,-608602,-1195090
M0222,Drnholec-Lidická ul.,1,FALSE,174,-610851,-1196959
M0223,Drnholec-Malé hajdy,2,FALSE,179,-610623,-1194690
M0224,Drnholec-Mrchoviště,1,TRUE,170,-610393,-1196348
M0225,Drnovice u Vyškova-Adlerova mez,2,NA,325,-572643,-1153772
M0226,Drnovice u Vyškova-Budonická louka,2,NA,310,-572697,-1153115
M0227,Drnovice u Vyškova-Horka,2,TRUE,316,-573214,-1154898
M0228,Drnovice u Vyškova-Kněží háj,3,NA,354,-573131,-1153458
M0229,Drnovice u Vyškova-Končiny,2,NA,330,-572652,-1153613
M0230,Drnovice u Vyškova-Kopaniny u lomu,2,NA,342,-573009,-1153651
M0231,Drnovice u Vyškova-Křivda,1,NA,300,-572479,-1154089
M0232,Drnovice u Vyškova-Podsedky,2,TRUE,294,-573666,-1154326
M0233,Drnovice u Vyškova-Přídanky,3,TRUE,280,-572920,-1154888
M0234,Drnovice u Vyškova-Za Lesní správou,2,FALSE,286,-571935,-1154153
M0235,Drösing-Apfering,2,TRUE,149,-582838,-1234221
M0236,Drösing-Hutmannsdorf,2,TRUE,150,-583249,-1233612
M0237,Drösing-Meierheide,2,TRUE,150,-583439,-1234503
M0238,Drösing-Röhringseewiesen,2,TRUE,149,-582799,-1235501
M0239,Drösing-Röhringseewiesen,2,TRUE,148,-583154,-1235719
M0240,Drösing-Steinafurth,2,TRUE,149,-583056,-1235133
M0241,Drösing-Unteres inneres Feld,2,TRUE,150,-583998,-1236569
M0242,Drysice-Dolní Radlikus,1,NA,270,-563525,-1148292
M0243,Drysice-Na kopaninách,2,NA,370,-563839,-1147885
M0244,Držovice na Moravě-Bezděkov,2,NA,216,-556664,-1132919
M0245,Držovice na Moravě-Díly odvrahoviční,2,NA,230,-555916,-1132470
M0246,Držovice na Moravě-Háj,2,NA,260,-555816,-1131399
M0247,Držovice na Moravě-Horka,3,NA,218,-557589,-1132268
M0248,Držovice na Moravě-Loučky,2,NA,210,-557228,-1132799
M0249,Držovice na Moravě-Panský díl,2,NA,235,-556931,-1131339
M0250,Držovice na Moravě-Pastviska,2,NA,222,-557121,-1131634
M0251,Držovice na Moravě-U hřbitova,1,NA,222,-556276,-1132323
M0252,Držovice na Moravě-Vinohrádky,2,TRUE,238,-556313,-1131449
M0253,Dřevnovice-intravilán,2,NA,209,-557781,-1150069
M0254,Dřevohostice-cihelna,3,NA,285,-524050,-1143759
M0255,Dřevohostice-Pláňava,3,NA,300,-524326,-1140443
M0256,Dub nad Moravou-Farská zahrada,3,NA,216,-546675,-1133788
M0257,Dub nad Moravou-obec,NA,NA,210,-546454,-1133971
M0258,Dub nad Moravou-Tučapy,NA,NA,214,-546535,-1133174
M0259,Dubany na Hané-Vršiny,2,NA,210,-552159,-1129129
M0260,Dubňany-Jarohněvický rybník,2,TRUE,172,-567836,-1193872
M0261,Dubňany-Kostelisko,2,TRUE,175,-567165,-1192533
M0262,Dubňany-Nivky,2,TRUE,179,-565907.5167,-1191154.648
M0263,Dubovce-Pod Otrč horou,2,TRUE,252,-557893,-1213420
M0264,Dúbravka-Veľá lúka,3,NA,190,-579898,-1274370
M0265,Dukovany-Pařezy,2,FALSE,368,-627809,-1170203
M0266,Dürnkrut-Am Mühlgraben,2,TRUE,150,-589684,-1243263
M0267,Dürnkrut-Neue Wiesen,2,TRUE,146,-587480,-1242297
M0268,Dyje-bezejmenná ostrožna,2,NA,240,-638077,-1196493
M0269,Dyje-Sad u nádraží,1,NA,254,-638136,-1194844
M0270,Džbánice-Marhulky,2,FALSE,302,-627924,-1179410
M0271,Džbánice-Zahrady pod hájem,2,FALSE,284,-628753,-1179858
M0272,Ebendorf-Edel Äcker,2,FALSE,204,-605386,-1230477
M0273,Ebendorf-Hühnerkratzer,3,FALSE,515,-605792,-1230717
M0274,Ebendorf-Schellenberg,2,TRUE,228,-607288,-1231144
M0275,Eichenbrunn-Erntdankkreuz,1,FALSE,286,-623979,-1222462
M0276,Elsern-Wartlüß,3,TRUE,440,-673749,-1190525
M0277,Falkenstein-Burgberg,2,TRUE,400,-606070,-1212531
M0278,Falkenstein-Schanzboden,2,FALSE,335,-605979,-1215617
M0279,Friebritz-Fallehergraben,2,FALSE,302,-618234,-1221711
M0280,Friebritz-Frauenberg,1,FALSE,266,-617760,-1222081
M0281,Friebritz-westlich Teichbreite,2,TRUE,256,-618107,-1222282
M0282,Fronsburg-Entersgraben,2,FALSE,400,-661432,-1196652
M0283,Fronsburg-Hinterfeld,2,FALSE,400,-662922,-1197691
M0284,Fugnitz-Geraser Feld,2,TRUE,480,-669128,-1197757
M0285,Gaiselberg-Hausberg,2,TRUE,271,-598137,-1235176
M0286,Gaiselberg-Nr. 80,2,TRUE,244,-597963,-1234772
M0287,Gajary-Bystrá II,3,TRUE,150,-587681,-1247372
M0288,Gajary-Jazierkové,3,TRUE,150,-584488,-1244028
M0289,Gajary-Pod lipou,3,TRUE,150,-586218,-1247781
M0290,Gajary-Prašivá,2,TRUE,151,-584481,-1244465
M0291,Gajary-Radlica,2,NA,155,-581584,-1243710
M0292,Gajary-Veselé,3,TRUE,150,-585322,-1244119
M0293,Gaubitsch-Alpenberg,2,TRUE,232,-621202,-1220092
M0294,Gaubitsch-Hanfthal,2,FALSE,265,-621986,-1220732
M0295,Gaubitsch-Reifling,2,TRUE,270,-622410,-1220134
M0296,Gaubitsch-südlich Ort,2,FALSE,222,-621028,-1219617
