id,value
M0400,4.816187810304584
M0401,6.058433693104248
M0402,6.6252173399259835
M0403,5.363705258137025
M0404,7.200093538528147
M0405,7.1120286593506545
M0406,7.1338997426275
M0407,6.944879557023633
M0408,4.652187119013681
M0409,5.736451751452947
M0410,7.033240212008861
M0411,8.169107410804493
M0412,10.098520758434601
M0413,4.085197445227061
M0414,7.676179535921265
M0415,9.406059387473269
M0416,9.267618646482065
M0417,6.624252176931444
M0418,7.923329784440136
M0419,9.875361353603063
M0420,9.242283206986144
M0421,4.74213294569365
M0422,4.371890985979831
M0423,4.10811228886153
M0424,5.976814903313011
M0425,9.337437700939665
M0426,6.45008909380492
M0427,7.96646326883409
M0428,4.600665085234916
M0429,5.95752055207326
M0430,15.876112883453661
M0431,5.391686358428469
M0432,9.209717548605221
M0433,8.576462059372272
M0434,7.068794615853967
M0435,7.808601071023604
M0436,7.430679869290696
M0437,7.192928391924632
M0438,8.604865462500939
M0439,7.455130604525205
M0440,6.64877937775161
M0441,6.783918512128906
M0442,5.5444792700497985
M0443,5.5444792700497985
M0444,5.9612085516535265
M0445,5.782837038749985
M0446,6.447093895982084
M0447,6.531023260988412
M0448,6.972488811686986
M0449,6.42327808028198
M0450,5.102873694605943
M0451,3.848656975059861
M0452,8.329692006064287
M0453,6.954959719041859
M0454,9.4442678994535
M0455,5.309142300778745
M0456,9.521808618236715
M0457,6.065518656645663
M0458,7.420273519039903
M0459,7.311093978296576
M0460,9.118745772317638
M0461,10.396899781407704
M0462,8.023125737556256
M0463,3.9652380100845543
M0464,8.427911030872195
M0465,11.784161265126578
M0466,5.852614237272497
M0468,8.392993460918936
M0469,6.248840159425161
M0470,8.234136426715919
M0471,6.88253955411389
M0472,5.967521839200842
M0473,7.77813121526614
M0474,7.962447095782149
M0475,6.485588680148031
M0476,6.138702975256838
M0477,9.322607373408738
M0478,8.7819868805044
M0479,5.940201520756051
M0480,4.8894352846076226
M0481,5.43018265706487
M0482,5.623009516306939
M0483,7.150337019736099
M0484,12.270068027600821
M0485,6.524316477185151
M0486,10.392627367662225
M0487,8.158334087071651
M0488,6.352688765465187
M0489,8.817701412235978
M0490,8.761909182311044
M0491,7.848375571411361
M0492,6.906858123044795
M0493,5.834657577209951
M0494,6.613391801397855
M0495,7.555797473039239
M0496,8.884783485571669
M0497,8.722373930820778
M0498,10.532825583895892
M0499,6.714887433953859
M0500,11.799418932087193
M0501,8.075814185820374
M0502,4.550063518003167
M0503,5.486582125362793
M0504,8.149386762469772
M0505,8.697414683954657
M0506,6.269161929149254
M0507,5.271674697687564
M0508,4.186770825148941
M0509,5.388895163237814
M0510,6.362423610940096
M0511,7.694600783335338
M0512,6.185424222426681
M0513,11.152119836288582
M0514,7.5450826329676985
M0515,6.280197265877653
M0516,7.473875389368605
M0517,8.444628827361775
M0518,5.221010934186619
M0519,7.071372853039385
M0520,6.946817242387516
M0521,4.831620528180237
M0522,4.939541461518311
M0523,6.678393495558201
M0524,5.42647843495492
M0525,5.415873275826296
M0526,6.276937430267626
M0527,6.274775762128493
M0528,5.217346562339565
M0529,9.208910033656965
M0530,8.963552735845404
M0531,4.040632196748153
M0532,8.910389895950045
M0533,9.684740472213894
M0534,12.576190006218704
M0536,7.8932432579280265
M0537,7.717977264472042
M0538,6.601380154865343
M0539,7.559534331582522
M0540,5.4402649197449
M0541,5.6884481678398595
M0542,9.814290268852535
M0543,5.298256261392737
M0544,6.147129762771552
M0545,8.368742722760206
M0546,9.039323826545271
M0547,9.039693237501773
M0548,6.109154865658712
M0549,5.728642479880489
M0550,6.41265427093069
M0551,8.01340272973527
M0552,9.490403166983093
M0553,7.8692622730426445
M0554,2.82617722627887
M0555,5.541767209253251
M0556,5.175385193640289
