orig,rowid,orig_id,point_x,point_y,region,site,site_note,accuracy,surface,altitude,source,note,chrono1,chrono2,chrono1_label,chrono2_label
b,C0369,NA,-694911,-1038129,NY,Nymburk-,NA,1,FALSE,186,Lutovský a kol. 2011,NA,TRB,NA,TRB,NA
b,C0370,P-1314-00205,-697783,-1038031,NY,Nymburk-Velké valy,NA,1,FALSE,186,"BZO 1999; Motyková K. 1998: Středočeský vlastivědný sborník 16, 151-158",NA,SBK,NA,SBK,NA
b,C0371,AN/NB – 1158,-695296,-1037880,NY,Nymburk- seřazovací nádraží,U sv. Vojtěcha,2,FALSE,186,Vávra 1981,NA,SBK,NA,SBK,NA
b,C0371,AN/NB – 1158,-695296,-1037880,NY,Nymburk- seřazovací nádraží,U sv. Vojtěcha,2,FALSE,186,Vávra 1981,NA,TRB,NA,TRB,NA
b,C0371,AN/NB – 1158,-695296,-1037880,NY,Nymburk- seřazovací nádraží,U sv. Vojtěcha,2,FALSE,186,Vávra 1981,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0372,NA,-690594,-1007731,MB,Obruby-,NA,2,TRUE,264,"Zápotocká, Řídký 1999",NA,SBK,SBK Early,SBK,SBK Early
b,C0372,NA,-690594,-1007731,MB,Obruby-,NA,2,TRUE,264,"Zápotocká, Řídký 1999",NA,SBK,SBK Late,SBK,SBK Late
b,C0373,P-1222-00293,-735198,-1021004,ME,Obříství-U Talicha,NA,2,FALSE,166,AMČR,NA,SBK,NA,SBK,NA
b,C0374,P-1222-00034,-735548,-1020658,ME,Obříství-Svatopluka Čecha,NA,2,FALSE,164,AMČR,NA,SBK,NA,SBK,NA
b,C0375,NA,-736112,-1020474,ME,Obříství-Na Tarase,NA,1,FALSE,164,"Davidová, Fleková 2014",NA,SBK,SBK Early,SBK,SBK Early
b,C0375,NA,-736112,-1020474,ME,Obříství-Na Tarase,NA,1,FALSE,164,"Davidová, Fleková 2014",NA,SBK,SBK Late,SBK,SBK Late
b,C0376,AN – 1173,-742077,-1027272,PH,Odolena Voda-Velký háj,NA,1,FALSE,272,BZO 1990-92,NA,TRB,NA,TRB,NA
b,C0377,PD-JC-1153,-674756,-1010835,JC,Ohaveč-,NA,3,TRUE,320,AMČR,NA,SBK,NA,SBK,NA
b,C0378,P-1242-00121,-744457,-1059028,PZ,Ohrobec-Nad Úvozem,NA,2,FALSE,368,Dufek 2019,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0379,ML-1180,-692596,-999116,MB,Olšina-Kurovodice,Pod tvrzí,2,NA,246,"PA XVI 1888, str.342",NA,SBK,NA,SBK,NA
b,C0380,NA,-644513.49,-1050520.52,PA,Opatovice nad Labem,NA,3,NA,224,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0381,NA,-644326,-1049684,PA,Opatovice nad Labem-V Dílcích,NA,2,FALSE,225,Doležel 2012,NA,TRB,NA,TRB,NA
b,C0382,ADC-30945,-684191,-1046173,NB,Opolánky-Staré Badry,NA,3,FALSE,196,Vávra 1981,NA,SBK,NA,SBK,NA
b,C0382,ADC-30945,-684191,-1046173,NB,Opolánky-Staré Badry,NA,3,FALSE,196,Vávra 1981,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0383,NA,-734598,-1057468,PZ,Osnice-U Herinku,NA,1,FALSE,350,Lutovský a kol. 2010,"Sídliště s LnK, VpK jen ojediněle",SBK,NA,SBK,NA
b,C0384,ADC-14781; P-1242-00033; ADC-14782,-735112,-1056946,PZ,Osnice-Na Vrbici,NA,2,TRUE,350,"BZO 1984-85; Neuwirth M. 1987: BZO 1984-85, 143",NA,SBK,NA,SBK,NA
b,C0385,P-1321-00187; P-1321-00160; P-1321-00138,-659310,-1021683,JC,Ostroměř-Starohorská ul.,NA,1,FALSE,264,BZO 2008,NA,SBK,NA,SBK,NA
b,C0386,P-1321-00019,-652951,-1026626,JC,Ostrov v Podkrkonoší,NA,2,TRUE,274,"1985: Zpravodaj KMVČ XII/1; BZO 1984-85; Drnovský P. 2013: Středověké osídlení na   horním toku řeky Bystřice, 62.",NA,SBK,NA,SBK,NA
b,C0387,P-1321-00027,-652133,-1027268,JC,Ostrov v Podkrkonoší-Pod kazatelnou,"Na těžké, i k.ú. Třebnouševes",2,NA,276,"Drnovský P. 2013: Středověké osídlení na horním toku řeky Bystřice, 64; Zwiefelhofer, E. 1927: Přehled nálezů a vykopávek, jež jsou zaznamenány ve spisech Arch. M v   Hořicích. In. Sb. 40 let arch., 27-31.",NA,SBK,NA,SBK,NA
b,C0388,PB-1077,-644959,-1059184,PA,Pardubice-V úzkém,NA,1,FALSE,220,"BZO 1970; Burgert P. 2008: Stanice kultury s vypíchanou keramikou v Pardubicích „V úzkém“, Východočeský sborník historický 15, 3-37",NA,SBK,SBK Late,SBK,SBK Late
b,C0389,NA,-690166,-1060517,KO,Pašinka-U hřiště,NA,2,FALSE,274,Lutovský a kol. 2014; Lutovský a kol. 2015,NA,SBK,NA,SBK,NA
b,C0390,JV-1281,-690153,-1061143,KO,Pašinka-Na stráních,Pole SZ od železničního mostu,2,FALSE,284,Vávra 2000,NA,LgK,LgK II,LgK,LgK II
b,C0391,P-1332-00151,-682237,-1067974,KH,Perštejnec,NA,1,FALSE,256,BZO 1990-92,NA,TRB,NA,TRB,NA
b,C0392,OS_P0_77007; P-1242-00061; P-1242-00062,-733678,-1050469,A,Petrovice-Dobrá Voda,NA,2,FALSE,294,Dufek 2019,NA,SBK,NA,SBK,NA
b,C0393,NA,-732266,-1052287,A,Pitkovice-Nové Pitkovice,NA,3,FALSE,282,Lutovský a kol. 2010,NA,TRB,NA,TRB,NA
b,C0394,JV-1283,-700562,-1053254,KO,Plaňany-U cukrovaru,NA,2,FALSE,216,"Dvořák F.: Kolinsko 1936, str.85,144; Filip J. 1956: Keltové ve střední Evropě, 372.",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0395,JV-1284,-700910,-1053022,KO,Plaňany-Na skřipci,NA,3,NA,212,"Píč J.L.: PA 18 1898, str.209; Vokolek 2007",NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
b,C0396,NA,-701109,-1052570,KO,Plaňany-Na melounici,lom,2,FALSE,222,Prostředník et al. 2002,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0397,NA,-699637,-1053525,KO,Plaňany-V lukách,obchvat,3,FALSE,218,Lutovský a kol. 2019,NA,SBK,NA,SBK,NA
b,C0398,NA,-642360.43,-1038243.08,HK,Plotiště nad Labem_mezi Součkovou a výzkumem,NA,1,NA,248,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0399,NA,-642188.45,-1040564.8,HK,Plácky-písečník_Marela,NA,1,NA,234,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0400,NA,-643011.91,-1039701.1,HK,Plotiště nad Labem_rondel,NA,1,NA,242,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0401,NA,-642102.46,-1040286.99,HK,Plácky-šutrovník-Holecká,NA,1,NA,232,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0402,NA,-643174.02,-1038759.02,HK,Plotiště nad Labem_za hospodářskými budovami,NA,1,NA,247,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0403,NA,-641612.98,-1040167.92,HK,Plácky-U zabitého,NA,1,NA,232,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0404,NA,-641361.63,-1039109.59,HK,Plotiště nad Labem-Plácky_Kydlinov,NA,1,NA,234,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0405,NA,-642651.85,-1038511.1,HK,Plotiště nad Labem-Součkova cihelna,NA,1,FALSE,248,Doležel 2012; Burgert 2016,NA,SBK,SBK Early,SBK,SBK Early
b,C0405,NA,-642651.85,-1038511.1,HK,Plotiště nad Labem-Součkova cihelna,NA,1,FALSE,248,Doležel 2012; Burgert 2016,NA,SBK,SBK Late,SBK,SBK Late
b,C0405,NA,-642651.85,-1038511.1,HK,Plotiště nad Labem-Součkova cihelna,NA,1,FALSE,248,Doležel 2012; Burgert 2016,NA,TRB,NA,TRB,NA
b,C0405,NA,-642651.85,-1038511.1,HK,Plotiště nad Labem-Součkova cihelna,NA,1,FALSE,248,Doležel 2012; Burgert 2016,NA,LgK,LgK II,LgK,LgK II
b,C0406,NA,-641771.73,-1037815.34,HK,Plotiště nad Labem-Vozelnikův mlýn,NA,1,NA,238,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0407,NA,-642011.56,-1037685.6,HK,Plotiště nad Labem-U předměřické cihelny,výzkum 1960_1971,1,FALSE,248,"Burgert 2019; Burgert et al. 2016; Vokolek, Zápotocký 2009; KNP – sdělení P.Burgert",VpK IV ohrazení,SBK,SBK Early,SBK,SBK Early
b,C0407,NA,-642011.56,-1037685.6,HK,Plotiště nad Labem-U předměřické cihelny,výzkum 1960_1971,1,FALSE,248,"Burgert 2019; Burgert et al. 2016; Vokolek, Zápotocký 2009; KNP – sdělení P.Burgert",VpK IV ohrazení,SBK,SBK Late,SBK,SBK Late
b,C0407,NA,-642011.56,-1037685.6,HK,Plotiště nad Labem-U předměřické cihelny,výzkum 1960_1971,1,FALSE,248,"Burgert 2019; Burgert et al. 2016; Vokolek, Zápotocký 2009; KNP – sdělení P.Burgert",VpK IV ohrazení,LgK,LgK II,LgK,LgK II
b,C0407,NA,-642011.56,-1037685.6,HK,Plotiště nad Labem-U předměřické cihelny,výzkum 1960_1971,1,FALSE,248,"Burgert 2019; Burgert et al. 2016; Vokolek, Zápotocký 2009; KNP – sdělení P.Burgert",VpK IV ohrazení,TRB,NA,TRB,NA
b,C0408,NA,-693441,-1050999,KO,Pňov-Kobylnice,i k.ú. Velim,1,TRUE,194,"Chlup, Burgert 2018",NA,SBK,SBK Early,SBK,SBK Early
b,C0409,AN/NB – 1217,-691821,-1051544,KO,Pňov-Doubice,NA,2,NA,193,"Hellich J.: PA 30 1918,21; Hellich J.: PA 26,141",NA,TRB,NA,TRB,NA
b,C0410,ADC-16216,-699293,-1055657,KO,Poboří-,pozemek p. Růžičky,2,NA,254,"Dvořák F. 1936: Pravěk Kolínska a Kouřimska, 144",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0411,JV-1293,-699882,-1055896,KO,Poboří-,"pozemek p. Dvořáka, ppč. 115/1",2,NA,262,"Dvořák F. 1936: Pravěk Kolínska a Kouřimska, 44, 53, 144",NA,TRB,NA,TRB,NA
b,C0412,NA,-674890,-1014986,JC,Podhradí-Veliš,NA,1,FALSE,405,Doležel 2012,NA,TRB,NA,TRB,NA
b,C0413,PD-JC-1324,-685882,-1005969,JC,Podkost-Velký Poráň,NA,2,TRUE,324,"Filip J. 1947: Dějinné počátky Českého ráje, 278, Praha; AMČR",NA,SBK,NA,SBK,NA
b,C0414,ADC-16494,-687962,-1059114,KO,Polepy u Kolína-,Pole pana Holečka,2,NA,204,Dvořák F.: Kolinsko 1936; Rulf J. 1983: PA 74; Vávra M.: 1981,NA,LgK,LgK II,LgK,LgK II
b,C0415,ADC-16489,-688407,-1059806,KO,Polepy u Kolína-,Pole paní Dostalové a pana Chrousta,3,FALSE,226,Dvořák F.: Kolinsko 1936; Rulf J. 1983: PA 74; Vávra 1981,NA,LgK,LgK I,LgK,LgK I
b,C0415,ADC-16489,-688407,-1059806,KO,Polepy u Kolína-,Pole paní Dostalové a pana Chrousta,3,FALSE,226,Dvořák F.: Kolinsko 1936; Rulf J. 1983: PA 74; Vávra 1981,NA,LgK,LgK II,LgK,LgK II
b,C0416,KH-MA-1049,-685864,-1068876,KH,Poličany-,NA,2,FALSE,296,BZO 1964,NA,SBK,NA,SBK,NA
b,C0417,ADC-15534; P-1313-00034,-706145,-1045648,KO,Poříčany-pískovna Černá obora,NA,1,FALSE,226,Čtverák 1997,NA,SBK,NA,SBK,NA
b,C0417,ADC-15534; P-1313-00034,-706145,-1045648,KO,Poříčany-pískovna Černá obora,NA,1,FALSE,226,Čtverák 1997,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0418,P-1313-00009,-705571,-1044620,KO,Poříčany-V rolcích,dálnice D11,1,FALSE,200,Čtverák 1997,NA,SBK,NA,SBK,NA
b,C0419,NA,-706369,-1044714,KO,Poříčany-Na seňarku,NA,1,FALSE,238,Čtverák 1997,NA,SBK,NA,SBK,NA
b,C0419,NA,-706369,-1044714,KO,Poříčany-Na seňarku,NA,1,FALSE,238,Čtverák 1997,NA,TRB,NA,TRB,NA
b,C0420,P-1222-00222; P-1222-00237,-742915,-1026843,ME,Postřižín-ul. Pod Topolákem,NA,2,FALSE,238,BZO 2006,NA,TRB,NA,TRB,NA
b,C0421,P-1324-00127,-646457,-1045646,HK,Praskačka-Na pískách,NA,2,FALSE,231,"Vokolek, Zápotocký 2009",NA,SBK,NA,SBK,NA
b,C0421,P-1324-00127,-646457,-1045646,HK,Praskačka-Na pískách,NA,2,FALSE,231,"Vokolek, Zápotocký 2009",NA,LgK,NA,LgK,NA
b,C0422,P-1323-00043,-657732,-1048729,PA,Pravy-Za humny,NA,2,FALSE,262,BZO 2004; BZO 2008,NA,SBK,SBK Late,SBK,SBK Late
b,C0422,P-1323-00043,-657732,-1048729,PA,Pravy-Za humny,NA,2,FALSE,262,BZO 2004; BZO 2008,NA,TRB,NA,TRB,NA
b,C0423,P-1324-00143,-642028,-1041634,HK,Pražské Předměstí-Hořická ul.,NA,2,FALSE,234,BZO 2007,NA,TRB,NA,TRB,NA
b,C0424,NA,-700927,-1055753,KO,Přebozy-u dvora,NA,3,NA,254,"Dvořák F.: Kolinsko 1936, str.145",NA,TRB,NA,TRB,NA
b,C0425,NA,-641379.06,-1036343.99,HK,Předmeřice nad Labem-písečník V. Petra,NA,2,FALSE,246,"Vokolek, Zápotocký 2009",NA,LgK,LgK II,LgK,LgK II
b,C0426,P-1322-00110; P-1322-00109; ADC-15880; HK-7056; P-1322-00109; HK-1223; ADC-15875,-641740.86,-1036115.39,HK,Předměřice nad Labem-U zahrad,"JZD, plynovod",1,NA,256,Kovárník et al. 2011,NA,SBK,SBK Late,SBK,SBK Late
b,C0426,P-1322-00110; P-1322-00109; ADC-15880; HK-7056; P-1322-00109; HK-1223; ADC-15875,-641740.86,-1036115.39,HK,Předměřice nad Labem-U zahrad,"JZD, plynovod",1,NA,256,Kovárník et al. 2011,NA,LgK,LgK II,LgK,LgK II
b,C0427,HK-1228,-641421,-1037884,HK,Předměřice nad Labem-pískovna u nádraží,NA,2,NA,236,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0428,HK-1222,-641619,-1035767,HK,Předměřice nad Labem-Za drůbežárnou,NA,2,NA,256,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0429,HK-5012,-642164.2,-1037400.82,HK,Předměřice nad Labem-cihelna cukrovaru,NA,1,FALSE,248,"Doležel 2012; Vokolek, Zápotocký 2009; Vávra 1981",J. Doležel uvádí k.ú. Plotiště n.L.,SBK,SBK Late,SBK,SBK Late
b,C0429,HK-5012,-642164.2,-1037400.82,HK,Předměřice nad Labem-cihelna cukrovaru,NA,1,FALSE,248,"Doležel 2012; Vokolek, Zápotocký 2009; Vávra 1981",J. Doležel uvádí k.ú. Plotiště n.L.,LgK,LgK II,LgK,LgK II
b,C0429,HK-5012,-642164.2,-1037400.82,HK,Předměřice nad Labem-cihelna cukrovaru,NA,1,FALSE,248,"Doležel 2012; Vokolek, Zápotocký 2009; Vávra 1981",J. Doležel uvádí k.ú. Plotiště n.L.,TRB,NA,TRB,NA
b,C0430,HK-7058; ADC-15872; HK-1221,-641939.3,-1036741.57,HK,Předměřice nad Labem-Honkeho cihelna,NA,1,NA,250,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0431,HK-7057,-641961.35,-1037171.52,HK,Předměřice nad Labem-Slavoj,NA,1,NA,252,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0432,P-1224-01402,-741250,-1034367,PH,Přemyšlení-Na Brnky,NA,1,FALSE,268,Baloun 2012,NA,SBK,SBK Late,SBK,SBK Late
b,C0433,AN – 7003,-741078,-1033798,PH,Přemyšlení-U Cihelny,V Remízkách,2,FALSE,266,"BZO 2008; Archiv M. Zápotocké, Kutná hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0433,AN – 7003,-741078,-1033798,PH,Přemyšlení-U Cihelny,V Remízkách,2,FALSE,266,"BZO 2008; Archiv M. Zápotocké, Kutná hora",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0434,AN – 1021,-740809,-1034287,PH,Přemyšlení-Veltěžská,NA,2,FALSE,276,AMČR,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0435,AN/NB – 1256,-711775,-1038381,NB,Přerov nad Labem-,NA,2,NA,178,"BZO 1970; Vencl S. 1972: AR 24, 489-90;",NA,TRB,NA,TRB,NA
b,C0436,NA,-710910,-1051298,KO,Přistoupim-,"J od obce,cca 100m Z od uzlabiny potucku",3,NA,250,"Kudrnáč J.: BZO 1970, 127",NA,TRB,NA,TRB,NA
b,C0437,ADC-15486,-719425,-1049912,KO,Přišimasy-kravín,NA,2,FALSE,312,"archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0438,NA,-719212,-1049950,KO,Přišimasy-S okraj obce,NA,1,FALSE,306,Lutovský a kol. 2016,NA,SBK,NA,SBK,NA
b,C0439,JV-1301,-696233,-1063593,KO,Pučery-Panské pole,NA,2,NA,338,"Dvořák F.: Kolinsko 1936,85,146; Rybová A. 1968: Laténská sídliště ve východních Čechách a přilehlé oblasti středočeské, 41.",NA,SBK,NA,SBK,NA
b,C0440,P-1411-00028,-618030,-1035926,RK,Pulice-Poříčí,NA,2,TRUE,282,"1987: Zpravodaj KMVČ XIV/1, 17; Boček J. 1989: BZO 1986-87",NA,SBK,NA,SBK,NA
b,C0441,HK-1198,-641966,-1029071,HK,Račice nad Trotinou-Záložnice,NA,2,TRUE,252,"Kalferst J. 1995: Archeologická sbírka Františka Matušky, Zpravodaj MVČ 21, 135-178",NA,SBK,NA,SBK,NA
b,C0442,HK-1199,-642874,-1029233,HK,Račice nad Trotinou-Frantov,NA,3,TRUE,266,"Kalferst J. 1995: Archeologická sbírka Františka Matušky, Zpravodaj MVČ 21, 135-178",NA,SBK,NA,SBK,NA
b,C0443,JV-1333,-701093,-1049389,KO,Radim u Kolína-,NA,2,TRUE,208,BZO 1968,NA,SBK,NA,SBK,NA
b,C0444,ADC-15696,-701243,-1049925,KO,Radim u Kolína-,východně od dráhy,2,NA,200,"Rulf J. 1983: PA 74, 84; Dvořák F.: Kolinsko 1936, str.146; archiv M. Zápotocké, Kutná hora",NA,SBK,SBK Early,SBK,SBK Early
b,C0444,ADC-15696,-701243,-1049925,KO,Radim u Kolína-,východně od dráhy,2,NA,200,"Rulf J. 1983: PA 74, 84; Dvořák F.: Kolinsko 1936, str.146; archiv M. Zápotocké, Kutná hora",NA,TRB,NA,TRB,NA
b,C0444,ADC-15696,-701243,-1049925,KO,Radim u Kolína-,východně od dráhy,2,NA,200,"Rulf J. 1983: PA 74, 84; Dvořák F.: Kolinsko 1936, str.146; archiv M. Zápotocké, Kutná hora",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0445,NA,-701574,-1050323,KO,Radim u Kolína-,NA,3,NA,202,Vávra 1981,NA,SBK,SBK Late,SBK,SBK Late
b,C0446,ADC-11806,-729994,-1038310,PH,Radonice u Prahy-V obůrkách,NA,2,TRUE,252,"BZO 1996-7, 291",NA,LgK,NA,LgK,NA
b,C0447,P-1332-00497,-692213,-1058663,KO,Radovesnice I-Za školou,"parc. č. 94/10, 100/13",2,FALSE,284,BZO 2008,NA,SBK,NA,SBK,NA
b,C0447,P-1332-00497,-692213,-1058663,KO,Radovesnice I-Za školou,"parc. č. 94/10, 100/13",2,FALSE,284,BZO 2008,NA,LgK,NA,LgK,NA
b,C0448,ADC-16223,-691872,-1058328,KO,Radovesnice I-dvorek domu čp. 95,NA,2,FALSE,278,"BZO 1976-77; archiv M. Zápotocké, Kutná hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0448,ADC-16223,-691872,-1058328,KO,Radovesnice I-dvorek domu čp. 95,NA,2,FALSE,278,"BZO 1976-77; archiv M. Zápotocké, Kutná hora",NA,TRB,NA,TRB,NA
b,C0449,ADC-16470; ADC-16469,-691693,-1061662,KO,Ratboř-V cukrovaru u staré školy,NA,2,FALSE,300,"Dvořák F.: 1936, 25,28,174; Rulf J. 1983: PA 74, 85; Stocký A. 1926: Pravěk země české I. Věk kamenný., 172; Vávra 1981",NA,SBK,SBK Late,SBK,SBK Late
b,C0450,P-1314-00083,-697923,-1048758,KO,Ratenice-Nad Loučkama,NA,2,FALSE,194,BZO 1988-89,NA,SBK,NA,SBK,NA
b,C0451,P-1322-00248,-640022,-1033294,HK,Rodov-Trotina,NA,3,FALSE,252,"Vokolek, Zápotocký 2009; Vávra 1981",NA,SBK,NA,SBK,NA
b,C0451,P-1322-00248,-640022,-1033294,HK,Rodov-Trotina,NA,3,FALSE,252,"Vokolek, Zápotocký 2009; Vávra 1981",NA,LgK,LgK II,LgK,LgK II
b,C0452,P-1341-00016,-675907,-1065065,KH,Rohozec u Žehušic-Za humny na obíckách,NA,2,FALSE,215,"BZO 1982-83; Pavlů I., Rulf J.: AR, 669",NA,SBK,NA,SBK,NA
b,C0453,NA,-650118.57,-1059861.15,PA,Rosice nad Labem-cihelna,Salavcova ul.,2,FALSE,217,"Vokolek, Zápotocký 2009",NA,LgK,LgK II,LgK,LgK II
b,C0454,P-1342-00121,-636427,-1075771,CR,Rosice u Chrasti-Za školou,NA,2,TRUE,270,BZO 2006,NA,SBK,NA,SBK,NA
b,C0455,DVS-898; ADC-17393,-636388,-1075347,CR,Rosice u Chrasti-tvrziště,NA,2,TRUE,258,"BZO 1974; Frolík J. 1989: Archeologické památky Hlinecka a Chrastecka., 39",NA,SBK,SBK Late,SBK,SBK Late
b,C0456,ADC-17391; ADC-17390,-637003,-1075709,CR,Rosice u Chrasti-cihelna,i k.ú. Chrast,2,NA,272,"Vokolek V. 1962: AR 14, 570-572; Vokolek, Zápotocký 2009",NA,SBK,SBK Early,SBK,SBK Early
b,C0456,ADC-17391; ADC-17390,-637003,-1075709,CR,Rosice u Chrasti-cihelna,i k.ú. Chrast,2,NA,272,"Vokolek V. 1962: AR 14, 570-572; Vokolek, Zápotocký 2009",NA,LgK,LgK II,LgK,LgK II
b,C0457,NA,-645989.52,-1037528.95,HK,Rosnice u Všestar,NA,4,NA,280,NA,NA,LgK,LgK II,LgK,LgK II
b,C0458,NA,-686607,-1025687,JC,Rožďalovice-u školy,dům p. Mikuláše,3,FALSE,222,"Hájek, L. NZ ARÚP, č.j. 1836/72",NA,SBK,SBK Early,SBK,SBK Early
b,C0459,NA,-636040.79,-1025848.94,"NA",Rtyně-Rtyňská,NA,3,NA,288,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0460,P-1322-00019,-636359,-1025495,"NA",Rtyně-,NA,3,TRUE,278,BZO 1982-83; Vokolek V. 1983: Zpravodaj KMVČ X,NA,SBK,NA,SBK,NA
b,C0461,NA,-700696,-1011983,MB,Řepov-průmyslová zóna,NA,1,FALSE,210,Lutovský a kol. 2017; Lutovský a kol. 2018,NA,SBK,NA,SBK,NA
b,C0462,ML-7044,-700613,-1012925,MB,Řepov-u hřbitova,NA,2,FALSE,212,AMČR,NA,TRB,NA,TRB,NA
b,C0463,ADC-14633,-728031,-1055413,PH,Říčany u Prahy-Pískovna pod hradem,NA,2,NA,228,AMČR,NA,SBK,NA,SBK,NA
b,C0464,AN/NB – 1288,-684162,-1046462,NB,Sány-,Pole mezi pískovnou a tokem Bačovky,2,NA,194,AMČR,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0465,NA,-683847,-1046622,NB,Sány-ul. Dlouhá,pole p. Holce  a Koníčka,1,FALSE,198,Lutovský a kol. 2015,NA,SBK,SBK Late,SBK,SBK Late
b,C0466,P-1321-00250; P-1321-00113,-668536,-1026183,JC,Sběř-,i k.ú. Vysoké Veselí,2,TRUE,250,BZO 2007,NA,SBK,NA,SBK,NA
b,C0467,ADC-16396,-682504,-1064966,KH,Sedlec u Kutné Hory-Mokřiny,Ústav nerostných surovin,3,FALSE,212,"BZO 1969, 63-65.",NA,TRB,NA,TRB,NA
b,C0468,P-1312-00068,-697617,-1017563,MB,Semčice-U Okálů,NA,2,FALSE,240,BZO 2002,NA,SBK,NA,SBK,NA
b,C0468,P-1312-00068,-697617,-1017563,MB,Semčice-U Okálů,NA,2,FALSE,240,BZO 2002,NA,LgK,NA,LgK,NA
b,C0469,ADC-15791; ADC-15792,-635606,-1028836,"NA",Semonice_trasa silnice,NA,2,FALSE,270,"Doležel 2012; Vokolek, Zápotocký 2009",J. Doležel uvádí k.ú. Černožice,SBK,SBK Late,SBK,SBK Late
b,C0469,ADC-15791; ADC-15792,-635606,-1028836,"NA",Semonice_trasa silnice,NA,2,FALSE,270,"Doležel 2012; Vokolek, Zápotocký 2009",J. Doležel uvádí k.ú. Černožice,LgK,LgK II,LgK,LgK II
b,C0469,ADC-15791; ADC-15792,-635606,-1028836,"NA",Semonice_trasa silnice,NA,2,FALSE,270,"Doležel 2012; Vokolek, Zápotocký 2009",J. Doležel uvádí k.ú. Černožice,TRB,NA,TRB,NA
b,C0470,ADC-15790; NA-JT-7101,-636205,-1029365,"NA",Semonice_vodovod,NA,1,FALSE,259,"Zpravodaj KMVČ XVI/1, 1989: 3-19. Hradec Králové",NA,SBK,SBK Late,SBK,SBK Late
b,C0471,P-1313-00180,-726232,-1048377,PH,Sibřina-,NA,1,FALSE,296,AMČR,NA,TRB,NA,TRB,NA
b,C0472,HK-7064,-663749,-1033234,HK,Skřivany-Malátova,písečník p. Horáka,3,FALSE,236,Stocký,NA,SBK,SBK Late,SBK,SBK Late
b,C0472,HK-7064,-663749,-1033234,HK,Skřivany-Malátova,písečník p. Horáka,3,FALSE,236,Stocký,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0473,NA,-669820,-1020939,JC,Slatiny-Slatinky,NA,3,NA,254,"Archiv M. Zápotocké, Kutná Hora",NA,SBK,NA,SBK,NA
b,C0474,OS_JC_11006,-674950,-1027255,JC,Slavhostice-U Vraždy,NA,2,TRUE,252,BZO 2009,NA,SBK,NA,SBK,NA
b,C0475,P-1321-00141,-673220,-1025768,JC,Slavhostice-U studeného lesa,NA,2,TRUE,296,AMČR,KGA,SBK,NA,SBK,NA
b,C0476,P-1321-00156,-673626,-1026877,JC,Slavhostice-Nad dvorem,NA,2,TRUE,276,BZO 2002; Ulrychová E. 2002: Zpravodaj MVČ 28,NA,SBK,NA,SBK,NA
b,C0477,P-1322-00335; HK-1268,-638595.62,-1032864.7,HK,Smiřice-Zbuzany,Technické dílny Čs. státních statků,2,FALSE,256,"Vokolek, Zápotocký 2009",NA,LgK,LgK II,LgK,LgK II
b,C0478,HK-7073; P-1322-00017,-638052.13,-1032565.56,HK,Smiřice_nádraží,i k.ú. Holohlavy,2,NA,260,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0479,HK-1266; HK-1269,-638142.53,-1032274.52,HK,Smiřice-Za cihelnou,NA,2,NA,260,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0480,P-1322-00158; HK-7071,-638598.93,-1033182.92,HK,Smiřice-Zderaz,NA,2,NA,244,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0481,NA,-661816,-1020862,JC,Sobčice-Bezděkov,NA,3,TRUE,262,"Domečka, PA XIX,351",NA,SBK,NA,SBK,NA
b,C0482,PD-JC-1326,-661126,-1021061,JC,Sobčice-U svatého Jana,NA,2,TRUE,260,AMČR,NA,SBK,NA,SBK,NA
