orig,rowid,orig_id,point_x,point_y,region,site,site_note,accuracy,surface,altitude,source,note,chrono1,chrono2,chrono1_label,chrono2_label
m,M1297,34-11-17/6,-637444,-1189711,ZN,Suchohrdly u Znojma-Starý zámek,NA,1,FALSE,295,"Šabatová, Petřík, Kolář,  Bíško, Nosek 2012",NA,LgK,LgK II,LgK,LgK II
m,M1297,34-11-17/6,-637444,-1189711,ZN,Suchohrdly u Znojma-Starý zámek,NA,1,FALSE,295,"Šabatová, Petřík, Kolář,  Bíško, Nosek 2012",NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M1298,NA,-639608,-1192584,ZN,Suchohrdly u Znojma-U Červeného Dvora,NA,2,FALSE,312,"Geislerová, Parma 2018, 308",NA,LgK,NA,LgK,NA
m,M1299,25-13-09/2,-526630,-1134815,PR,Sušice u Přerova-Dílnice,"Předlibuší, Sušice I.",2,NA,234,NA,NA,TRB,NA,TRB,NA
m,M1300,NA,-538401,-1175581,UH,Sušice u Uherského Hradiště-Kočovy,NA,3,NA,226,NA,NA,LgK,NA,LgK,NA
m,M1301,24-32-04/5,-598528.582383,-1145025.18601,BK,Svinošice-U břeží,NA,2,TRUE,395,NA,Lokalita známa z povrchových sběrů V. Růžičky - nepublikováno,LgK,NA,LgK,NA
m,M1302,24-14-05/2,-594905.735597,-1125977.15433,BK,Svitávka-Hradisko,NA,1,FALSE,386,Šmíd 2017,NA,LgK,LgK II,LgK,LgK II
m,M1302,24-14-05/2,-594905.735597,-1125977.15433,BK,Svitávka-Hradisko,NA,1,FALSE,386,Šmíd 2017,NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M1303,FT254,-602144,-1172840,BO,Syrovice-Klínky,Příčky,2,FALSE,241,NA,NA,LgK,NA,LgK,NA
m,M1304,FT493,-604863,-1172304,BO,Syrovice-Malé pole,NA,3,TRUE,245,NA,NA,SBK,NA,SBK,NA
m,M1305,34-21-21/29,-594624.232265,-1195785.37175,BV,Šakvice-Štěpničky,"Štěpnické louky, Na zelenině",2,FALSE,170,NA,"sbírky RMM, př.č. 78/06",LgK,LgK II,LgK,LgK II
m,M1306,34-22-11/8,-568904.384371,-1190629.70788,HO,Šardice-Areál Ústředního zásobníku,"Újezdy, Areál Ústředního zásobníku,",2,FALSE,185,NA,"střepy většinou z jedné nádoby, ;+ citovat Kazdová 1998",SBK,SBK Early,SBK,SBK Early
m,M1306,34-22-11/8,-568904.384371,-1190629.70788,HO,Šardice-Areál Ústředního zásobníku,"Újezdy, Areál Ústředního zásobníku,",2,FALSE,185,NA,"střepy většinou z jedné nádoby, ;+ citovat Kazdová 1998",LgK,NA,LgK,NA
m,M1307,34-22-06/6,-570335,-1189546,HO,Šardice-intavilán,zahrady č. 15,2,FALSE,184,NA,NA,LgK,LgK II,LgK,LgK II
m,M1308,34-22-11/4,-568494,-1191150,HO,Šardice-Na pískách,"Písky, Újezdy, Šináglova pískovna, Mokroňovsko,",2,FALSE,186,NA,"i k.ú Hovorany, býv. Pískovna, hned vedle FVE",LgK,NA,LgK,NA
m,M1309,34-22-11/4,-568436,-1191195,HO,Šardice-Šinogrova pískovna,"Písky, Mokroňovsko, i k.ú. Hovorany",2,NA,190,Šmíd 2017,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M1310,34-13-06/1,-645364,-1201302,ZN,Šatov-Cihelna,Grüblerova cihelna,2,TRUE,242,NA,NA,LgK,LgK II,LgK,LgK II
m,M1311,24-21-21/2,-586024.056762,-1121481.81075,BK,Šebetov-U Mořicova dvora,Baba,3,TRUE,437,NA,NA,LgK,LgK II,LgK,LgK II
m,M1312,23-44-13/17,-655572.003494,-1162136.99568,TR,Šebkovice-Holeček,U Holečka,2,TRUE,449,NA,NA,LgK,LgK II,LgK,LgK II
m,M1313,23-44-08/2,-655899.765022,-1160970.85542,TR,Šebkovice-U Újezdského mlýna,Verdun,2,TRUE,462,NA,NA,LgK,LgK II,LgK,LgK II
m,M1314,N,-523905,-1138332,PR,Šišma - východně od obce,NA,3,NA,385,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1315,25-13-09/7,-524699,-1136628,PR,Šišma-Amerika,"Šišma III., Obransko, I k.ú. Pavlovice u Přerova",2,TRUE,320,"Schenk 2006; Kalábková 2009; Peška, Bém 1999; Šmíd 2017",NA,LgK,LgK II,LgK,LgK II
m,M1315,25-13-09/7,-524699,-1136628,PR,Šišma-Amerika,"Šišma III., Obransko, I k.ú. Pavlovice u Přerova",2,TRUE,320,"Schenk 2006; Kalábková 2009; Peška, Bém 1999; Šmíd 2017",NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M1315,25-13-09/7,-524699,-1136628,PR,Šišma-Amerika,"Šišma III., Obransko, I k.ú. Pavlovice u Přerova",2,TRUE,320,"Schenk 2006; Kalábková 2009; Peška, Bém 1999; Šmíd 2017",NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M1316,25-13-14/8,-524196,-1137801,PR,Šišma-Domovina,Šišma II.,2,TRUE,286,Schenk 2006; Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1316,25-13-14/8,-524196,-1137801,PR,Šišma-Domovina,Šišma II.,2,TRUE,286,Schenk 2006; Kalábková 2009,NA,TRB,NA,TRB,NA
m,M1317,25-13-14/6,-524411,-1137522,PR,Šišma-Domovina II,Šišma V.,NA,TRUE,305,Pavelčík 1993b; Schenk 2006,NA,LgK,LgK II,LgK,LgK II
m,M1318,FT87,-586874,-1183539,BV,Šitbořice-Pod Líchama,NA,2,TRUE,247,NA,NA,LgK,LgK II,LgK,LgK II
m,M1319,NA,-590493,-1164903,BO,Šlapanice u Brna-Brněnská pole,NA,1,FALSE,250,Kos 2018,NA,LgK,NA,LgK,NA
m,M1320,24-43-01/24,-589743,-1163850,BO,Šlapanice u Brna-Dílky,skládka /Tondach,2,FALSE,266,NA,Šlapanice,LgK,LgK I,LgK,LgK I
m,M1321,24-43-01/12,-590413.596867,-1163892.77228,BO,Šlapanice u Brna-Na Puštoře,Puštoř,2,TRUE,233,NA,NA,LgK,LgK I,LgK,LgK I
m,M1322,24-43-01/17,-590398.661788,-1164397.83775,BO,Šlapanice u Brna-Nad zámkem,NA,3,FALSE,258,NA,datace do LgK I dle SAS,LgK,LgK I,LgK,LgK I
m,M1323,23-44-09/1,-651225.325703,-1161687.40511,TR,Štěpánovice u Jaroměřic nad Rokytnou-Niva,"U žabíka, Polodíly, Panská niva",2,FALSE,458,NA,NA,LgK,LgK II,LgK,LgK II
m,M1324,23-44-09/4,-652767.738075,-1161872.79688,TR,Štěpánovice u Jaroměřic nad Rokytnou-okolo Vacenovického potoka,"okolo potůčku a nového rybníka, i k.ú Vacenovice",3,TRUE,456,NA,datace do LgK dle SAS,LgK,NA,LgK,NA
m,M1325,FT188,-651523,-1162622,TR,Štěpánovice u Jaroměřic nad Rokytnou-za dvorem,Štěpánovice II,3,TRUE,452,NA,NA,LgK,LgK II,LgK,LgK II
m,M1326,33-22-13/1,-659753,-1182949,ZN,Štítary na Moravě-U Helenina dvora,Buchan,2,TRUE,467,NA,"JMZ, v NZ č.j. 808/65 se uvádí MMK I",LgK,LgK II,LgK,LgK II
m,M1327,24-34-04/4,-599087,-1161776,BM,Štýřice-Polní,areál nemocnice U milosrdných bratří,1,FALSE,204,NA,NA,LgK,LgK II,LgK,LgK II
m,M1328,FT471,-599263,-1161849,BM,Štýřice-Vídeňská ul.,NA,1,FALSE,208,NA,Archaia,LgK,LgK I,LgK,LgK I
m,M1328,FT471,-599263,-1161849,BM,Štýřice-Vídeňská ul.,NA,1,FALSE,208,NA,Archaia,LgK,LgK II,LgK,LgK II
m,M1329,NA,-518730,-1186037,UH,Šumice u Uherského Brodu-U jezer,NA,3,NA,244,NA,NA,LgK,NA,LgK,NA
m,M1330,NA,-655716,-1185002,ZN,Šumná-Na nivě,NA,2,TRUE,483,Hetflaiš 2015c,NA,LgK,NA,LgK,NA
m,M1331,"14-44-07/7,14-44-07/10",-554437,-1095356,OC,Šumvald-rybník,NA,2,NA,250,Konopová 2013; Šmíd 2017,lahev s límcem,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M1332,35-11-17/3,-541605,-1199449,HO,Tasov nad Veličkou-Mezi potoky,NA,3,TRUE,208,SAS,NA,LgK,NA,LgK,NA
m,M1332,35-11-17/3,-541605,-1199449,HO,Tasov nad Veličkou-Mezi potoky,NA,3,TRUE,208,SAS,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1333,N,-541280,-1198393,HO,Tasov nad Veličkou-Pod Radošovem,"Čtvrtky, Radošiny",3,NA,212,Vaškových 2007,NA,LgK,LgK II,LgK,LgK II
m,M1334,24-43-11/7,-590796.721207,-1171457.86717,BO,Telnice u Brna-cihelna,cihelna u dráhy za kostelem,3,FALSE,206,NA,Belcredi a kol.,LgK,NA,LgK,NA
m,M1335,24-43-11/6,-590499.949089,-1171185.54295,BO,Telnice u Brna-Nad Krakovcem,"Na Krakovci, ul. Hliníky",2,FALSE,212,NA,MZM,SBK,SBK Early,SBK,SBK Early
m,M1335,24-43-11/6,-590499.949089,-1171185.54295,BO,Telnice u Brna-Nad Krakovcem,"Na Krakovci, ul. Hliníky",2,FALSE,212,NA,MZM,LgK,LgK I,LgK,LgK I
m,M1336,34-11-23/3,-634836.17105,-1191286.12716,ZN,Těšetice u Znojma-Ruská,"Ruska ulice, u Hlouškových",2,FALSE,246,NA,NA,LgK,NA,LgK,NA
m,M1337,34-11-23/6,-634428.010632,-1191233.97638,ZN,Těšetice u Znojma-Za kostelem,Palliardiho cihelna,2,FALSE,235,NA,Podborský 1970,SBK,SBK Early,SBK,SBK Early
m,M1337,34-11-23/6,-634428.010632,-1191233.97638,ZN,Těšetice u Znojma-Za kostelem,Palliardiho cihelna,2,FALSE,235,NA,Podborský 1970,LgK,LgK II,LgK,LgK II
m,M1338,35-12-01/4,-522603,-1187363,UH,Těšov-Bažantnice,NA,2,NA,214,Pavelčík 1970,NA,LgK,NA,LgK,NA
m,M1338,35-12-01/4,-522603,-1187363,UH,Těšov-Bažantnice,NA,2,NA,214,Pavelčík 1970,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1339,25-34-21/4,-522064,-1187161,UH,Těšov-Losky,NA,2,TRUE,230,SAS,NA,LgK,NA,LgK,NA
m,M1340,FT26,-612502,-1161369,BO,Tetčice-Kříby,NA,3,TRUE,340,NA,NA,LgK,NA,LgK,NA
m,M1341,FT25,-613351,-1162420,BO,Tetčice-Podhorka,V zahradkach,3,TRUE,306,NA,NA,LgK,NA,LgK,NA
m,M1342,x,-620857,-1232026,MI,Thomasl-,NA,2,TRUE,242,Šmíd 2017; Schmitsberger 2017,NA,LgK,NA,LgK,NA
m,M1342,x,-620857,-1232026,MI,Thomasl-,NA,2,TRUE,242,Šmíd 2017; Schmitsberger 2017,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M1343,N,-608857,-1142152,BO,Tišnov-Černohorská ul.,Dlouhá ul.,1,FALSE,296,Přichystal 2017a,NA,LgK,NA,LgK,NA
m,M1343,N,-608857,-1142152,BO,Tišnov-Černohorská ul.,Dlouhá ul.,1,FALSE,296,Přichystal 2017a,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1344,NA,-609251,-1143147,BO,Tišnov-Wagnerova,NA,1,FALSE,252,Přichystal 2020,NA,LgK,NA,LgK,NA
m,M1345,24-42-08/21,-557749,-1151989,PV,Tištín-Díly od Ivanovic,NA,2,NA,224,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1346,N,-531362,-1159807,ZL,Tlumačov na Moravě-Kopce,NA,2,TRUE,250,Mihal 1993,NA,LgK,NA,LgK,NA
m,M1347,N,-533450,-1159285,ZL,Tlumačov na Moravě-Kráčiny,NA,NA,NA,195,Langová 1993,NA,LgK,LgK II,LgK,LgK II
m,M1348,N,-532917,-1159083,ZL,Tlumačov na Moravě-Slivotín,NA,2,TRUE,215,Mihal 1993,NA,LgK,NA,LgK,NA
m,M1349,24-42-11/29,-566007,-1155425,VY,Topolany u Vyškova-Padělky za dědinou,NA,2,NA,245,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1350,NA,-531126,-1174154,UH,Topolná-Osičná,NA,3,NA,256,NA,NA,LgK,NA,LgK,NA
m,M1351,N,-546091,-1139235,PR,Tovačov - město,NA,2,NA,205,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1352,24-24-15/5,-546804,-1138193,PR,Tovačov-cihelna na Hraďouchu,"Nad hliníkem, U pomníku, U kamenného kříže",3,NA,205,Kalábková 2009; Šmíd 2017,NA,LgK,LgK II,LgK,LgK II
m,M1352,24-24-15/5,-546804,-1138193,PR,Tovačov-cihelna na Hraďouchu,"Nad hliníkem, U pomníku, U kamenného kříže",3,NA,205,Kalábková 2009; Šmíd 2017,NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M1353,N,-610584,-1175533,BO,Trboušany-V Olších,NA,3,FALSE,220,Čižmář 2019,NA,SBK,NA,SBK,NA
m,M1354,N,-525179,-1129415,PR,Trnávka u Lipníka nad Bečvou-Hyk,NA,2,NA,260,Kalábek 2004a,"25-11-24, 228Z, 48J",TRB,NA,TRB,NA
m,M1355,NA,-597698,-1161316,BM,Trnitá-Dornych,"Mlýnská, Spálená",1,FALSE,202,sdělení V. Kolařík,NA,LgK,LgK II,LgK,LgK II
m,M1356,NA,-597753,-1161591,BM,Trnitá-ul.Trnitá,Vaňkovka,2,NA,200,"Kos, Šmíd 2013; Šmíd 2017",NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M1357,14-44-07/4,-555252,-1095782,OC,Troubelice-Padělky,Brossahöhe,2,NA,255,Kalábková et al. 2015,NA,LgK,LgK II,LgK,LgK II
m,M1357,14-44-07/4,-555252,-1095782,OC,Troubelice-Padělky,Brossahöhe,2,NA,255,Kalábková et al. 2015,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1358,NA,-605904,-1162236,BO,Troubsko-Bažantnice,Polní ul.,1,FALSE,271,Hájek 2017b,NA,LgK,LgK I,LgK,LgK I
m,M1359,FT293,-605576,-1161983,BO,Troubsko-Za silnicí,NA,2,FALSE,297,NA,ověřit v muzeu (Šlapanice?),LgK,NA,LgK,NA
m,M1360,34-11-03/2,-630619.209989,-1179419.17505,ZN,Trstěnice u Moravského Krumlova-Kleštěnec,NA,3,TRUE,294,Kazdová 1984; SAS,NA,LgK,LgK I,LgK,LgK I
m,M1361,25-13-02/2,-535643,-1129393,OC,Tršice-Nad dolním mlýnem,U prostředního mlýna,2,TRUE,271,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1361,25-13-02/2,-535643,-1129393,OC,Tršice-Nad dolním mlýnem,U prostředního mlýna,2,TRUE,271,Kalábková 2009,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1362,25-11-22/1,-535432,-1126906,OC,Tršice-Padělky,Nad rybníkem,2,NA,290,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1363,25-13-02/3,-536054,-1128914,OC,Tršice-Za hruškou,Pazdernice,3,NA,270,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1364,33-22-01/5,-667647.125,-1173303.91667,TR,Třebelovice-Lovětice,Zadní k Újezdu,2,TRUE,459,NA,+ Bartík 2015,LgK,LgK II,LgK,LgK II
m,M1365,FT446,-668349,-1172826,TR,Třebelovice-Nádavky,NA,3,TRUE,465,NA,NA,LgK,LgK II,LgK,LgK II
m,M1366,FT447,-667317,-1173246,TR,Třebelovice-Palovce,NA,2,TRUE,458,NA,NA,LgK,LgK II,LgK,LgK II
m,M1367,25-31-09/10,-528832,-1154512,KM,Třebětice-Koleno,NA,2,NA,212,Kalábková 2009,NA,LgK,NA,LgK,NA
m,M1368,NA,-546959,-1182566,UH,Tučapy-Nad horkami,NA,2,NA,340,"Kuča, Škrdla 2006c; Kuča, Škrdla, Nývltová Fišíková 2010",NA,LgK,LgK II,LgK,LgK II
m,M1369,FT48,-629193,-1174498,ZN,Tulešice-Za zahradou,Na dlouhých záhonech,2,FALSE,300,NA,NA,LgK,NA,LgK,NA
m,M1370,25-13-19/11,-525479,-1141868,PR,Turovice-Díly za vodou,NA,NA,NA,238,Schenk 2006; Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1371,24-43-02/13,-587273.03492,-1162571.73052,BO,Tvarožná-Pod kopci,NA,2,FALSE,250,NA,LnK obecně,LgK,NA,LgK,NA
m,M1372,N,-587118,-1162933,BO,Tvarožná-Santon,zahrada p. Vandy,2,NA,265,Medunová 1980,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M1373,24-43-02/32,-585533,-1163754,BO,Tvarožná-U Sofra,"U kříže, Tvarožná III",2,FALSE,276,NA,NA,LgK,LgK I,LgK,LgK I
m,M1374,24-41-22/45,-587016.604167,-1161751.83333,BO,Tvarožná-Vinohrady,NA,2,TRUE,296,NA,lengyel???,LgK,NA,LgK,NA
m,M1375,24-43-02/12,-586174,-1162041,BO,Tvarožná-Záhumení,Za humny,3,FALSE,269,NA,NA,SBK,NA,SBK,NA
m,M1376,FT257,-634476,-1187025,ZN,Tvořihráz-Louky,Za stodolami,1,FALSE,207,NA,NA,LgK,NA,LgK,NA
m,M1377,34-11-17/10,-636954.802407,-1188426.665,ZN,Tvořihráz-Pod sedleckými,Tvořihráz VIII,3,TRUE,271,NA,NA,LgK,LgK I,LgK,LgK I
m,M1378,FT327,-635962,-1187269,ZN,Tvořihráz-U lisovny,Tvořihráz VII,3,TRUE,226,NA,NA,LgK,NA,LgK,NA
m,M1379,34-21-06/4,-596587.442899,-1186869.1867,BV,Uherčice u Hustopečí-Prostřední nad silnicí,NA,2,FALSE,214,NA,NA,LgK,NA,LgK,NA
m,M1380,35-11-05/6,-525392,-1188194,UH,Uherský Brod-Katovka,NA,2,NA,220,Geisler 2001; Vaškových 2007,+ Vaškových,LgK,LgK II,LgK,LgK II
m,M1381,35-11-05/8,-525905,-1187856,UH,Uherský Brod-Kyčkov,NA,2,NA,224,NA,NA,LgK,LgK II,LgK,LgK II
m,M1381,35-11-05/8,-525905,-1187856,UH,Uherský Brod-Kyčkov,NA,2,NA,224,NA,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1382,25-33-25/4,-524506,-1185004,UH,Uherský Brod-Náklady,"Za hájom, Odjatá",3,NA,328,Vaškových 2007; SAS,NA,LgK,LgK II,LgK,LgK II
m,M1382,25-33-25/4,-524506,-1185004,UH,Uherský Brod-Náklady,"Za hájom, Odjatá",3,NA,328,Vaškových 2007; SAS,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1383,24-21-16/10,-584595,-1117372,BK,Uhřice u Boskovic-kravín JZD,NA,3,NA,395,Jarůšková-Štrof 2014,NA,LgK,NA,LgK,NA
m,M1383,24-21-16/10,-584595,-1117372,BK,Uhřice u Boskovic-kravín JZD,NA,3,NA,395,Jarůšková-Štrof 2014,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M1383,24-21-16/10,-584595,-1117372,BK,Uhřice u Boskovic-kravín JZD,NA,3,NA,395,Jarůšková-Štrof 2014,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1384,14-43-19/5,-570133,-1100131,SU,Újezd u Mohelnice-intravilán,NA,3,NA,284,NA,NA,TRB,NA,TRB,NA
m,M1385,14-43-19/7,-570232,-1100876,SU,Újezd u Mohelnice-Na širokých,K Žádlovicím,2,NA,300,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1386,14-43-19/5,-570008,-1099982,SU,Újezd u Mohelnice-severní okraj vsi,NA,3,TRUE,280,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1387,14-43-19/6,-569796,-1100226,SU,Újezd u Mohelnice-U Horních Krčem,Zemědělský podnik,3,TRUE,285,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1388,14-44-18/9,-550562,-1104305,OC,Újezd u Uničova-K Žerotínu,NA,2,NA,235,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1389,25-34-21/2,-520918,-1186911,UH,Újezdec u Luhačovic-Kopánky,NA,2,TRUE,230,SAS,NA,LgK,LgK II,LgK,LgK II
m,M1390,25-34-21/6,-521365,-1186839,UH,Újezdec u Luhačovic-Lány,"Padělky, Díly, U Žlebca",2,TRUE,240,SAS; Pavelčík 1945,NA,LgK,NA,LgK,NA
m,M1391,34-11-17/2,-639763.568315,-1189369.56532,ZN,Únanov-Padělky,nad rybníkem,2,TRUE,284,NA,NA,SBK,NA,SBK,NA
m,M1391,34-11-17/2,-639763.568315,-1189369.56532,ZN,Únanov-Padělky,nad rybníkem,2,TRUE,284,NA,NA,LgK,LgK I,LgK,LgK I
m,M1392,34-11-17/4,-639831.296312,-1188548.348,ZN,Únanov-Polodíly,Unanov VII,2,FALSE,298,NA,NA,LgK,LgK II,LgK,LgK II
m,M1393,24-22-07/13,-557281,-1111846,OC,Unčovice-Kříby,i.k.ú. Rozvadovice,1,NA,230,Faltýnek 2017,NA,TRB,NA,TRB,NA
m,M1394,14-44-17/11,-556252,-1100060,OC,Uničov-Mezi silnicemi,NA,2,NA,234,"Daňhel, Kalábek 2012",NA,LgK,NA,LgK,NA
m,M1394,14-44-17/11,-556252,-1100060,OC,Uničov-Mezi silnicemi,NA,2,NA,234,"Daňhel, Kalábek 2012",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1395,14-44-17/10,-555864,-1100970,OC,Uničov-Šibeniční vrch,"Šibeník, Galgenberg",2,NA,240,Kalábková 2009; Satrapová 2014; Konopová 2013; Zeman 2014; Šmíd 2017,NA,LgK,LgK II,LgK,LgK II
m,M1395,14-44-17/10,-555864,-1100970,OC,Uničov-Šibeniční vrch,"Šibeník, Galgenberg",2,NA,240,Kalábková 2009; Satrapová 2014; Konopová 2013; Zeman 2014; Šmíd 2017,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M1395,14-44-17/10,-555864,-1100970,OC,Uničov-Šibeniční vrch,"Šibeník, Galgenberg",2,NA,240,Kalábková 2009; Satrapová 2014; Konopová 2013; Zeman 2014; Šmíd 2017,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1396,N,-555324,-1101779,OC,Uničov-U kravína,NA,1,NA,234,"Kalábek 2016a, b",+ info P. Kalábková,LgK,LgK II,LgK,LgK II
m,M1397,14-44-12/7,-555632,-1099079,OC,Uničov-Za drahou,NA,2,NA,239,Konopová 2013; Šmíd 2017,NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M1399,313,-658046,-1203032,HORN,Untermixnitz-Droschelsau,NA,2,TRUE,451,NA,NA,LgK,LgK II,LgK,LgK II
m,M1400,325,-658675,-1202793,HORN,Untermixnitz-Hungerfeld,NA,2,TRUE,442,NA,NA,SBK,NA,SBK,NA
m,M1400,325,-658675,-1202793,HORN,Untermixnitz-Hungerfeld,NA,2,TRUE,442,NA,NA,LgK,LgK I,LgK,LgK I
m,M1400,325,-658675,-1202793,HORN,Untermixnitz-Hungerfeld,NA,2,TRUE,442,NA,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1401,258,-660097,-1203286,HORN,Untermixnitz-Lißen,"Lüsse, Daumäckern, Ebrechtsäcker, Feldwiese, Felberäcker",2,TRUE,434,NA,NA,SBK,SBK Early,SBK,SBK Early
m,M1401,258,-660097,-1203286,HORN,Untermixnitz-Lißen,"Lüsse, Daumäckern, Ebrechtsäcker, Feldwiese, Felberäcker",2,TRUE,434,NA,NA,LgK,LgK I,LgK,LgK I
m,M1402,869,-672428,-1187208,HORN,Unterthürnau-Heide,Jagabründs,2,TRUE,410,NA,NA,LgK,LgK II,LgK,LgK II
m,M1403,24-24-16/35,-562580,-1138607,PV,Určice-Dlouhé Kluče,"Výkluče, Kluče",NA,NA,319,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1404,24-24-16/30,-562414,-1138228,PV,Určice-Golštýn-Charbovec,NA,NA,NA,300,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1405,24-24-16/33,-562794,-1139024,PV,Určice-Hájové,Háječky,2,NA,310,Kalábková 2009; Malá 2011; Čižmář 2000,NA,LgK,LgK II,LgK,LgK II
m,M1405,24-24-16/33,-562794,-1139024,PV,Určice-Hájové,Háječky,2,NA,310,Kalábková 2009; Malá 2011; Čižmář 2000,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M1405,24-24-16/33,-562794,-1139024,PV,Určice-Hájové,Háječky,2,NA,310,Kalábková 2009; Malá 2011; Čižmář 2000,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1406,24-24-16/30,-562407,-1138239,PV,Určice-Horní Golštýn,Golštýn-Charbovec,3,NA,290,NA,NA,TRB,NA,TRB,NA
m,M1407,24-24-16/31,-563121,-1138621,PV,Určice-Klementky,NA,NA,TRUE,342,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1408,24-24-16/39,-562991,-1139113,PV,Určice-Kopaniny,NA,NA,TRUE,342,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1409,"24-24-16/40, 59",-562804,-1137755,PV,Určice-Kumberky,NA,3,NA,290,Kalábková 2009; Malá 2011,NA,LgK,LgK II,LgK,LgK II
m,M1409,"24-24-16/40, 59",-562804,-1137755,PV,Určice-Kumberky,NA,3,NA,290,Kalábková 2009; Malá 2011,NA,TRB,NA,TRB,NA
m,M1409,"24-24-16/40, 59",-562804,-1137755,PV,Určice-Kumberky,NA,3,NA,290,Kalábková 2009; Malá 2011,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M1410,24-24-17/5,-562168,-1138215,PV,Určice-Nivky,U větráku,NA,NA,275,Kazdová 2001; Kalábková 2009; Malá 2011,NA,SBK,SBK Early,SBK,SBK Early
m,M1410,24-24-17/5,-562168,-1138215,PV,Určice-Nivky,U větráku,NA,NA,275,Kazdová 2001; Kalábková 2009; Malá 2011,NA,SBK,SBK Late,SBK,SBK Late
m,M1410,24-24-17/5,-562168,-1138215,PV,Určice-Nivky,U větráku,NA,NA,275,Kazdová 2001; Kalábková 2009; Malá 2011,NA,LgK,NA,LgK,NA
m,M1411,NA,-561513,-1138902,PV,Určice-Sedliska,Určická niva,NA,FALSE,265,"Čižmář 2000b; Čižmář, Oliva 2001",NA,SBK,SBK Early,SBK,SBK Early
m,M1412,24-24-17/2,-561909,-1137823,PV,Určice-Záhumení,Dvorské,3,NA,260,"Čižmář 1999; Čižmář, Oliva 2001; Kalábková 2009",NA,SBK,SBK Late,SBK,SBK Late
m,M1412,24-24-17/2,-561909,-1137823,PV,Určice-Záhumení,Dvorské,3,NA,260,"Čižmář 1999; Čižmář, Oliva 2001; Kalábková 2009",NA,LgK,LgK II,LgK,LgK II
m,M1413,24-24-16/32,-562832,-1138852,PV,Určice-Zelená zmola,NA,NA,NA,331,Kalábková 2009,NA,SBK,NA,SBK,NA
m,M1413,24-24-16/32,-562832,-1138852,PV,Určice-Zelená zmola,NA,NA,NA,331,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M1414,14-43-15/1,-563673,-1097972,SU,Úsov-město-Na úsovském,NA,2,NA,270,NA,"Daňhel, M. 2014a: Archeologické lokality a nálezy z katastru Úsova. Střední Morava 37, 49–69.",TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
