id,value
B0001,-0.0014705882352941174
B0002,-0.014468503937007875
B0003,-0.00697172034564022
B0004,-0.01906446540880503
B0005,0.023823529411764705
B0006,-0.03609362706530291
B0007,0.005989787902592302
B0008,-0.012765121759622938
B0009,-0.002066929133858268
B0010,0.0066823899371069185
B0011,-0.036782061369000786
B0012,-0.0063976377952755905
B0013,-0.00432050274941084
B0014,-0.052662490211433044
B0015,-0.002360346184107002
B0016,0.02323529411764706
B0017,0.0173938679245283
B0018,-0.010015710919088767
B0019,-0.0728756884343037
B0020,-0.028311128526645767
B0021,0.003918495297805643
B0022,-0.020538522012578615
B0023,1.9561815336463265e-4
B0024,0.04088419405320814
B0025,0.03255310778914241
B0026,-0.012293469708890637
B0029,-0.008529411764705883
B0030,-0.05078431372549019
B0031,-0.03631889763779528
B0032,-0.0066718995290423865
B0033,-0.02549212598425197
B0034,-0.023959151610369208
B0035,-0.006873527101335428
B0036,-0.005793401413982718
B0037,1.9592476489028218e-4
B0038,-0.043985109717868336
B0039,-0.005681818181818182
B0040,-0.02521585557299843
B0041,-0.027143981117230525
B0042,-0.020587076438140266
B0043,-0.011390416339355851
B0044,-0.044818754925137906
B0045,0.007861635220125786
B0046,0.0014775413711583924
B0047,0.007671125098347758
B0048,0.007266300078554596
B0049,-0.05355738993710692
B0050,-0.0030463836477987423
B0051,-0.05114083398898505
B0052,0.028891509433962265
B0053,0.003127443315089914
B0054,0.037881754111198124
B0055,0.0027537372147915023
B0056,-3.937007874015748e-4
B0057,-0.035798583792289534
B0058,-0.024079874706342992
B0059,-0.023571987480438185
B0060,-0.01654267815191856
B0061,-0.0010809748427672958
B0062,-0.03459119496855346
B0063,0.025590551181102362
B0064,-0.03999606918238994
B0065,8.837391987431265e-4
B0066,0.015196078431372549
B0067,-0.050019654088050314
B0068,-0.012647058823529412
B0069,-0.007775590551181102
B0070,0.0032454760031471277
B0071,-0.014063729346970888
B0072,-0.0390748031496063
B0073,-0.01434748427672956
B0074,-3.937007874015748e-4
B0075,0.019933228593872743
B0076,-0.0061764705882352946
B0077,0.011309992132179387
B0078,-0.08080708661417323
B0079,-0.05115414710485133
B0080,0.03289473684210526
B0081,0.010367762128325509
B0082,-0.005797955974842767
B0083,0.033209247648902825
B0084,-0.0015661707126076742
B0085,0.007623143080531665
B0086,-0.011918833727344365
B0087,0.04848544453186467
B0088,-0.010082223962411903
B0089,0.03688040912667191
B0090,-0.006186174391201885
B0091,0.023137254901960783
B0092,0.012588512981904013
B0093,0.054718089271730615
B0094,0.04009433962264151
B0095,0.03068450039339103
B0096,0.009033778476040848
B0097,-0.0451061320754717
B0098,0.0032403770620581304
B0099,-0.010933806146572104
B0100,-0.06377351097178684
B0101,-0.022029897718332022
